district_clean,state_clean,year,CERI_norm,Risk_Category,
northandmiddleandaman,andaman and nicobar islands,2017,0.268649491,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2018,0.30766363,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2019,0.271042688,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2020,0.255818834,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2021,0.293857205,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2022,0.26490187,Low Risk,
northandmiddleandaman,andaman and nicobar islands,2023,0.252470214,Low Risk,
southandaman,andaman and nicobar islands,2017,0.299036568,Low Risk,
southandaman,andaman and nicobar islands,2018,0.350539902,Medium Risk,
southandaman,andaman and nicobar islands,2019,0.295971348,Low Risk,
southandaman,andaman and nicobar islands,2020,0.285777652,Low Risk,
southandaman,andaman and nicobar islands,2021,0.308593365,Low Risk,
southandaman,andaman and nicobar islands,2022,0.283161265,Low Risk,
southandaman,andaman and nicobar islands,2023,0.289131913,Low Risk,
anantapur,andhra pradesh,2017,0.480837792,Medium Risk,
anantapur,andhra pradesh,2018,0.453690441,Medium Risk,
anantapur,andhra pradesh,2019,0.479584468,Medium Risk,
anantapur,andhra pradesh,2020,0.536806399,Medium Risk,
anantapur,andhra pradesh,2021,0.452334991,Medium Risk,
anantapur,andhra pradesh,2022,0.446796234,Medium Risk,
anantapur,andhra pradesh,2023,0.373849434,Medium Risk,
chittoor,andhra pradesh,2017,0.500033385,Medium Risk,
chittoor,andhra pradesh,2018,0.468312807,Medium Risk,
chittoor,andhra pradesh,2019,0.470013722,Medium Risk,
chittoor,andhra pradesh,2020,0.540512866,Medium Risk,
chittoor,andhra pradesh,2021,0.46703047,Medium Risk,
chittoor,andhra pradesh,2022,0.460221203,Medium Risk,
chittoor,andhra pradesh,2023,0.423455941,Medium Risk,
eastgodavari,andhra pradesh,2017,0.397826247,Medium Risk,
eastgodavari,andhra pradesh,2018,0.44580776,Medium Risk,
eastgodavari,andhra pradesh,2019,0.42327379,Medium Risk,
eastgodavari,andhra pradesh,2020,0.493014731,Medium Risk,
eastgodavari,andhra pradesh,2021,0.445616353,Medium Risk,
eastgodavari,andhra pradesh,2022,0.40923968,Medium Risk,
eastgodavari,andhra pradesh,2023,0.350972357,Medium Risk,
guntur,andhra pradesh,2017,0.456984376,Medium Risk,
guntur,andhra pradesh,2018,0.476108197,Medium Risk,
guntur,andhra pradesh,2019,0.464218544,Medium Risk,
guntur,andhra pradesh,2020,0.566963229,Medium Risk,
guntur,andhra pradesh,2021,0.468432119,Medium Risk,
guntur,andhra pradesh,2022,0.445193168,Medium Risk,
guntur,andhra pradesh,2023,0.399822201,Medium Risk,
krishna,andhra pradesh,2017,0.435963722,Medium Risk,
krishna,andhra pradesh,2018,0.465068032,Medium Risk,
krishna,andhra pradesh,2019,0.433571649,Medium Risk,
krishna,andhra pradesh,2020,0.536215377,Medium Risk,
krishna,andhra pradesh,2021,0.456000807,Medium Risk,
krishna,andhra pradesh,2022,0.410624414,Medium Risk,
krishna,andhra pradesh,2023,0.374360216,Medium Risk,
kurnool,andhra pradesh,2017,0.494243658,Medium Risk,
kurnool,andhra pradesh,2018,0.470105803,Medium Risk,
kurnool,andhra pradesh,2019,0.51450525,Medium Risk,
kurnool,andhra pradesh,2020,0.575711254,Medium Risk,
kurnool,andhra pradesh,2021,0.453704652,Medium Risk,
kurnool,andhra pradesh,2022,0.476147579,Medium Risk,
kurnool,andhra pradesh,2023,0.36749719,Medium Risk,
nellore,andhra pradesh,2017,0.459088724,Medium Risk,
nellore,andhra pradesh,2018,0.455072161,Medium Risk,
nellore,andhra pradesh,2019,0.482622524,Medium Risk,
nellore,andhra pradesh,2020,0.557605221,Medium Risk,
nellore,andhra pradesh,2021,0.457979871,Medium Risk,
nellore,andhra pradesh,2022,0.460478715,Medium Risk,
nellore,andhra pradesh,2023,0.391826817,Medium Risk,
prakasam,andhra pradesh,2017,0.46806319,Medium Risk,
prakasam,andhra pradesh,2018,0.473808207,Medium Risk,
prakasam,andhra pradesh,2019,0.500461006,Medium Risk,
prakasam,andhra pradesh,2020,0.592216785,Medium Risk,
prakasam,andhra pradesh,2021,0.483165526,Medium Risk,
prakasam,andhra pradesh,2022,0.474896186,Medium Risk,
prakasam,andhra pradesh,2023,0.412877457,Medium Risk,
srikakulam,andhra pradesh,2017,0.466128563,Medium Risk,
srikakulam,andhra pradesh,2018,0.487299509,Medium Risk,
srikakulam,andhra pradesh,2019,0.50844993,Medium Risk,
srikakulam,andhra pradesh,2020,0.510967502,Medium Risk,
srikakulam,andhra pradesh,2021,0.464345023,Medium Risk,
srikakulam,andhra pradesh,2022,0.441211241,Medium Risk,
srikakulam,andhra pradesh,2023,0.370321063,Medium Risk,
visakhapatnam,andhra pradesh,2017,0.443042625,Medium Risk,
visakhapatnam,andhra pradesh,2018,0.477710808,Medium Risk,
visakhapatnam,andhra pradesh,2019,0.479799611,Medium Risk,
visakhapatnam,andhra pradesh,2020,0.495801719,Medium Risk,
visakhapatnam,andhra pradesh,2021,0.457135905,Medium Risk,
visakhapatnam,andhra pradesh,2022,0.435213018,Medium Risk,
visakhapatnam,andhra pradesh,2023,0.358388113,Medium Risk,
vizianagaram,andhra pradesh,2017,0.464850157,Medium Risk,
vizianagaram,andhra pradesh,2018,0.480401836,Medium Risk,
vizianagaram,andhra pradesh,2019,0.495081277,Medium Risk,
vizianagaram,andhra pradesh,2020,0.512504889,Medium Risk,
vizianagaram,andhra pradesh,2021,0.473954316,Medium Risk,
vizianagaram,andhra pradesh,2022,0.443198085,Medium Risk,
vizianagaram,andhra pradesh,2023,0.37076557,Medium Risk,
y s r,andhra pradesh,2017,0.470113508,Medium Risk,
y s r,andhra pradesh,2018,0.459917816,Medium Risk,
y s r,andhra pradesh,2019,0.473284511,Medium Risk,
y s r,andhra pradesh,2020,0.548736561,Medium Risk,
y s r,andhra pradesh,2021,0.459221433,Medium Risk,
y s r,andhra pradesh,2022,0.462679975,Medium Risk,
y s r,andhra pradesh,2023,0.379069246,Medium Risk,
anjaw,arunachal pradesh,2017,0.348359393,Medium Risk,
anjaw,arunachal pradesh,2017,0.348333473,Medium Risk,
anjaw,arunachal pradesh,2018,0.332018107,Low Risk,
anjaw,arunachal pradesh,2018,0.331992143,Low Risk,
anjaw,arunachal pradesh,2019,0.339061223,Low Risk,
anjaw,arunachal pradesh,2019,0.339035215,Low Risk,
anjaw,arunachal pradesh,2020,0.322666505,Low Risk,
anjaw,arunachal pradesh,2020,0.322640452,Low Risk,
anjaw,arunachal pradesh,2021,0.318696275,Low Risk,
anjaw,arunachal pradesh,2021,0.31867018,Low Risk,
anjaw,arunachal pradesh,2022,0.325881008,Low Risk,
anjaw,arunachal pradesh,2022,0.325854868,Low Risk,
anjaw,arunachal pradesh,2023,0.338271593,Low Risk,
anjaw,arunachal pradesh,2023,0.33824541,Low Risk,
changlang,arunachal pradesh,2017,0.409141345,Medium Risk,
changlang,arunachal pradesh,2018,0.376293748,Medium Risk,
changlang,arunachal pradesh,2019,0.381487688,Medium Risk,
changlang,arunachal pradesh,2020,0.366653723,Medium Risk,
changlang,arunachal pradesh,2021,0.346050209,Medium Risk,
changlang,arunachal pradesh,2022,0.371755732,Medium Risk,
changlang,arunachal pradesh,2023,0.380143654,Medium Risk,
dibangvalley,arunachal pradesh,2017,0.394500949,Medium Risk,
dibangvalley,arunachal pradesh,2018,0.378809601,Medium Risk,
dibangvalley,arunachal pradesh,2019,0.37535035,Medium Risk,
dibangvalley,arunachal pradesh,2020,0.363150498,Medium Risk,
dibangvalley,arunachal pradesh,2021,0.36719992,Medium Risk,
dibangvalley,arunachal pradesh,2022,0.36957094,Medium Risk,
dibangvalley,arunachal pradesh,2023,0.366122068,Medium Risk,
eastkameng,arunachal pradesh,2017,0.543243356,Medium Risk,
eastkameng,arunachal pradesh,2018,0.516175764,Medium Risk,
eastkameng,arunachal pradesh,2019,0.508991633,Medium Risk,
eastkameng,arunachal pradesh,2020,0.499495067,Medium Risk,
eastkameng,arunachal pradesh,2021,0.476349201,Medium Risk,
eastkameng,arunachal pradesh,2022,0.489347248,Medium Risk,
eastkameng,arunachal pradesh,2023,0.496150537,Medium Risk,
eastsiang,arunachal pradesh,2017,0.413388643,Medium Risk,
eastsiang,arunachal pradesh,2018,0.373167444,Medium Risk,
eastsiang,arunachal pradesh,2019,0.39819573,Medium Risk,
eastsiang,arunachal pradesh,2020,0.400429729,Medium Risk,
eastsiang,arunachal pradesh,2021,0.375584548,Medium Risk,
eastsiang,arunachal pradesh,2022,0.392515409,Medium Risk,
eastsiang,arunachal pradesh,2023,0.407502879,Medium Risk,
kurungkumey,arunachal pradesh,2017,0.573273881,Medium Risk,
kurungkumey,arunachal pradesh,2018,0.554647496,Medium Risk,
kurungkumey,arunachal pradesh,2019,0.571190409,Medium Risk,
kurungkumey,arunachal pradesh,2020,0.546382989,Medium Risk,
kurungkumey,arunachal pradesh,2021,0.526755085,Medium Risk,
kurungkumey,arunachal pradesh,2022,0.536736564,Medium Risk,
kurungkumey,arunachal pradesh,2023,0.533855626,Medium Risk,
lohit,arunachal pradesh,2017,0.312901495,Low Risk,
lohit,arunachal pradesh,2017,0.316824943,Low Risk,
lohit,arunachal pradesh,2018,0.287073517,Low Risk,
lohit,arunachal pradesh,2018,0.291003562,Low Risk,
lohit,arunachal pradesh,2019,0.309247387,Low Risk,
lohit,arunachal pradesh,2019,0.313184041,Low Risk,
lohit,arunachal pradesh,2020,0.303035078,Low Risk,
lohit,arunachal pradesh,2020,0.306978352,Low Risk,
lohit,arunachal pradesh,2021,0.286266034,Low Risk,
lohit,arunachal pradesh,2021,0.290215938,Low Risk,
lohit,arunachal pradesh,2022,0.311605322,Low Risk,
lohit,arunachal pradesh,2022,0.315561869,Low Risk,
lohit,arunachal pradesh,2023,0.32100863,Low Risk,
lohit,arunachal pradesh,2023,0.324971829,Low Risk,
lowersubansiri,arunachal pradesh,2017,0.457530127,Medium Risk,
lowersubansiri,arunachal pradesh,2018,0.422364236,Medium Risk,
lowersubansiri,arunachal pradesh,2019,0.414617932,Medium Risk,
lowersubansiri,arunachal pradesh,2020,0.420474895,Medium Risk,
lowersubansiri,arunachal pradesh,2021,0.422363939,Medium Risk,
lowersubansiri,arunachal pradesh,2022,0.42851801,Medium Risk,
lowersubansiri,arunachal pradesh,2023,0.419815954,Medium Risk,
papumpare,arunachal pradesh,2017,0.431214714,Medium Risk,
papumpare,arunachal pradesh,2018,0.384572077,Medium Risk,
papumpare,arunachal pradesh,2019,0.374459084,Medium Risk,
papumpare,arunachal pradesh,2020,0.387504254,Medium Risk,
papumpare,arunachal pradesh,2021,0.365289016,Medium Risk,
papumpare,arunachal pradesh,2022,0.381100229,Medium Risk,
papumpare,arunachal pradesh,2023,0.377797217,Medium Risk,
tawang,arunachal pradesh,2017,0.263374461,Low Risk,
tawang,arunachal pradesh,2018,0.258642985,Low Risk,
tawang,arunachal pradesh,2019,0.262981359,Low Risk,
tawang,arunachal pradesh,2020,0.274949222,Low Risk,
tawang,arunachal pradesh,2021,0.249222097,Low Risk,
tawang,arunachal pradesh,2022,0.271515145,Low Risk,
tawang,arunachal pradesh,2023,0.272749934,Low Risk,
tirap,arunachal pradesh,2017,0.456067693,Medium Risk,
tirap,arunachal pradesh,2018,0.423990837,Medium Risk,
tirap,arunachal pradesh,2019,0.420636238,Medium Risk,
tirap,arunachal pradesh,2020,0.4279149,Medium Risk,
tirap,arunachal pradesh,2021,0.392228528,Medium Risk,
tirap,arunachal pradesh,2022,0.42005007,Medium Risk,
tirap,arunachal pradesh,2023,0.421222629,Medium Risk,
uppersiang,arunachal pradesh,2017,0.436083597,Medium Risk,
uppersiang,arunachal pradesh,2018,0.42285258,Medium Risk,
uppersiang,arunachal pradesh,2019,0.43131627,Medium Risk,
uppersiang,arunachal pradesh,2020,0.418366646,Medium Risk,
uppersiang,arunachal pradesh,2021,0.415864317,Medium Risk,
uppersiang,arunachal pradesh,2022,0.42642365,Medium Risk,
uppersiang,arunachal pradesh,2023,0.418557915,Medium Risk,
uppersubansiri,arunachal pradesh,2017,0.504369897,Medium Risk,
uppersubansiri,arunachal pradesh,2018,0.477867727,Medium Risk,
uppersubansiri,arunachal pradesh,2019,0.499442963,Medium Risk,
uppersubansiri,arunachal pradesh,2020,0.480147612,Medium Risk,
uppersubansiri,arunachal pradesh,2021,0.458651677,Medium Risk,
uppersubansiri,arunachal pradesh,2022,0.477921065,Medium Risk,
uppersubansiri,arunachal pradesh,2023,0.451908139,Medium Risk,
baksa,assam,2017,0.620897059,Medium Risk,
baksa,assam,2018,0.655146238,Medium Risk,
baksa,assam,2019,0.636214292,Medium Risk,
baksa,assam,2020,0.617050535,Medium Risk,
baksa,assam,2021,0.581992945,Medium Risk,
baksa,assam,2022,0.461738091,Medium Risk,
baksa,assam,2023,0.44491934,Medium Risk,
barpeta,assam,2017,0.610025528,Medium Risk,
barpeta,assam,2018,0.623327096,Medium Risk,
barpeta,assam,2019,0.612543509,Medium Risk,
barpeta,assam,2020,0.611801057,Medium Risk,
barpeta,assam,2021,0.56233172,Medium Risk,
barpeta,assam,2022,0.45988624,Medium Risk,
barpeta,assam,2023,0.426388443,Medium Risk,
bongaigaon,assam,2017,0.612216858,Medium Risk,
bongaigaon,assam,2018,0.613005487,Medium Risk,
bongaigaon,assam,2019,0.612719889,Medium Risk,
bongaigaon,assam,2020,0.617551895,Medium Risk,
bongaigaon,assam,2021,0.555544549,Medium Risk,
bongaigaon,assam,2022,0.468087003,Medium Risk,
bongaigaon,assam,2023,0.435412805,Medium Risk,
cachar,assam,2017,0.580946688,Medium Risk,
cachar,assam,2018,0.569459167,Medium Risk,
cachar,assam,2019,0.553669138,Medium Risk,
cachar,assam,2020,0.544314894,Medium Risk,
cachar,assam,2021,0.531455793,Medium Risk,
cachar,assam,2022,0.422198781,Medium Risk,
cachar,assam,2023,0.435493216,Medium Risk,
chirang,assam,2017,0.633099152,Medium Risk,
chirang,assam,2018,0.658018505,Medium Risk,
chirang,assam,2019,0.631547693,Medium Risk,
chirang,assam,2020,0.658121366,Medium Risk,
chirang,assam,2021,0.598092853,Medium Risk,
chirang,assam,2022,0.494150486,Medium Risk,
chirang,assam,2023,0.459024216,Medium Risk,
darrang,assam,2017,0.582029117,Medium Risk,
darrang,assam,2018,0.612984887,Medium Risk,
darrang,assam,2019,0.585891862,Medium Risk,
darrang,assam,2020,0.568768116,Medium Risk,
darrang,assam,2021,0.566969021,Medium Risk,
darrang,assam,2022,0.450864441,Medium Risk,
darrang,assam,2023,0.449691369,Medium Risk,
dhemaji,assam,2017,0.670999302,High Risk,
dhemaji,assam,2018,0.705664521,High Risk,
dhemaji,assam,2019,0.686099297,High Risk,
dhemaji,assam,2020,0.692019591,High Risk,
dhemaji,assam,2021,0.654555997,Medium Risk,
dhemaji,assam,2022,0.555406545,Medium Risk,
dhemaji,assam,2023,0.562968165,Medium Risk,
dhubri,assam,2017,0.644061961,Medium Risk,
dhubri,assam,2018,0.657615506,Medium Risk,
dhubri,assam,2019,0.671837919,High Risk,
dhubri,assam,2020,0.658320266,Medium Risk,
dhubri,assam,2021,0.622929148,Medium Risk,
dhubri,assam,2022,0.498259487,Medium Risk,
dhubri,assam,2023,0.459070316,Medium Risk,
dibrugarh,assam,2017,0.536976428,Medium Risk,
dibrugarh,assam,2018,0.565629413,Medium Risk,
dibrugarh,assam,2019,0.552456221,Medium Risk,
dibrugarh,assam,2020,0.56117115,Medium Risk,
dibrugarh,assam,2021,0.515979805,Medium Risk,
dibrugarh,assam,2022,0.425549561,Medium Risk,
dibrugarh,assam,2023,0.437401756,Medium Risk,
dimahasao,assam,2017,0.71003324,High Risk,
dimahasao,assam,2018,0.699063688,High Risk,
dimahasao,assam,2019,0.677012137,High Risk,
dimahasao,assam,2020,0.657899981,Medium Risk,
dimahasao,assam,2021,0.655231758,Medium Risk,
dimahasao,assam,2022,0.540153492,Medium Risk,
dimahasao,assam,2023,0.54140876,Medium Risk,
goalpara,assam,2017,0.652302234,Medium Risk,
goalpara,assam,2018,0.637604918,Medium Risk,
goalpara,assam,2019,0.644885742,Medium Risk,
goalpara,assam,2020,0.637985709,Medium Risk,
goalpara,assam,2021,0.580991672,Medium Risk,
goalpara,assam,2022,0.482878841,Medium Risk,
goalpara,assam,2023,0.444599548,Medium Risk,
golaghat,assam,2017,0.580876112,Medium Risk,
golaghat,assam,2018,0.613499942,Medium Risk,
golaghat,assam,2019,0.582842894,Medium Risk,
golaghat,assam,2020,0.564105554,Medium Risk,
golaghat,assam,2021,0.551132762,Medium Risk,
golaghat,assam,2022,0.435148488,Medium Risk,
golaghat,assam,2023,0.43257496,Medium Risk,
hailakandi,assam,2017,0.605089889,Medium Risk,
hailakandi,assam,2018,0.596530979,Medium Risk,
hailakandi,assam,2019,0.571368365,Medium Risk,
hailakandi,assam,2020,0.57957886,Medium Risk,
hailakandi,assam,2021,0.565311019,Medium Risk,
hailakandi,assam,2022,0.455722124,Medium Risk,
hailakandi,assam,2023,0.447923746,Medium Risk,
jorhat,assam,2017,0.554098029,Medium Risk,
jorhat,assam,2018,0.58853837,Medium Risk,
jorhat,assam,2019,0.563372403,Medium Risk,
jorhat,assam,2020,0.554995033,Medium Risk,
jorhat,assam,2021,0.533005631,Medium Risk,
jorhat,assam,2022,0.42136242,Medium Risk,
jorhat,assam,2023,0.443958805,Medium Risk,
kamrup,assam,2017,0.589656909,Medium Risk,
kamrup,assam,2018,0.595712961,Medium Risk,
kamrup,assam,2019,0.573177081,Medium Risk,
kamrup,assam,2020,0.56772922,Medium Risk,
kamrup,assam,2021,0.530805931,Medium Risk,
kamrup,assam,2022,0.418310539,Medium Risk,
kamrup,assam,2023,0.407438735,Medium Risk,
kamrupmetropolitan,assam,2017,0.495857724,Medium Risk,
kamrupmetropolitan,assam,2018,0.494523186,Medium Risk,
kamrupmetropolitan,assam,2019,0.498130452,Medium Risk,
kamrupmetropolitan,assam,2020,0.487407276,Medium Risk,
kamrupmetropolitan,assam,2021,0.477019949,Medium Risk,
kamrupmetropolitan,assam,2022,0.374328063,Medium Risk,
kamrupmetropolitan,assam,2023,0.38111045,Medium Risk,
karbianglong,assam,2017,0.755104895,High Risk,
karbianglong,assam,2018,0.763168901,High Risk,
karbianglong,assam,2019,0.738631046,High Risk,
karbianglong,assam,2020,0.7008809,High Risk,
karbianglong,assam,2021,0.726968005,High Risk,
karbianglong,assam,2022,0.588403938,Medium Risk,
karbianglong,assam,2023,0.59540033,Medium Risk,
karimganj,assam,2017,0.622632851,Medium Risk,
karimganj,assam,2018,0.603804882,Medium Risk,
karimganj,assam,2019,0.595556978,Medium Risk,
karimganj,assam,2020,0.600181893,Medium Risk,
karimganj,assam,2021,0.567884641,Medium Risk,
karimganj,assam,2022,0.473170598,Medium Risk,
karimganj,assam,2023,0.457267011,Medium Risk,
kokrajhar,assam,2017,0.634767003,Medium Risk,
kokrajhar,assam,2018,0.654914133,Medium Risk,
kokrajhar,assam,2019,0.639801575,Medium Risk,
kokrajhar,assam,2020,0.664630318,Medium Risk,
kokrajhar,assam,2021,0.596735122,Medium Risk,
kokrajhar,assam,2022,0.510101429,Medium Risk,
kokrajhar,assam,2023,0.465279609,Medium Risk,
lakhimpur,assam,2017,0.648205701,Medium Risk,
lakhimpur,assam,2018,0.676798318,High Risk,
lakhimpur,assam,2019,0.643802569,Medium Risk,
lakhimpur,assam,2020,0.657950303,Medium Risk,
lakhimpur,assam,2021,0.620923984,Medium Risk,
lakhimpur,assam,2022,0.498165618,Medium Risk,
lakhimpur,assam,2023,0.516637006,Medium Risk,
morigaon,assam,2017,0.630091028,Medium Risk,
morigaon,assam,2018,0.646347706,Medium Risk,
morigaon,assam,2019,0.61915758,Medium Risk,
morigaon,assam,2020,0.603713093,Medium Risk,
morigaon,assam,2021,0.590446822,Medium Risk,
morigaon,assam,2022,0.457493017,Medium Risk,
morigaon,assam,2023,0.477069907,Medium Risk,
nagaon,assam,2017,0.633445762,Medium Risk,
nagaon,assam,2018,0.642819697,Medium Risk,
nagaon,assam,2019,0.599675874,Medium Risk,
nagaon,assam,2020,0.591684055,Medium Risk,
nagaon,assam,2021,0.585051906,Medium Risk,
nagaon,assam,2022,0.463249126,Medium Risk,
nagaon,assam,2023,0.460443488,Medium Risk,
nalbari,assam,2017,0.537503573,Medium Risk,
nalbari,assam,2018,0.562151554,Medium Risk,
nalbari,assam,2019,0.547475513,Medium Risk,
nalbari,assam,2020,0.529981472,Medium Risk,
nalbari,assam,2021,0.504624624,Medium Risk,
nalbari,assam,2022,0.393227043,Medium Risk,
nalbari,assam,2023,0.383705516,Medium Risk,
sivasagar,assam,2017,0.526637903,Medium Risk,
sivasagar,assam,2018,0.584764927,Medium Risk,
sivasagar,assam,2019,0.558143738,Medium Risk,
sivasagar,assam,2020,0.554194109,Medium Risk,
sivasagar,assam,2021,0.534705553,Medium Risk,
sivasagar,assam,2022,0.415349081,Medium Risk,
sivasagar,assam,2023,0.432619566,Medium Risk,
sonitpur,assam,2017,0.589674612,Medium Risk,
sonitpur,assam,2018,0.615995805,Medium Risk,
sonitpur,assam,2019,0.577059308,Medium Risk,
sonitpur,assam,2020,0.578451671,Medium Risk,
sonitpur,assam,2021,0.559566795,Medium Risk,
sonitpur,assam,2022,0.445295498,Medium Risk,
sonitpur,assam,2023,0.456624349,Medium Risk,
tinsukia,assam,2017,0.542294883,Medium Risk,
tinsukia,assam,2018,0.566566924,Medium Risk,
tinsukia,assam,2019,0.547242391,Medium Risk,
tinsukia,assam,2020,0.563507759,Medium Risk,
tinsukia,assam,2021,0.512494574,Medium Risk,
tinsukia,assam,2022,0.42888186,Medium Risk,
tinsukia,assam,2023,0.445620402,Medium Risk,
udalguri,assam,2017,0.588899466,Medium Risk,
udalguri,assam,2018,0.618021876,Medium Risk,
udalguri,assam,2019,0.595213251,Medium Risk,
udalguri,assam,2020,0.588490027,Medium Risk,
udalguri,assam,2021,0.568752265,Medium Risk,
udalguri,assam,2022,0.44675473,Medium Risk,
udalguri,assam,2023,0.473523404,Medium Risk,
araria,bihar,2017,0.654655445,Medium Risk,
araria,bihar,2018,0.635945804,Medium Risk,
araria,bihar,2019,0.673682315,High Risk,
araria,bihar,2020,0.687488701,High Risk,
araria,bihar,2021,0.666452332,Medium Risk,
araria,bihar,2022,0.716958714,High Risk,
araria,bihar,2023,0.679128257,High Risk,
arwal,bihar,2017,0.573678596,Medium Risk,
arwal,bihar,2018,0.568166482,Medium Risk,
arwal,bihar,2019,0.637732849,Medium Risk,
arwal,bihar,2020,0.661123483,Medium Risk,
arwal,bihar,2021,0.635180593,Medium Risk,
arwal,bihar,2022,0.654230725,Medium Risk,
arwal,bihar,2023,0.631486482,Medium Risk,
banka,bihar,2017,0.65145961,Medium Risk,
banka,bihar,2018,0.615846454,Medium Risk,
banka,bihar,2019,0.670710147,High Risk,
banka,bihar,2020,0.692580939,High Risk,
banka,bihar,2021,0.663152404,Medium Risk,
banka,bihar,2022,0.684055392,High Risk,
banka,bihar,2023,0.674069827,High Risk,
begusarai,bihar,2017,0.616305738,Medium Risk,
begusarai,bihar,2018,0.582373054,Medium Risk,
begusarai,bihar,2019,0.62197473,Medium Risk,
begusarai,bihar,2020,0.66207554,Medium Risk,
begusarai,bihar,2021,0.625787627,Medium Risk,
begusarai,bihar,2022,0.641198296,Medium Risk,
begusarai,bihar,2023,0.632773101,Medium Risk,
bhagalpur,bihar,2017,0.612983326,Medium Risk,
bhagalpur,bihar,2018,0.56788712,Medium Risk,
bhagalpur,bihar,2019,0.633600764,Medium Risk,
bhagalpur,bihar,2020,0.646344388,Medium Risk,
bhagalpur,bihar,2021,0.623241335,Medium Risk,
bhagalpur,bihar,2022,0.641329477,Medium Risk,
bhagalpur,bihar,2023,0.654081947,Medium Risk,
bhojpur,bihar,2017,0.574176431,Medium Risk,
bhojpur,bihar,2018,0.563519958,Medium Risk,
bhojpur,bihar,2019,0.615880837,Medium Risk,
bhojpur,bihar,2020,0.64605276,Medium Risk,
bhojpur,bihar,2021,0.644140672,Medium Risk,
bhojpur,bihar,2022,0.638528848,Medium Risk,
bhojpur,bihar,2023,0.617315896,Medium Risk,
buxar,bihar,2017,0.571826726,Medium Risk,
buxar,bihar,2018,0.575259167,Medium Risk,
buxar,bihar,2019,0.613864337,Medium Risk,
buxar,bihar,2020,0.653477679,Medium Risk,
buxar,bihar,2021,0.640271742,Medium Risk,
buxar,bihar,2022,0.639227664,Medium Risk,
buxar,bihar,2023,0.619161668,Medium Risk,
darbhanga,bihar,2017,0.627602472,Medium Risk,
darbhanga,bihar,2018,0.618099549,Medium Risk,
darbhanga,bihar,2019,0.650346682,Medium Risk,
darbhanga,bihar,2020,0.673368856,High Risk,
darbhanga,bihar,2021,0.677526553,High Risk,
darbhanga,bihar,2022,0.678354792,High Risk,
darbhanga,bihar,2023,0.65573253,Medium Risk,
gaya,bihar,2017,0.619147479,Medium Risk,
gaya,bihar,2018,0.616678801,Medium Risk,
gaya,bihar,2019,0.661149592,Medium Risk,
gaya,bihar,2020,0.691024288,High Risk,
gaya,bihar,2021,0.659288755,Medium Risk,
gaya,bihar,2022,0.65452148,Medium Risk,
gaya,bihar,2023,0.642919329,Medium Risk,
gopalganj,bihar,2017,0.573691671,Medium Risk,
gopalganj,bihar,2018,0.590300886,Medium Risk,
gopalganj,bihar,2019,0.620775601,Medium Risk,
gopalganj,bihar,2020,0.665053147,Medium Risk,
gopalganj,bihar,2021,0.665149571,Medium Risk,
gopalganj,bihar,2022,0.652932817,Medium Risk,
gopalganj,bihar,2023,0.625996239,Medium Risk,
jamui,bihar,2017,0.598876874,Medium Risk,
jamui,bihar,2018,0.582178848,Medium Risk,
jamui,bihar,2019,0.619049931,Medium Risk,
jamui,bihar,2020,0.676104512,High Risk,
jamui,bihar,2021,0.638713074,Medium Risk,
jamui,bihar,2022,0.654636766,Medium Risk,
jamui,bihar,2023,0.637376535,Medium Risk,
jehanabad,bihar,2017,0.547719537,Medium Risk,
jehanabad,bihar,2018,0.537300984,Medium Risk,
jehanabad,bihar,2019,0.613263399,Medium Risk,
jehanabad,bihar,2020,0.620964891,Medium Risk,
jehanabad,bihar,2021,0.603553116,Medium Risk,
jehanabad,bihar,2022,0.613979042,Medium Risk,
jehanabad,bihar,2023,0.609683655,Medium Risk,
kaimur,bihar,2017,0.594410867,Medium Risk,
kaimur,bihar,2018,0.600562726,Medium Risk,
kaimur,bihar,2019,0.637429443,Medium Risk,
kaimur,bihar,2020,0.66085081,Medium Risk,
kaimur,bihar,2021,0.655527857,Medium Risk,
kaimur,bihar,2022,0.651925448,Medium Risk,
kaimur,bihar,2023,0.634210233,Medium Risk,
katihar,bihar,2017,0.640703429,Medium Risk,
katihar,bihar,2018,0.604399912,Medium Risk,
katihar,bihar,2019,0.673803352,High Risk,
katihar,bihar,2020,0.705276695,High Risk,
katihar,bihar,2021,0.64498634,Medium Risk,
katihar,bihar,2022,0.661793692,Medium Risk,
katihar,bihar,2023,0.682586235,High Risk,
khagaria,bihar,2017,0.66031784,Medium Risk,
khagaria,bihar,2018,0.612685586,Medium Risk,
khagaria,bihar,2019,0.667808581,Medium Risk,
khagaria,bihar,2020,0.697194031,High Risk,
khagaria,bihar,2021,0.657431617,Medium Risk,
khagaria,bihar,2022,0.670589745,High Risk,
khagaria,bihar,2023,0.670307168,High Risk,
kishanganj,bihar,2017,0.594399906,Medium Risk,
kishanganj,bihar,2018,0.591838576,Medium Risk,
kishanganj,bihar,2019,0.641149611,Medium Risk,
kishanganj,bihar,2020,0.666970056,Medium Risk,
kishanganj,bihar,2021,0.639823968,Medium Risk,
kishanganj,bihar,2022,0.691997617,High Risk,
