district_clean,state_clean,year,CERI_norm,Risk_Category,
ahmadnagar,maharashtra,2023,0.319323914,Low Risk,
akola,maharashtra,2017,0.742253436,High Risk,
akola,maharashtra,2018,0.680481808,High Risk,
akola,maharashtra,2019,0.71919923,High Risk,
akola,maharashtra,2020,0.367598083,Medium Risk,
akola,maharashtra,2021,0.343296068,Medium Risk,
akola,maharashtra,2022,0.358843782,Medium Risk,
akola,maharashtra,2023,0.337807688,Low Risk,
amravati,maharashtra,2017,0.766867703,High Risk,
amravati,maharashtra,2018,0.692333914,High Risk,
amravati,maharashtra,2019,0.713529532,High Risk,
amravati,maharashtra,2020,0.384259277,Medium Risk,
amravati,maharashtra,2021,0.360628118,Medium Risk,
amravati,maharashtra,2022,0.37436799,Medium Risk,
amravati,maharashtra,2023,0.359739111,Medium Risk,
aurangabad,maharashtra,2017,0.859186452,High Risk,
aurangabad,maharashtra,2017,0.857157366,High Risk,
aurangabad,maharashtra,2018,0.760149529,High Risk,
aurangabad,maharashtra,2018,0.758069214,High Risk,
aurangabad,maharashtra,2019,0.798689101,High Risk,
aurangabad,maharashtra,2019,0.796556265,High Risk,
aurangabad,maharashtra,2020,0.463463713,Medium Risk,
aurangabad,maharashtra,2020,0.461277027,Medium Risk,
aurangabad,maharashtra,2021,0.43998387,Medium Risk,
aurangabad,maharashtra,2021,0.437741976,Medium Risk,
aurangabad,maharashtra,2022,0.389875609,Medium Risk,
aurangabad,maharashtra,2022,0.387577112,Medium Risk,
aurangabad,maharashtra,2023,0.379193276,Medium Risk,
aurangabad,maharashtra,2023,0.376836748,Medium Risk,
bhandara,maharashtra,2017,0.749706836,High Risk,
bhandara,maharashtra,2018,0.69844442,High Risk,
bhandara,maharashtra,2019,0.727209427,High Risk,
bhandara,maharashtra,2020,0.368651595,Medium Risk,
bhandara,maharashtra,2021,0.342541278,Medium Risk,
bhandara,maharashtra,2022,0.385444678,Medium Risk,
bhandara,maharashtra,2023,0.362160664,Medium Risk,
bid,maharashtra,2017,0.754772007,High Risk,
bid,maharashtra,2018,0.657072507,Medium Risk,
bid,maharashtra,2019,0.728250926,High Risk,
bid,maharashtra,2020,0.36480339,Medium Risk,
bid,maharashtra,2021,0.365561616,Medium Risk,
bid,maharashtra,2022,0.346766442,Medium Risk,
bid,maharashtra,2023,0.328142403,Low Risk,
buldana,maharashtra,2017,0.769261633,High Risk,
buldana,maharashtra,2018,0.701906266,High Risk,
buldana,maharashtra,2019,0.740919882,High Risk,
buldana,maharashtra,2020,0.401851518,Medium Risk,
buldana,maharashtra,2021,0.352513667,Medium Risk,
buldana,maharashtra,2022,0.383371204,Medium Risk,
buldana,maharashtra,2023,0.349936695,Medium Risk,
chandrapur,maharashtra,2017,0.751909063,High Risk,
chandrapur,maharashtra,2018,0.697565913,High Risk,
chandrapur,maharashtra,2019,0.725909941,High Risk,
chandrapur,maharashtra,2020,0.354099516,Medium Risk,
chandrapur,maharashtra,2021,0.339421032,Low Risk,
chandrapur,maharashtra,2022,0.376158031,Medium Risk,
chandrapur,maharashtra,2023,0.332389669,Low Risk,
dhule,maharashtra,2017,0.770038693,High Risk,
dhule,maharashtra,2018,0.691701804,High Risk,
dhule,maharashtra,2019,0.735019585,High Risk,
dhule,maharashtra,2020,0.381320306,Medium Risk,
dhule,maharashtra,2021,0.351708436,Medium Risk,
dhule,maharashtra,2022,0.350014876,Medium Risk,
dhule,maharashtra,2023,0.320383357,Low Risk,
garhchiroli,maharashtra,2017,0.808199395,High Risk,
garhchiroli,maharashtra,2018,0.748919837,High Risk,
garhchiroli,maharashtra,2019,0.763052536,High Risk,
garhchiroli,maharashtra,2020,0.414047169,Medium Risk,
garhchiroli,maharashtra,2021,0.382933134,Medium Risk,
garhchiroli,maharashtra,2022,0.405691276,Medium Risk,
garhchiroli,maharashtra,2023,0.390024315,Medium Risk,
gondiya,maharashtra,2017,0.776579152,High Risk,
gondiya,maharashtra,2018,0.706086055,High Risk,
gondiya,maharashtra,2019,0.73467791,High Risk,
gondiya,maharashtra,2020,0.382962864,Medium Risk,
gondiya,maharashtra,2021,0.364805427,Medium Risk,
gondiya,maharashtra,2022,0.376281657,Medium Risk,
gondiya,maharashtra,2023,0.378976049,Medium Risk,
hingoli,maharashtra,2017,0.766888548,High Risk,
hingoli,maharashtra,2018,0.693897445,High Risk,
hingoli,maharashtra,2019,0.732131542,High Risk,
hingoli,maharashtra,2020,0.37987968,Medium Risk,
hingoli,maharashtra,2021,0.362655147,Medium Risk,
hingoli,maharashtra,2022,0.376510226,Medium Risk,
hingoli,maharashtra,2023,0.348893006,Medium Risk,
jalgaon,maharashtra,2017,0.780732013,High Risk,
jalgaon,maharashtra,2018,0.691499405,High Risk,
jalgaon,maharashtra,2019,0.752500008,High Risk,
jalgaon,maharashtra,2020,0.382063742,Medium Risk,
jalgaon,maharashtra,2021,0.361941629,Medium Risk,
jalgaon,maharashtra,2022,0.356647663,Medium Risk,
jalgaon,maharashtra,2023,0.319224818,Low Risk,
jalna,maharashtra,2017,0.77125889,High Risk,
jalna,maharashtra,2018,0.682085233,High Risk,
jalna,maharashtra,2019,0.737450305,High Risk,
jalna,maharashtra,2020,0.377259108,Medium Risk,
jalna,maharashtra,2021,0.352024187,Medium Risk,
jalna,maharashtra,2022,0.36195023,Medium Risk,
jalna,maharashtra,2023,0.334130407,Low Risk,
kolhapur,maharashtra,2017,0.717461204,High Risk,
kolhapur,maharashtra,2018,0.637658395,Medium Risk,
kolhapur,maharashtra,2019,0.674686452,High Risk,
kolhapur,maharashtra,2020,0.313312048,Low Risk,
kolhapur,maharashtra,2021,0.317072389,Low Risk,
kolhapur,maharashtra,2022,0.296086536,Low Risk,
kolhapur,maharashtra,2023,0.243173095,Low Risk,
latur,maharashtra,2017,0.757093675,High Risk,
latur,maharashtra,2018,0.682105804,High Risk,
latur,maharashtra,2019,0.714324327,High Risk,
latur,maharashtra,2020,0.341180908,Medium Risk,
latur,maharashtra,2021,0.362207195,Medium Risk,
latur,maharashtra,2022,0.350681919,Medium Risk,
latur,maharashtra,2023,0.320012797,Low Risk,
mumbaicity,maharashtra,2017,0.689691059,High Risk,
mumbaicity,maharashtra,2018,0.571903574,Medium Risk,
mumbaicity,maharashtra,2019,0.652460626,Medium Risk,
mumbaicity,maharashtra,2020,0.301663494,Low Risk,
mumbaicity,maharashtra,2021,0.232200033,Low Risk,
mumbaicity,maharashtra,2022,0.252719069,Low Risk,
mumbaicity,maharashtra,2023,0.22699518,Low Risk,
mumbaisuburban,maharashtra,2017,0.780767977,High Risk,
mumbaisuburban,maharashtra,2018,0.652398911,Medium Risk,
mumbaisuburban,maharashtra,2019,0.724665093,High Risk,
mumbaisuburban,maharashtra,2020,0.365676576,Medium Risk,
mumbaisuburban,maharashtra,2021,0.298116011,Low Risk,
mumbaisuburban,maharashtra,2022,0.29102799,Low Risk,
mumbaisuburban,maharashtra,2023,0.262516415,Low Risk,
nagpur,maharashtra,2017,0.732352006,High Risk,
nagpur,maharashtra,2018,0.668848924,Medium Risk,
nagpur,maharashtra,2019,0.680675283,High Risk,
nagpur,maharashtra,2020,0.312306076,Low Risk,
nagpur,maharashtra,2021,0.30232823,Low Risk,
nagpur,maharashtra,2022,0.334129301,Low Risk,
nagpur,maharashtra,2023,0.301100384,Low Risk,
nanded,maharashtra,2017,0.788659201,High Risk,
nanded,maharashtra,2018,0.712014935,High Risk,
nanded,maharashtra,2019,0.738021463,High Risk,
nanded,maharashtra,2020,0.364293029,Medium Risk,
nanded,maharashtra,2021,0.366999474,Medium Risk,
nanded,maharashtra,2022,0.377193487,Medium Risk,
nanded,maharashtra,2023,0.352528511,Medium Risk,
nandurbar,maharashtra,2017,0.836070817,High Risk,
nandurbar,maharashtra,2018,0.746339591,High Risk,
nandurbar,maharashtra,2019,0.80120792,High Risk,
nandurbar,maharashtra,2020,0.432704517,Medium Risk,
nandurbar,maharashtra,2021,0.378971664,Medium Risk,
nandurbar,maharashtra,2022,0.3807511,Medium Risk,
nandurbar,maharashtra,2023,0.379091492,Medium Risk,
nashik,maharashtra,2017,0.797275378,High Risk,
nashik,maharashtra,2018,0.696475801,High Risk,
nashik,maharashtra,2019,0.750534587,High Risk,
nashik,maharashtra,2020,0.393068443,Medium Risk,
nashik,maharashtra,2021,0.355887586,Medium Risk,
nashik,maharashtra,2022,0.343210377,Medium Risk,
nashik,maharashtra,2023,0.323046067,Low Risk,
osmanabad,maharashtra,2017,0.766176297,High Risk,
osmanabad,maharashtra,2018,0.665725442,Medium Risk,
osmanabad,maharashtra,2019,0.735005386,High Risk,
osmanabad,maharashtra,2020,0.360543967,Medium Risk,
osmanabad,maharashtra,2021,0.368571556,Medium Risk,
osmanabad,maharashtra,2022,0.342110744,Medium Risk,
osmanabad,maharashtra,2023,0.340857675,Medium Risk,
parbhani,maharashtra,2017,0.734736139,High Risk,
parbhani,maharashtra,2018,0.659125368,Medium Risk,
parbhani,maharashtra,2019,0.711192548,High Risk,
parbhani,maharashtra,2020,0.36082696,Medium Risk,
parbhani,maharashtra,2021,0.350739775,Medium Risk,
parbhani,maharashtra,2022,0.359321978,Medium Risk,
parbhani,maharashtra,2023,0.327228717,Low Risk,
pune,maharashtra,2017,0.824493309,High Risk,
pune,maharashtra,2018,0.707015036,High Risk,
pune,maharashtra,2019,0.757228235,High Risk,
pune,maharashtra,2020,0.398201145,Medium Risk,
pune,maharashtra,2021,0.360182824,Medium Risk,
pune,maharashtra,2022,0.347146015,Medium Risk,
pune,maharashtra,2023,0.33051532,Low Risk,
ratnagiri,maharashtra,2017,0.733352834,High Risk,
ratnagiri,maharashtra,2018,0.660285246,Medium Risk,
ratnagiri,maharashtra,2019,0.708578945,High Risk,
ratnagiri,maharashtra,2020,0.34639944,Medium Risk,
ratnagiri,maharashtra,2021,0.326885467,Low Risk,
ratnagiri,maharashtra,2022,0.294012545,Low Risk,
ratnagiri,maharashtra,2023,0.273050811,Low Risk,
sangli,maharashtra,2017,0.742848174,High Risk,
sangli,maharashtra,2018,0.640567557,Medium Risk,
sangli,maharashtra,2019,0.712498499,High Risk,
sangli,maharashtra,2020,0.355561824,Medium Risk,
sangli,maharashtra,2021,0.335026607,Low Risk,
sangli,maharashtra,2022,0.314653536,Low Risk,
sangli,maharashtra,2023,0.276514612,Low Risk,
satara,maharashtra,2017,0.724142651,High Risk,
satara,maharashtra,2018,0.631853778,Medium Risk,
satara,maharashtra,2019,0.68410432,High Risk,
satara,maharashtra,2020,0.334976283,Low Risk,
satara,maharashtra,2021,0.318582877,Low Risk,
satara,maharashtra,2022,0.291632762,Low Risk,
satara,maharashtra,2023,0.282425062,Low Risk,
sindhudurg,maharashtra,2017,0.713832206,High Risk,
sindhudurg,maharashtra,2018,0.64576663,Medium Risk,
sindhudurg,maharashtra,2019,0.711392983,High Risk,
sindhudurg,maharashtra,2020,0.346643799,Medium Risk,
sindhudurg,maharashtra,2021,0.317590323,Low Risk,
sindhudurg,maharashtra,2022,0.32630599,Low Risk,
sindhudurg,maharashtra,2023,0.263499067,Low Risk,
solapur,maharashtra,2017,0.814026479,High Risk,
solapur,maharashtra,2018,0.716777876,High Risk,
solapur,maharashtra,2019,0.766081939,High Risk,
solapur,maharashtra,2020,0.414700142,Medium Risk,
solapur,maharashtra,2021,0.393170656,Medium Risk,
solapur,maharashtra,2022,0.383818421,Medium Risk,
solapur,maharashtra,2023,0.369948052,Medium Risk,
thane,maharashtra,2017,0.811327864,High Risk,
thane,maharashtra,2018,0.678243451,High Risk,
thane,maharashtra,2019,0.751562875,High Risk,
thane,maharashtra,2020,0.383209123,Medium Risk,
thane,maharashtra,2021,0.317347355,Low Risk,
thane,maharashtra,2022,0.317002747,Low Risk,
thane,maharashtra,2023,0.272224838,Low Risk,
wardha,maharashtra,2017,0.715454821,High Risk,
wardha,maharashtra,2018,0.65644485,Medium Risk,
wardha,maharashtra,2019,0.705574911,High Risk,
wardha,maharashtra,2020,0.334889469,Low Risk,
wardha,maharashtra,2021,0.328543433,Low Risk,
wardha,maharashtra,2022,0.359443431,Medium Risk,
wardha,maharashtra,2023,0.333129997,Low Risk,
washim,maharashtra,2017,0.756325918,High Risk,
washim,maharashtra,2018,0.714741279,High Risk,
washim,maharashtra,2019,0.723648008,High Risk,
washim,maharashtra,2020,0.376512773,Medium Risk,
washim,maharashtra,2021,0.362036154,Medium Risk,
washim,maharashtra,2022,0.376524296,Medium Risk,
washim,maharashtra,2023,0.347660789,Medium Risk,
yavatmal,maharashtra,2017,0.777372636,High Risk,
yavatmal,maharashtra,2018,0.706161776,High Risk,
yavatmal,maharashtra,2019,0.731461983,High Risk,
yavatmal,maharashtra,2020,0.38045757,Medium Risk,
yavatmal,maharashtra,2021,0.362734408,Medium Risk,
yavatmal,maharashtra,2022,0.391470665,Medium Risk,
yavatmal,maharashtra,2023,0.346650481,Medium Risk,
bishnupur,manipur,2017,0.348385419,Medium Risk,
bishnupur,manipur,2018,0.292067968,Low Risk,
bishnupur,manipur,2019,0.279423189,Low Risk,
bishnupur,manipur,2020,0.289502895,Low Risk,
bishnupur,manipur,2021,0.266512038,Low Risk,
bishnupur,manipur,2022,0.289050455,Low Risk,
bishnupur,manipur,2023,0.291625684,Low Risk,
chandel,manipur,2017,0.430926368,Medium Risk,
chandel,manipur,2018,0.404596827,Medium Risk,
chandel,manipur,2019,0.361041186,Medium Risk,
chandel,manipur,2020,0.383541319,Medium Risk,
chandel,manipur,2021,0.350925628,Medium Risk,
chandel,manipur,2022,0.377880992,Medium Risk,
chandel,manipur,2023,0.352715055,Medium Risk,
churachandpur,manipur,2017,0.444482506,Medium Risk,
churachandpur,manipur,2018,0.382146816,Medium Risk,
churachandpur,manipur,2019,0.352292692,Medium Risk,
churachandpur,manipur,2020,0.377130168,Medium Risk,
churachandpur,manipur,2021,0.332737211,Low Risk,
churachandpur,manipur,2022,0.357409908,Medium Risk,
churachandpur,manipur,2023,0.354364709,Medium Risk,
imphaleast,manipur,2017,0.353013264,Medium Risk,
imphaleast,manipur,2018,0.310801775,Low Risk,
imphaleast,manipur,2019,0.286215366,Low Risk,
imphaleast,manipur,2020,0.304027262,Low Risk,
imphaleast,manipur,2021,0.28652702,Low Risk,
imphaleast,manipur,2022,0.303397013,Low Risk,
imphaleast,manipur,2023,0.302269505,Low Risk,
imphalwest,manipur,2017,0.335555343,Low Risk,
imphalwest,manipur,2018,0.280874429,Low Risk,
imphalwest,manipur,2019,0.2720767,Low Risk,
imphalwest,manipur,2020,0.285780756,Low Risk,
imphalwest,manipur,2021,0.272009489,Low Risk,
imphalwest,manipur,2022,0.280662477,Low Risk,
imphalwest,manipur,2023,0.287252146,Low Risk,
senapati,manipur,2017,0.460654381,Medium Risk,
senapati,manipur,2018,0.415812235,Medium Risk,
senapati,manipur,2019,0.388373822,Medium Risk,
senapati,manipur,2020,0.382105348,Medium Risk,
senapati,manipur,2021,0.386963514,Medium Risk,
senapati,manipur,2022,0.387309928,Medium Risk,
senapati,manipur,2023,0.372267802,Medium Risk,
tamenglong,manipur,2017,0.435283072,Medium Risk,
tamenglong,manipur,2018,0.396790222,Medium Risk,
tamenglong,manipur,2019,0.367178796,Medium Risk,
tamenglong,manipur,2020,0.373119108,Medium Risk,
tamenglong,manipur,2021,0.360875765,Medium Risk,
tamenglong,manipur,2022,0.375647948,Medium Risk,
tamenglong,manipur,2023,0.371155165,Medium Risk,
thoubal,manipur,2017,0.373878129,Medium Risk,
thoubal,manipur,2018,0.316988614,Low Risk,
thoubal,manipur,2019,0.301008059,Low Risk,
thoubal,manipur,2020,0.315519518,Low Risk,
thoubal,manipur,2021,0.297000245,Low Risk,
thoubal,manipur,2022,0.312851607,Low Risk,
thoubal,manipur,2023,0.315574123,Low Risk,
ukhrul,manipur,2017,0.438731652,Medium Risk,
ukhrul,manipur,2018,0.411825639,Medium Risk,
ukhrul,manipur,2019,0.382994965,Medium Risk,
ukhrul,manipur,2020,0.398134708,Medium Risk,
ukhrul,manipur,2021,0.38021781,Medium Risk,
ukhrul,manipur,2022,0.384597043,Medium Risk,
ukhrul,manipur,2023,0.386228276,Medium Risk,
eastgarohills,meghalaya,2017,0.63111364,Medium Risk,
eastgarohills,meghalaya,2018,0.551628761,Medium Risk,
eastgarohills,meghalaya,2019,0.586502804,Medium Risk,
eastgarohills,meghalaya,2020,0.534415432,Medium Risk,
eastgarohills,meghalaya,2021,0.489367271,Medium Risk,
eastgarohills,meghalaya,2022,0.497643392,Medium Risk,
eastgarohills,meghalaya,2023,0.462552699,Medium Risk,
jaintiahills,meghalaya,2017,0.6052331,Medium Risk,
jaintiahills,meghalaya,2018,0.535035992,Medium Risk,
jaintiahills,meghalaya,2019,0.547526296,Medium Risk,
jaintiahills,meghalaya,2020,0.510210545,Medium Risk,
jaintiahills,meghalaya,2021,0.473419505,Medium Risk,
jaintiahills,meghalaya,2022,0.512843576,Medium Risk,
jaintiahills,meghalaya,2023,0.479949866,Medium Risk,
ribhoi,meghalaya,2017,0.540923065,Medium Risk,
ribhoi,meghalaya,2018,0.47957223,Medium Risk,
ribhoi,meghalaya,2019,0.484346222,Medium Risk,
ribhoi,meghalaya,2020,0.478318347,Medium Risk,
ribhoi,meghalaya,2021,0.428257836,Medium Risk,
ribhoi,meghalaya,2022,0.450155409,Medium Risk,
ribhoi,meghalaya,2023,0.442194529,Medium Risk,
southwestkhasihills,meghalaya,2017,0.518150972,Medium Risk,
southwestkhasihills,meghalaya,2018,0.444099661,Medium Risk,
southwestkhasihills,meghalaya,2019,0.46535475,Medium Risk,
southwestkhasihills,meghalaya,2020,0.457213475,Medium Risk,
southwestkhasihills,meghalaya,2021,0.387242203,Medium Risk,
southwestkhasihills,meghalaya,2022,0.417008799,Medium Risk,
southwestkhasihills,meghalaya,2023,0.392398098,Medium Risk,
aizawl,mizoram,2017,0.386744696,Medium Risk,
aizawl,mizoram,2018,0.304871019,Low Risk,
aizawl,mizoram,2019,0.316386142,Low Risk,
aizawl,mizoram,2020,0.294467009,Low Risk,
aizawl,mizoram,2021,0.288141385,Low Risk,
aizawl,mizoram,2022,0.309716969,Low Risk,
aizawl,mizoram,2023,0.314918845,Low Risk,
champhai,mizoram,2017,0.457190916,Medium Risk,
champhai,mizoram,2018,0.412148973,Medium Risk,
champhai,mizoram,2019,0.384529237,Medium Risk,
champhai,mizoram,2020,0.381899274,Medium Risk,
champhai,mizoram,2021,0.360649723,Medium Risk,
champhai,mizoram,2022,0.368221437,Medium Risk,
champhai,mizoram,2023,0.373833999,Medium Risk,
kolasib,mizoram,2017,0.461310605,Medium Risk,
kolasib,mizoram,2018,0.390964474,Medium Risk,
kolasib,mizoram,2019,0.376787566,Medium Risk,
kolasib,mizoram,2020,0.370181485,Medium Risk,
kolasib,mizoram,2021,0.351797707,Medium Risk,
kolasib,mizoram,2022,0.369567938,Medium Risk,
kolasib,mizoram,2023,0.37530268,Medium Risk,
lawangtlai,mizoram,2017,0.491532599,Medium Risk,
lawangtlai,mizoram,2018,0.431395131,Medium Risk,
lawangtlai,mizoram,2019,0.433462109,Medium Risk,
lawangtlai,mizoram,2020,0.429780579,Medium Risk,
lawangtlai,mizoram,2021,0.413041158,Medium Risk,
lawangtlai,mizoram,2022,0.370213126,Medium Risk,
lawangtlai,mizoram,2023,0.400122483,Medium Risk,
lunglei,mizoram,2017,0.478249466,Medium Risk,
lunglei,mizoram,2018,0.406013604,Medium Risk,
lunglei,mizoram,2019,0.418801926,Medium Risk,
lunglei,mizoram,2020,0.416014851,Medium Risk,
lunglei,mizoram,2021,0.387483219,Medium Risk,
lunglei,mizoram,2022,0.375941197,Medium Risk,
lunglei,mizoram,2023,0.41473152,Medium Risk,
mamit,mizoram,2017,0.501833688,Medium Risk,
mamit,mizoram,2018,0.42669631,Medium Risk,
mamit,mizoram,2019,0.428560791,Medium Risk,
mamit,mizoram,2020,0.423183779,Medium Risk,
mamit,mizoram,2021,0.412511997,Medium Risk,
mamit,mizoram,2022,0.413402452,Medium Risk,
mamit,mizoram,2023,0.429130221,Medium Risk,
saiha,mizoram,2017,0.475398889,Medium Risk,
saiha,mizoram,2018,0.422395985,Medium Risk,
saiha,mizoram,2019,0.39455731,Medium Risk,
saiha,mizoram,2020,0.413388313,Medium Risk,
saiha,mizoram,2021,0.385699013,Medium Risk,
saiha,mizoram,2022,0.365852417,Medium Risk,
saiha,mizoram,2023,0.371090259,Medium Risk,
serchhip,mizoram,2017,0.412515635,Medium Risk,
serchhip,mizoram,2018,0.37180044,Medium Risk,
serchhip,mizoram,2019,0.365627277,Medium Risk,
serchhip,mizoram,2020,0.35832115,Medium Risk,
serchhip,mizoram,2021,0.340977548,Medium Risk,
serchhip,mizoram,2022,0.341633649,Medium Risk,
serchhip,mizoram,2023,0.368250948,Medium Risk,
dimapur,nagaland,2017,0.344287962,Medium Risk,
dimapur,nagaland,2018,0.339368845,Low Risk,
dimapur,nagaland,2019,0.308904675,Low Risk,
dimapur,nagaland,2020,0.478897403,Medium Risk,
dimapur,nagaland,2021,0.476261056,Medium Risk,
dimapur,nagaland,2022,0.455512385,Medium Risk,
dimapur,nagaland,2023,0.486425223,Medium Risk,
kiphire,nagaland,2017,0.49350251,Medium Risk,
kiphire,nagaland,2018,0.46406165,Medium Risk,
kiphire,nagaland,2019,0.442386624,Medium Risk,
kiphire,nagaland,2020,0.611420551,Medium Risk,
kiphire,nagaland,2021,0.612250382,Medium Risk,
kiphire,nagaland,2022,0.596989397,Medium Risk,
kiphire,nagaland,2023,0.599084295,Medium Risk,
kohima,nagaland,2017,0.375259178,Medium Risk,
kohima,nagaland,2018,0.355453436,Medium Risk,
kohima,nagaland,2019,0.355106968,Medium Risk,
kohima,nagaland,2020,0.510004503,Medium Risk,
kohima,nagaland,2021,0.520093122,Medium Risk,
kohima,nagaland,2022,0.490703268,Medium Risk,
kohima,nagaland,2023,0.500864722,Medium Risk,
longleng,nagaland,2017,0.510467132,Medium Risk,
longleng,nagaland,2018,0.496369132,Medium Risk,
longleng,nagaland,2019,0.497584239,Medium Risk,
longleng,nagaland,2020,0.670107245,High Risk,
longleng,nagaland,2021,0.642473226,Medium Risk,
longleng,nagaland,2022,0.617062154,Medium Risk,
longleng,nagaland,2023,0.649842834,Medium Risk,
mokokchung,nagaland,2017,0.368979261,Medium Risk,
mokokchung,nagaland,2018,0.376229355,Medium Risk,
mokokchung,nagaland,2019,0.374199933,Medium Risk,
mokokchung,nagaland,2020,0.56232531,Medium Risk,
mokokchung,nagaland,2021,0.536029123,Medium Risk,
mokokchung,nagaland,2022,0.511511973,Medium Risk,
mokokchung,nagaland,2023,0.543029806,Medium Risk,
mon,nagaland,2017,0.501732152,Medium Risk,
mon,nagaland,2018,0.488236534,Medium Risk,
mon,nagaland,2019,0.493205411,Medium Risk,
mon,nagaland,2020,0.673344543,High Risk,
mon,nagaland,2021,0.638995407,Medium Risk,
mon,nagaland,2022,0.632260478,Medium Risk,
mon,nagaland,2023,0.639071619,Medium Risk,
peren,nagaland,2017,0.47943486,Medium Risk,
peren,nagaland,2018,0.4643444,Medium Risk,
peren,nagaland,2019,0.458841201,Medium Risk,
peren,nagaland,2020,0.6135634,Medium Risk,
peren,nagaland,2021,0.616691661,Medium Risk,
peren,nagaland,2022,0.573583643,Medium Risk,
peren,nagaland,2023,0.600641477,Medium Risk,
phek,nagaland,2017,0.469095472,Medium Risk,
phek,nagaland,2018,0.463457876,Medium Risk,
phek,nagaland,2019,0.431628668,Medium Risk,
phek,nagaland,2020,0.606520482,Medium Risk,
phek,nagaland,2021,0.616294525,Medium Risk,
phek,nagaland,2022,0.584058223,Medium Risk,
phek,nagaland,2023,0.590267328,Medium Risk,
tuensang,nagaland,2017,0.511386522,Medium Risk,
tuensang,nagaland,2018,0.498351754,Medium Risk,
tuensang,nagaland,2019,0.467734924,Medium Risk,
tuensang,nagaland,2020,0.653310625,Medium Risk,
tuensang,nagaland,2021,0.645223502,Medium Risk,
tuensang,nagaland,2022,0.618894018,Medium Risk,
tuensang,nagaland,2023,0.644476525,Medium Risk,
wokha,nagaland,2017,0.406681537,Medium Risk,
wokha,nagaland,2018,0.419859907,Medium Risk,
wokha,nagaland,2019,0.408228545,Medium Risk,
wokha,nagaland,2020,0.558788188,Medium Risk,
wokha,nagaland,2021,0.574182189,Medium Risk,
wokha,nagaland,2022,0.537306794,Medium Risk,
wokha,nagaland,2023,0.567897475,Medium Risk,
zunheboto,nagaland,2017,0.465785623,Medium Risk,
zunheboto,nagaland,2018,0.458034785,Medium Risk,
zunheboto,nagaland,2019,0.447100671,Medium Risk,
zunheboto,nagaland,2020,0.612281196,Medium Risk,
zunheboto,nagaland,2021,0.620807872,Medium Risk,
zunheboto,nagaland,2022,0.59616974,Medium Risk,
zunheboto,nagaland,2023,0.600717666,Medium Risk,
anugul,odisha,2017,0.446889207,Medium Risk,
anugul,odisha,2018,0.462688818,Medium Risk,
anugul,odisha,2019,0.509734552,Medium Risk,
anugul,odisha,2020,0.408357151,Medium Risk,
anugul,odisha,2021,0.394502138,Medium Risk,
anugul,odisha,2022,0.364850782,Medium Risk,
anugul,odisha,2023,0.391570076,Medium Risk,
balangir,odisha,2017,0.498842721,Medium Risk,
balangir,odisha,2018,0.507367334,Medium Risk,
balangir,odisha,2019,0.572283103,Medium Risk,
balangir,odisha,2020,0.457881305,Medium Risk,
balangir,odisha,2021,0.427592155,Medium Risk,
balangir,odisha,2022,0.425726695,Medium Risk,
balangir,odisha,2023,0.440694719,Medium Risk,
baleshwar,odisha,2017,0.494292136,Medium Risk,
baleshwar,odisha,2018,0.497287705,Medium Risk,
baleshwar,odisha,2019,0.526867071,Medium Risk,
baleshwar,odisha,2020,0.439883313,Medium Risk,
baleshwar,odisha,2021,0.453325661,Medium Risk,
baleshwar,odisha,2022,0.391118088,Medium Risk,
baleshwar,odisha,2023,0.408867166,Medium Risk,
bargarh,odisha,2017,0.479951787,Medium Risk,
bargarh,odisha,2018,0.495810768,Medium Risk,
bargarh,odisha,2019,0.562287794,Medium Risk,
bargarh,odisha,2020,0.425830481,Medium Risk,
bargarh,odisha,2021,0.4287194,Medium Risk,
bargarh,odisha,2022,0.426970341,Medium Risk,
bargarh,odisha,2023,0.433061465,Medium Risk,
bauda,odisha,2017,0.502526633,Medium Risk,
bauda,odisha,2018,0.4990607,Medium Risk,
bauda,odisha,2019,0.567903195,Medium Risk,
bauda,odisha,2020,0.453364248,Medium Risk,
bauda,odisha,2021,0.438255042,Medium Risk,
bauda,odisha,2022,0.425582315,Medium Risk,
bauda,odisha,2023,0.444068896,Medium Risk,
bhadrak,odisha,2017,0.461671524,Medium Risk,
bhadrak,odisha,2018,0.47428714,Medium Risk,
bhadrak,odisha,2019,0.508327231,Medium Risk,
bhadrak,odisha,2020,0.403804016,Medium Risk,
bhadrak,odisha,2021,0.415757352,Medium Risk,
bhadrak,odisha,2022,0.369667207,Medium Risk,
bhadrak,odisha,2023,0.370699102,Medium Risk,
cuttack,odisha,2017,0.406456076,Medium Risk,
cuttack,odisha,2018,0.432683385,Medium Risk,
cuttack,odisha,2019,0.456893714,Medium Risk,
cuttack,odisha,2020,0.365565423,Medium Risk,
cuttack,odisha,2021,0.349326511,Medium Risk,
cuttack,odisha,2022,0.3208683,Low Risk,
cuttack,odisha,2023,0.331561311,Low Risk,
debagarh,odisha,2017,0.522971536,Medium Risk,
debagarh,odisha,2018,0.549226343,Medium Risk,
debagarh,odisha,2019,0.577366111,Medium Risk,
debagarh,odisha,2020,0.498634784,Medium Risk,
debagarh,odisha,2021,0.457868478,Medium Risk,
debagarh,odisha,2022,0.446510697,Medium Risk,
debagarh,odisha,2023,0.445642742,Medium Risk,
dhenkanal,odisha,2017,0.449291308,Medium Risk,
dhenkanal,odisha,2018,0.467393997,Medium Risk,
