State,District,Year,ANC 4+ visits %,Adequate child diet %,Child anaemia %,Child stunting %,Child underweight %,Clean fuel %,Drinking water access %,Early marriage %,Electricity access %,Institutional births %,Population below 15 %,Sanitation %,Sex ratio,Teen pregnancy %,Women 10+ schooling %,Women anaemia %,Women literacy %,Exposure Score
Karnataka,Gadag,2021,68.7,5,70.3,45.2,39.8,56.3,95.5,27.7,98.6,96.2,24.1,55.2,60,2,45.1,50.5,4,0.529966495
Karnataka,Gulbarga,2015,84.6,1.9,72.4,52.2,56.7,35.1,99.1,27,98.7,91.1,30.9,30.2,989,3.4,33.4,43.1,68.2,0.5560409
Karnataka,Gulbarga,2016,84.6,1.9,72.4,52.2,56.7,35.1,99.1,27,98.7,91.1,30.9,30.2,989,3.4,33.4,43.1,68.2,0.5560409
Karnataka,Gulbarga,2019,53.6,16.9,75.1,34.5,36.2,58.5,92.5,29.8,99.4,88.7,26.8,36.5,23,4.9,42,56,4,0.511199943
Karnataka,Gulbarga,2020,53.6,16.9,75.1,34.5,36.2,58.5,92.5,29.8,99.4,88.7,26.8,36.5,23,4.9,42,56,4,0.511199943
Karnataka,Gulbarga,2021,53.6,16.9,75.1,34.5,36.2,58.5,92.5,29.8,99.4,88.7,26.8,36.5,23,4.9,42,56,4,0.511199943
Karnataka,Hassan,2015,86.4,0,53.1,27,26.4,51.1,97.4,13.2,97.5,97.3,21.8,66.9,77,6.6,45.6,47,82,0.649722989
Karnataka,Hassan,2016,86.4,0,53.1,27,26.4,51.1,97.4,13.2,97.5,97.3,21.8,66.9,77,6.6,45.6,47,82,0.649722989
Karnataka,Hassan,2019,75.8,25.2,63.6,27.1,23.8,86.1,96.8,16.2,99.3,100,20.2,87.9,1,6.4,51.3,42.2,4,0.658391202
Karnataka,Hassan,2020,75.8,25.2,63.6,27.1,23.8,86.1,96.8,16.2,99.3,100,20.2,87.9,1,6.4,51.3,42.2,4,0.658391202
Karnataka,Hassan,2021,75.8,25.2,63.6,27.1,23.8,86.1,96.8,16.2,99.3,100,20.2,87.9,1,6.4,51.3,42.2,4,0.658391202
Karnataka,Haveri,2015,68.8,2.1,63.9,43.8,36.9,35.8,98.2,20.2,97.3,96.7,24.1,56,906,12.3,32.2,52.7,71.5,0.591989859
Karnataka,Haveri,2016,68.8,2.1,63.9,43.8,36.9,35.8,98.2,20.2,97.3,96.7,24.1,56,906,12.3,32.2,52.7,71.5,0.591989859
Karnataka,Haveri,2019,58.7,7.6,66.9,29.9,35,60.7,99.1,16.5,99.1,97.2,25.4,68.9,978,4.2,40,50.8,4,0.62194869
Karnataka,Haveri,2020,58.7,7.6,66.9,29.9,35,60.7,99.1,16.5,99.1,97.2,25.4,68.9,978,4.2,40,50.8,4,0.62194869
Karnataka,Haveri,2021,58.7,7.6,66.9,29.9,35,60.7,99.1,16.5,99.1,97.2,25.4,68.9,978,4.2,40,50.8,4,0.62194869
Karnataka,Kodagu,2015,82.6,4.3,46.6,29.8,25.7,47.9,84.3,10.6,96.9,96.9,24.8,85.2,114,4.8,50.7,37.2,88.5,0.672586112
Karnataka,Kodagu,2016,82.6,4.3,46.6,29.8,25.7,47.9,84.3,10.6,96.9,96.9,24.8,85.2,114,4.8,50.7,37.2,88.5,0.672586112
Karnataka,Kodagu,2019,74.4,3.5,54.4,30.4,22.6,78.3,89.2,12.8,98.7,98.4,21.2,93.9,1,3.2,58.9,39.9,4,0.645500212
Karnataka,Kodagu,2020,74.4,3.5,54.4,30.4,22.6,78.3,89.2,12.8,98.7,98.4,21.2,93.9,1,3.2,58.9,39.9,4,0.645500212
Karnataka,Kodagu,2021,74.4,3.5,54.4,30.4,22.6,78.3,89.2,12.8,98.7,98.4,21.2,93.9,1,3.2,58.9,39.9,4,0.645500212
Karnataka,Kolar,2015,76.6,2.8,57.3,32,27.7,56.5,98.7,19.4,99.2,96.4,23.6,60.9,961,6.8,46.5,44.9,78.3,0.67990835
Karnataka,Kolar,2016,76.6,2.8,57.3,32,27.7,56.5,98.7,19.4,99.2,96.4,23.6,60.9,961,6.8,46.5,44.9,78.3,0.67990835
Karnataka,Kolar,2019,90.9,20.1,57.9,31.1,15.7,89.9,98.5,26.7,99.5,99.6,21.8,89.2,30,9,55,43.6,4,0.658888709
Karnataka,Kolar,2020,90.9,20.1,57.9,31.1,15.7,89.9,98.5,26.7,99.5,99.6,21.8,89.2,30,9,55,43.6,4,0.658888709
Karnataka,Kolar,2021,90.9,20.1,57.9,31.1,15.7,89.9,98.5,26.7,99.5,99.6,21.8,89.2,30,9,55,43.6,4,0.658888709
Karnataka,Koppal,2015,60.5,1.9,68.1,55.8,49.9,33.6,97.2,35.9,98.3,84.8,29.5,46.9,980,9.7,28.1,45.6,59.8,0.520586064
Karnataka,Koppal,2016,60.5,1.9,68.1,55.8,49.9,33.6,97.2,35.9,98.3,84.8,29.5,46.9,980,9.7,28.1,45.6,59.8,0.520586064
Karnataka,Koppal,2019,50.7,8.4,70.7,49.1,45.8,47.4,96,27.1,99.2,90.7,28.8,58.8,994,8.5,34.4,54.8,4,0.52873382
Karnataka,Koppal,2020,50.7,8.4,70.7,49.1,45.8,47.4,96,27.1,99.2,90.7,28.8,58.8,994,8.5,34.4,54.8,4,0.52873382
Karnataka,Koppal,2021,50.7,8.4,70.7,49.1,45.8,47.4,96,27.1,99.2,90.7,28.8,58.8,994,8.5,34.4,54.8,4,0.52873382
Karnataka,Mandya,2015,83.6,2.1,55.2,18.6,20.3,53.8,98.1,22.2,98.8,97.8,21.1,58.3,48,8.5,48.7,46.2,78.3,0.651752825
Karnataka,Mandya,2016,83.6,2.1,55.2,18.6,20.3,53.8,98.1,22.2,98.8,97.8,21.1,58.3,48,8.5,48.7,46.2,78.3,0.651752825
Karnataka,Mandya,2019,90.1,3.1,58.2,24.3,16.7,90.5,98.4,13.1,98.4,99.5,18.1,86.7,1,5.9,52.5,47,4,0.664665953
Karnataka,Mandya,2020,90.1,3.1,58.2,24.3,16.7,90.5,98.4,13.1,98.4,99.5,18.1,86.7,1,5.9,52.5,47,4,0.664665953
Karnataka,Mandya,2021,90.1,3.1,58.2,24.3,16.7,90.5,98.4,13.1,98.4,99.5,18.1,86.7,1,5.9,52.5,47,4,0.664665953
Karnataka,Mysore,2015,65.9,5.7,60.1,25.1,24.9,66.7,98.1,22.2,97.5,94.7,22.9,65,8,17,43.3,45.6,78.9,0.612125149
Karnataka,Mysore,2016,65.9,5.7,60.1,25.1,24.9,66.7,98.1,22.2,97.5,94.7,22.9,65,8,17,43.3,45.6,78.9,0.612125149
Karnataka,Mysore,2019,85.7,11.7,57.2,27.5,28.2,94.7,95.4,17.5,99.5,100,20.7,86.4,1,7,49.6,48,4,0.643508
Karnataka,Mysore,2020,85.7,11.7,57.2,27.5,28.2,94.7,95.4,17.5,99.5,100,20.7,86.4,1,7,49.6,48,4,0.643508
Karnataka,Mysore,2021,85.7,11.7,57.2,27.5,28.2,94.7,95.4,17.5,99.5,100,20.7,86.4,1,7,49.6,48,4,0.643508
Karnataka,Raichur,2015,65.4,3.9,70.6,37.2,41.2,26.7,88.5,26.3,98,79.7,30.3,27.6,36,3,28.6,58.7,54.3,0.485618201
Karnataka,Raichur,2016,65.4,3.9,70.6,37.2,41.2,26.7,88.5,26.3,98,79.7,30.3,27.6,36,3,28.6,58.7,54.3,0.485618201
Karnataka,Raichur,2019,67.5,15.2,73.6,39.8,40.7,64.9,94,21.9,99.7,88.9,29.3,53,1,8.9,31.7,60.4,4,0.505530187
Karnataka,Raichur,2020,67.5,15.2,73.6,39.8,40.7,64.9,94,21.9,99.7,88.9,29.3,53,1,8.9,31.7,60.4,4,0.505530187
Karnataka,Raichur,2021,67.5,15.2,73.6,39.8,40.7,64.9,94,21.9,99.7,88.9,29.3,53,1,8.9,31.7,60.4,4,0.505530187
Karnataka,Shimoga,2015,73.8,2.3,53.8,35.3,30.6,61.2,84.3,8,96.5,97.3,22.7,74.5,41,7.6,43.9,48.6,79.8,0.627101175
Karnataka,Shimoga,2016,73.8,2.3,53.8,35.3,30.6,61.2,84.3,8,96.5,97.3,22.7,74.5,41,7.6,43.9,48.6,79.8,0.627101175
Karnataka,Shimoga,2019,79.4,18.6,68.9,29,34.4,85.7,94.6,11.1,99.5,99.7,22.9,85.4,1,2.4,49.1,41.9,4,0.639844999
Karnataka,Shimoga,2020,79.4,18.6,68.9,29,34.4,85.7,94.6,11.1,99.5,99.7,22.9,85.4,1,2.4,49.1,41.9,4,0.639844999
Karnataka,Shimoga,2021,79.4,18.6,68.9,29,34.4,85.7,94.6,11.1,99.5,99.7,22.9,85.4,1,2.4,49.1,41.9,4,0.639844999
Karnataka,Tumkur,2015,70.6,7.6,53.8,28.6,26,39.4,98.8,17.1,98.5,96.4,20.8,52.6,3,5.2,44.3,52.7,81.9,0.622709617
Karnataka,Tumkur,2016,70.6,7.6,53.8,28.6,26,39.4,98.8,17.1,98.5,96.4,20.8,52.6,3,5.2,44.3,52.7,81.9,0.622709617
Karnataka,Tumkur,2019,80.4,12.2,67.6,40.3,26.7,85.3,96.2,24.8,99.6,100,21.2,86.1,1,4.7,58.9,49.3,4,0.616667616
Karnataka,Tumkur,2020,80.4,12.2,67.6,40.3,26.7,85.3,96.2,24.8,99.6,100,21.2,86.1,1,4.7,58.9,49.3,4,0.616667616
Karnataka,Tumkur,2021,80.4,12.2,67.6,40.3,26.7,85.3,96.2,24.8,99.6,100,21.2,86.1,1,4.7,58.9,49.3,4,0.616667616
Karnataka,Udupi,2015,84.2,15.7,56.2,21.1,22.3,44.7,65.3,6.3,98.7,97.9,19.8,89.8,137,1.8,51.5,44.7,90.3,0.701483307
Karnataka,Udupi,2016,84.2,15.7,56.2,21.1,22.3,44.7,65.3,6.3,98.7,97.9,19.8,89.8,137,1.8,51.5,44.7,90.3,0.701483307
Karnataka,Udupi,2019,59.4,11.4,58.3,23.1,21,67.8,81.5,4.4,99.6,98.9,19.5,94.5,1,0.7,55.4,47.3,4,0.651608723
Karnataka,Udupi,2020,59.4,11.4,58.3,23.1,21,67.8,81.5,4.4,99.6,98.9,19.5,94.5,1,0.7,55.4,47.3,4,0.651608723
Karnataka,Udupi,2021,59.4,11.4,58.3,23.1,21,67.8,81.5,4.4,99.6,98.9,19.5,94.5,1,0.7,55.4,47.3,4,0.651608723
Karnataka,Uttara Kannada,2015,79.6,0,47.7,37.9,30.1,48.5,69.9,15.2,97.5,93.5,23.1,68.1,56,6.9,46.5,41.9,84.3,0.611688649
Karnataka,Uttara Kannada,2016,79.6,0,47.7,37.9,30.1,48.5,69.9,15.2,97.5,93.5,23.1,68.1,56,6.9,46.5,41.9,84.3,0.611688649
Karnataka,Uttara Kannada,2019,57.9,13.9,69,29.6,33.3,73.4,84.8,11.6,99.1,99.3,18.2,89.6,1,1.3,49.2,44.6,4,0.618449815
Karnataka,Uttara Kannada,2020,57.9,13.9,69,29.6,33.3,73.4,84.8,11.6,99.1,99.3,18.2,89.6,1,1.3,49.2,44.6,4,0.618449815
Karnataka,Uttara Kannada,2021,57.9,13.9,69,29.6,33.3,73.4,84.8,11.6,99.1,99.3,18.2,89.6,1,1.3,49.2,44.6,4,0.618449815
Karnataka,Yadgir,2015,63.6,4.3,74,55.5,50.3,18.7,92.4,29.6,98.3,90.5,31.1,18.9,977,8.6,23.3,47.7,48.1,0.489188682
Karnataka,Yadgir,2016,63.6,4.3,74,55.5,50.3,18.7,92.4,29.6,98.3,90.5,31.1,18.9,977,8.6,23.3,47.7,48.1,0.489188682
Karnataka,Yadgir,2019,63.6,12.4,76,57.6,45.2,48.8,95.2,33.2,99,93.3,29.2,37.4,20,6.9,26.4,57.3,4,0.447805313
Karnataka,Yadgir,2020,63.6,12.4,76,57.6,45.2,48.8,95.2,33.2,99,93.3,29.2,37.4,20,6.9,26.4,57.3,4,0.447805313
Karnataka,Yadgir,2021,63.6,12.4,76,57.6,45.2,48.8,95.2,33.2,99,93.3,29.2,37.4,20,6.9,26.4,57.3,4,0.447805313
Kerala,Alappuzha,2015,79.6,5.4,24.9,14.5,17.2,64.2,93.9,1.2,99.6,99,17.5,97.2,101,2.1,73.8,27,99.7,0.798228182
Kerala,Alappuzha,2016,79.6,5.4,24.9,14.5,17.2,64.2,93.9,1.2,99.6,99,17.5,97.2,101,2.1,73.8,27,99.7,0.798228182
Kerala,Alappuzha,2019,65.7,17.2,30.3,20.1,20.4,79.2,98.4,3.8,99.9,99.4,16.6,99.2,1,2.9,78.8,31.9,4,0.734817687
Kerala,Alappuzha,2020,65.7,17.2,30.3,20.1,20.4,79.2,98.4,3.8,99.9,99.4,16.6,99.2,1,2.9,78.8,31.9,4,0.734817687
Kerala,Alappuzha,2021,65.7,17.2,30.3,20.1,20.4,79.2,98.4,3.8,99.9,99.4,16.6,99.2,1,2.9,78.8,31.9,4,0.734817687
Kerala,Ernakulam,2015,94.7,25.2,23.4,12.4,12,79.7,97.3,0,100,100,18.8,99.3,76,2.4,83,37.6,99.3,0.847536195
Kerala,Ernakulam,2016,94.7,25.2,23.4,12.4,12,79.7,97.3,0,100,100,18.8,99.3,76,2.4,83,37.6,99.3,0.847536195
Kerala,Ernakulam,2019,82.2,11.9,36.4,22,19.4,88.4,98.2,2.9,100,99.1,18.8,99.3,1,0,83.8,31.7,4,0.745873684
Kerala,Ernakulam,2020,82.2,11.9,36.4,22,19.4,88.4,98.2,2.9,100,99.1,18.8,99.3,1,0,83.8,31.7,4,0.745873684
Kerala,Ernakulam,2021,82.2,11.9,36.4,22,19.4,88.4,98.2,2.9,100,99.1,18.8,99.3,1,0,83.8,31.7,4,0.745873684
Kerala,Idukki,2015,89.9,18.8,32.6,15.1,14.8,47.2,93.3,3.7,99.4,100,17.8,94.8,965,0,73,29.2,94.4,0.850736802
Kerala,Idukki,2016,89.9,18.8,32.6,15.1,14.8,47.2,93.3,3.7,99.4,100,17.8,94.8,965,0,73,29.2,94.4,0.850736802
Kerala,Idukki,2019,74.3,34,32,24.3,23.6,54.3,82.3,7.1,99,100,19,97.5,29,2.7,73.2,32,4,0.713053165
Kerala,Idukki,2020,74.3,34,32,24.3,23.6,54.3,82.3,7.1,99,100,19,97.5,29,2.7,73.2,32,4,0.713053165
Kerala,Idukki,2021,74.3,34,32,24.3,23.6,54.3,82.3,7.1,99,100,19,97.5,29,2.7,73.2,32,4,0.713053165
Kerala,Kannur,2015,93.2,20.4,44.1,25.3,10.5,55.5,92.8,10.2,98.7,100,21,99,92,3.4,70.7,37.3,99.1,0.7709008
Kerala,Kannur,2016,93.2,20.4,44.1,25.3,10.5,55.5,92.8,10.2,98.7,100,21,99,92,3.4,70.7,37.3,99.1,0.7709008
Kerala,Kannur,2019,78.3,39.9,37.2,19.4,17.9,70.4,93.9,5.4,99.7,100,23.9,99.5,1,2.4,74.1,39.7,4,0.736650912
Kerala,Kannur,2020,78.3,39.9,37.2,19.4,17.9,70.4,93.9,5.4,99.7,100,23.9,99.5,1,2.4,74.1,39.7,4,0.736650912
Kerala,Kannur,2021,78.3,39.9,37.2,19.4,17.9,70.4,93.9,5.4,99.7,100,23.9,99.5,1,2.4,74.1,39.7,4,0.736650912
Kerala,Kasaragod,2015,90.9,25.2,37.7,18.7,13.9,52.9,92.7,4,99.1,100,22.5,98,41,3.3,61.9,35,95.9,0.775561264
Kerala,Kasaragod,2016,90.9,25.2,37.7,18.7,13.9,52.9,92.7,4,99.1,100,22.5,98,41,3.3,61.9,35,95.9,0.775561264
Kerala,Kasaragod,2019,91.2,9.4,34.3,25.3,21.4,73.5,93.2,4.7,99.5,100,24.1,98.9,1,3.7,68.3,35.4,4,0.699510784
Kerala,Kasaragod,2020,91.2,9.4,34.3,25.3,21.4,73.5,93.2,4.7,99.5,100,24.1,98.9,1,3.7,68.3,35.4,4,0.699510784
Kerala,Kasaragod,2021,91.2,9.4,34.3,25.3,21.4,73.5,93.2,4.7,99.5,100,24.1,98.9,1,3.7,68.3,35.4,4,0.699510784
Kerala,Kollam,2015,88.7,25.4,18.1,14.4,14.2,58.8,95.4,3.7,98.2,99.5,20,98.1,43,0.8,79.1,25.5,98.2,0.827689644
Kerala,Kollam,2016,88.7,25.4,18.1,14.4,14.2,58.8,95.4,3.7,98.2,99.5,20,98.1,43,0.8,79.1,25.5,98.2,0.827689644
Kerala,Kollam,2019,79.3,16.7,32.5,15.5,17,80.1,95.7,1.8,99.8,100,18.9,97.5,1,0,80.6,36,4,0.750976617
Kerala,Kollam,2020,79.3,16.7,32.5,15.5,17,80.1,95.7,1.8,99.8,100,18.9,97.5,1,0,80.6,36,4,0.750976617
Kerala,Kollam,2021,79.3,16.7,32.5,15.5,17,80.1,95.7,1.8,99.8,100,18.9,97.5,1,0,80.6,36,4,0.750976617
Kerala,Kottayam,2015,85.4,23.3,33.8,22,11.3,62.6,97.1,1.3,99.7,100,16.7,99.1,29,0,81.4,28.8,99.7,0.820445913
Kerala,Kottayam,2016,85.4,23.3,33.8,22,11.3,62.6,97.1,1.3,99.7,100,16.7,99.1,29,0,81.4,28.8,99.7,0.820445913
Kerala,Kottayam,2019,55.1,16.9,36.8,23.4,17.3,72.5,97.1,1.6,99.6,98.7,18.8,98.6,1,2.8,85.8,38.7,4,0.716030196
Kerala,Kottayam,2020,55.1,16.9,36.8,23.4,17.3,72.5,97.1,1.6,99.6,98.7,18.8,98.6,1,2.8,85.8,38.7,4,0.716030196
Kerala,Kottayam,2021,55.1,16.9,36.8,23.4,17.3,72.5,97.1,1.6,99.6,98.7,18.8,98.6,1,2.8,85.8,38.7,4,0.716030196
Kerala,Kozhikode,2015,94.4,11.3,39.7,18,18.5,51.8,96.8,7.1,99.2,100,20.2,99.5,33,3.5,73.3,42.9,99.1,0.764420408
Kerala,Kozhikode,2016,94.4,11.3,39.7,18,18.5,51.8,96.8,7.1,99.2,100,20.2,99.5,33,3.5,73.3,42.9,99.1,0.764420408
Kerala,Kozhikode,2019,91.8,26.7,32.1,21.3,18.9,73.8,93.3,4.2,99.6,100,19.9,99.6,1,3.8,84.3,29.8,4,0.751845897
Kerala,Kozhikode,2020,91.8,26.7,32.1,21.3,18.9,73.8,93.3,4.2,99.6,100,19.9,99.6,1,3.8,84.3,29.8,4,0.751845897
Kerala,Kozhikode,2021,91.8,26.7,32.1,21.3,18.9,73.8,93.3,4.2,99.6,100,19.9,99.6,1,3.8,84.3,29.8,4,0.751845897
Kerala,Malappuram,2015,93.2,37.1,54.6,26.3,17.3,45.7,93.6,23.3,99.5,99.6,25.9,98.5,999,4,65.5,38.6,99.2,0.794531843
Kerala,Malappuram,2016,93.2,37.1,54.6,26.3,17.3,45.7,93.6,23.3,99.5,99.6,25.9,98.5,999,4,65.5,38.6,99.2,0.794531843
Kerala,Malappuram,2019,90.4,26.8,47.2,29.4,21.4,59,97.7,15.3,99.7,100,27,99.9,101,2.6,69.5,34.7,4,0.693151092
Kerala,Malappuram,2020,90.4,26.8,47.2,29.4,21.4,59,97.7,15.3,99.7,100,27,99.9,101,2.6,69.5,34.7,4,0.693151092
Kerala,Malappuram,2021,90.4,26.8,47.2,29.4,21.4,59,97.7,15.3,99.7,100,27,99.9,101,2.6,69.5,34.7,4,0.693151092
Kerala,Palakkad,2015,90.4,16.1,41.1,20.2,19.1,50.7,94.2,12.5,99.2,100,20.1,97,972,5.8,63.4,42.3,94.4,0.794996709
Kerala,Palakkad,2016,90.4,16.1,41.1,20.2,19.1,50.7,94.2,12.5,99.2,100,20.1,97,972,5.8,63.4,42.3,94.4,0.794996709
Kerala,Palakkad,2019,68.4,26.8,51.9,29.7,27.7,67.5,94.7,14.1,98.9,100,19.3,99,148,4.4,63.2,49.6,4,0.669408314
Kerala,Palakkad,2020,68.4,26.8,51.9,29.7,27.7,67.5,94.7,14.1,98.9,100,19.3,99,148,4.4,63.2,49.6,4,0.669408314
Kerala,Palakkad,2021,68.4,26.8,51.9,29.7,27.7,67.5,94.7,14.1,98.9,100,19.3,99,148,4.4,63.2,49.6,4,0.669408314
Kerala,Pathanamthitta,2015,90,25.5,18.4,13.3,11.4,57.7,94.5,1.2,99.2,100,16.7,97.1,105,1.5,76.8,22.4,99.7,0.843566606
Kerala,Pathanamthitta,2016,90,25.5,18.4,13.3,11.4,57.7,94.5,1.2,99.2,100,16.7,97.1,105,1.5,76.8,22.4,99.7,0.843566606
Kerala,Pathanamthitta,2019,83.9,54.1,44.2,22.7,11.2,60.1,94.1,0,99.6,99.1,16.4,98.9,1,0,84.5,36.4,4,0.779253909
Kerala,Pathanamthitta,2020,83.9,54.1,44.2,22.7,11.2,60.1,94.1,0,99.6,99.1,16.4,98.9,1,0,84.5,36.4,4,0.779253909
Kerala,Pathanamthitta,2021,83.9,54.1,44.2,22.7,11.2,60.1,94.1,0,99.6,99.1,16.4,98.9,1,0,84.5,36.4,4,0.779253909
Kerala,Thiruvananthapuram,2015,89.1,18.7,20.5,19.5,21.6,52.4,94.2,2.6,99.4,100,19.7,97.1,122,3.5,68.7,22.5,98.5,0.79592412
Kerala,Thiruvananthapuram,2016,89.1,18.7,20.5,19.5,21.6,52.4,94.2,2.6,99.4,100,19.7,97.1,122,3.5,68.7,22.5,98.5,0.79592412
Kerala,Thiruvananthapuram,2019,55.3,31.9,33,19.5,15.2,72.2,92.9,6.2,99.9,99.5,20.3,95.4,1,4.6,83.1,33,4,0.729958787
Kerala,Thiruvananthapuram,2020,55.3,31.9,33,19.5,15.2,72.2,92.9,6.2,99.9,99.5,20.3,95.4,1,4.6,83.1,33,4,0.729958787
Kerala,Thiruvananthapuram,2021,55.3,31.9,33,19.5,15.2,72.2,92.9,6.2,99.9,99.5,20.3,95.4,1,4.6,83.1,33,4,0.729958787
Kerala,Thrissur,2015,83.1,7.4,39.4,20.8,14,67.5,95.7,2.3,99.8,100,18.3,99.7,75,2.8,76.4,42.1,99.4,0.779080974
Kerala,Thrissur,2016,83.1,7.4,39.4,20.8,14,67.5,95.7,2.3,99.8,100,18.3,99.7,75,2.8,76.4,42.1,99.4,0.779080974
Kerala,Thrissur,2019,82.4,11.5,48.7,22,17.3,76.3,93.7,1,100,100,18.8,99.5,1,1,79.2,44.4,4,0.717408923
Kerala,Thrissur,2020,82.4,11.5,48.7,22,17.3,76.3,93.7,1,100,100,18.8,99.5,1,1,79.2,44.4,4,0.717408923
Kerala,Thrissur,2021,82.4,11.5,48.7,22,17.3,76.3,93.7,1,100,100,18.8,99.5,1,1,79.2,44.4,4,0.717408923
Kerala,Wayanad,2015,91.7,22.4,45.6,27.7,27.2,33.2,93.3,13.8,96.1,99.6,21.9,95.2,65,2.1,61.3,32.3,93.7,0.721922386
Kerala,Wayanad,2016,91.7,22.4,45.6,27.7,27.2,33.2,93.3,13.8,96.1,99.6,21.9,95.2,65,2.1,61.3,32.3,93.7,0.721922386
Kerala,Wayanad,2019,94.2,14.8,39.4,31.3,22.5,55.7,94.1,8.4,97,100,21.2,97.6,1,2.6,68,26.9,4,0.691731666
Kerala,Wayanad,2020,94.2,14.8,39.4,31.3,22.5,55.7,94.1,8.4,97,100,21.2,97.6,1,2.6,68,26.9,4,0.691731666
Kerala,Wayanad,2021,94.2,14.8,39.4,31.3,22.5,55.7,94.1,8.4,97,100,21.2,97.6,1,2.6,68,26.9,4,0.691731666
Ladakh,Kargil,2015,83.6,19.6,87.6,39.6,20.3,43.8,88.2,4.6,97.6,85.7,32.1,17.9,970,0.6,42.8,73.1,77.2,0.62187598
Ladakh,Kargil,2016,83.6,19.6,87.6,39.6,20.3,43.8,88.2,4.6,97.6,85.7,32.1,17.9,970,0.6,42.8,73.1,77.2,0.62187598
Ladakh,Kargil,2019,88,18.2,87.9,36.5,21.8,58.1,90.2,2.5,99.1,93.7,24.5,42.3,975,0,50.3,92,4,0.618637674
Ladakh,Kargil,2020,88,18.2,87.9,36.5,21.8,58.1,90.2,2.5,99.1,93.7,24.5,42.3,975,0,50.3,92,4,0.618637674
Ladakh,Kargil,2021,88,18.2,87.9,36.5,21.8,58.1,90.2,2.5,99.1,93.7,24.5,42.3,975,0,50.3,92,4,0.618637674
Ladakh,Leh ,2015,91.7,24.6,95.8,20.6,16.8,87.7,77.2,5.2,99.8,96.9,23.3,17.8,35,1.7,46.6,84.1,76.4,0.634326431
Ladakh,Leh ,2016,91.7,24.6,95.8,20.6,16.8,87.7,77.2,5.2,99.8,96.9,23.3,17.8,35,1.7,46.6,84.1,76.4,0.634326431
Ladakh,Leh ,2019,69.6,23.3,95.5,24.3,19,93.5,87.1,2.5,99.8,96.4,21,42.4,1,0,49.8,93.5,4,0.595447506
Ladakh,Leh ,2020,69.6,23.3,95.5,24.3,19,93.5,87.1,2.5,99.8,96.4,21,42.4,1,0,49.8,93.5,4,0.595447506
Ladakh,Leh ,2021,69.6,23.3,95.5,24.3,19,93.5,87.1,2.5,99.8,96.4,21,42.4,1,0,49.8,93.5,4,0.595447506
Lakshadweep,Lakshadweep,2015,82.3,16.8,53.6,26.8,23.6,31.8,91.1,1.9,100,99.3,23.2,99.6,22,0,56.8,46,96.5,0.712011545
Lakshadweep,Lakshadweep,2016,82.3,16.8,53.6,26.8,23.6,31.8,91.1,1.9,100,99.3,23.2,99.6,22,0,56.8,46,96.5,0.712011545
Lakshadweep,Lakshadweep,2019,88.3,20.2,43.1,32,25.8,59.4,92.9,1.3,99.8,99.6,22.3,99.8,1,1.1,67.8,25.8,96.8,0.757234359
Lakshadweep,Lakshadweep,2020,88.3,20.2,43.1,32,25.8,59.4,92.9,1.3,99.8,99.6,22.3,99.8,1,1.1,67.8,25.8,96.8,0.757234359
Lakshadweep,Lakshadweep,2021,88.3,20.2,43.1,32,25.8,59.4,92.9,1.3,99.8,99.6,22.3,99.8,1,1.1,67.8,25.8,96.8,0.757234359
Manipur,Bishnupur,2015,87,18.1,21.4,24.7,13.7,38.8,64,14.7,96.3,86.5,27.7,40.2,32,9.1,42.9,26.8,88.4,0.654332682
Manipur,Bishnupur,2016,87,18.1,21.4,24.7,13.7,38.8,64,14.7,96.3,86.5,27.7,40.2,32,9.1,42.9,26.8,88.4,0.654332682
Manipur,Bishnupur,2019,77.4,22.1,42.4,15.5,11.7,71.3,77.7,20.9,98.6,89.5,26.4,52.6,1,5.1,48.7,35.8,4,0.639616597
Manipur,Bishnupur,2020,77.4,22.1,42.4,15.5,11.7,71.3,77.7,20.9,98.6,89.5,26.4,52.6,1,5.1,48.7,35.8,4,0.639616597
Manipur,Bishnupur,2021,77.4,22.1,42.4,15.5,11.7,71.3,77.7,20.9,98.6,89.5,26.4,52.6,1,5.1,48.7,35.8,4,0.639616597
Manipur,Chandel,2015,42.9,11.9,28.4,36.1,13.2,17.5,43.8,18.6,93.6,38.2,33.6,63.1,62,5,38.7,23.5,80.2,0.548843308
Manipur,Chandel,2016,42.9,11.9,28.4,36.1,13.2,17.5,43.8,18.6,93.6,38.2,33.6,63.1,62,5,38.7,23.5,80.2,0.548843308
Manipur,Chandel,2019,66.6,15.5,42.4,34,14.7,52,68.6,22.3,99.9,55.5,29.8,85.2,1,9.9,43.3,27.3,4,0.566096951
Manipur,Chandel,2020,66.6,15.5,42.4,34,14.7,52,68.6,22.3,99.9,55.5,29.8,85.2,1,9.9,43.3,27.3,4,0.566096951
Manipur,Chandel,2021,66.6,15.5,42.4,34,14.7,52,68.6,22.3,99.9,55.5,29.8,85.2,1,9.9,43.3,27.3,4,0.566096951
Manipur,Churachandpur,2015,60.1,14.7,17.5,35.7,11.3,42.2,59.9,13.8,91.3,63.2,34.6,67.8,997,2.7,38.1,20.3,84.2,0.681340186
Manipur,Churachandpur,2016,60.1,14.7,17.5,35.7,11.3,42.2,59.9,13.8,91.3,63.2,34.6,67.8,997,2.7,38.1,20.3,84.2,0.681340186
