State,District,Year,ANC 4+ visits %,Adequate child diet %,Child anaemia %,Child stunting %,Child underweight %,Clean fuel %,Drinking water access %,Early marriage %,Electricity access %,Institutional births %,Population below 15 %,Sanitation %,Sex ratio,Teen pregnancy %,Women 10+ schooling %,Women anaemia %,Women literacy %,Exposure Score
Andaman And Nicobar Islands,Nicobar,2015,64.9,10.2,50.5,20.3,10.5,39.3,99.8,8.3,99.6,96.1,25.4,85.9,957,3.8,43.7,55.2,87.5,0.733704983
Andaman And Nicobar Islands,Nicobar,2016,64.9,10.2,50.5,20.3,10.5,39.3,99.8,8.3,99.6,96.1,25.4,85.9,957,3.8,43.7,55.2,87.5,0.733704983
Andaman And Nicobar Islands,Nicobar,2019,71.7,19.4,37.7,21.6,24.6,56.9,98.8,11.4,97.9,97.8,23,83.5,973,1.8,53.5,38.3,4,0.72234603
Andaman And Nicobar Islands,Nicobar,2020,71.7,19.4,37.7,21.6,24.6,56.9,98.8,11.4,97.9,97.8,23,83.5,973,1.8,53.5,38.3,4,0.72234603
Andaman And Nicobar Islands,Nicobar,2021,71.7,19.4,37.7,21.6,24.6,56.9,98.8,11.4,97.9,97.8,23,83.5,973,1.8,53.5,38.3,4,0.72234603
Andaman And Nicobar Islands,North And Middle Andaman,2015,95.2,18.3,47.3,32.5,33.5,35.5,90.3,24.7,92.7,95,22.6,49.9,951,6.5,39.2,64.7,84,0.658400705
Andaman And Nicobar Islands,North And Middle Andaman,2016,95.2,18.3,47.3,32.5,33.5,35.5,90.3,24.7,92.7,95,22.6,49.9,951,6.5,39.2,64.7,84,0.658400705
Andaman And Nicobar Islands,North And Middle Andaman,2019,79.2,6.5,30.4,27,42.8,61.3,92.2,15.4,93.2,97.7,19.8,86.4,950,3.8,41,62.1,4,0.657980111
Andaman And Nicobar Islands,North And Middle Andaman,2020,79.2,6.5,30.4,27,42.8,61.3,92.2,15.4,93.2,97.7,19.8,86.4,950,3.8,41,62.1,4,0.657980111
Andaman And Nicobar Islands,North And Middle Andaman,2021,79.2,6.5,30.4,27,42.8,61.3,92.2,15.4,93.2,97.7,19.8,86.4,950,3.8,41,62.1,4,0.657980111
Andaman And Nicobar Islands,South Andaman,2015,93.4,11.5,49.6,20.1,18.5,77.3,96.4,14.1,98.8,97,24.2,84.4,989,3.9,53.2,67,86.7,0.760723902
Andaman And Nicobar Islands,South Andaman,2016,93.4,11.5,49.6,20.1,18.5,77.3,96.4,14.1,98.8,97,24.2,84.4,989,3.9,53.2,67,86.7,0.760723902
Andaman And Nicobar Islands,South Andaman,2019,85.9,22.3,43.4,21.1,17.4,91.9,97.9,17.1,99.6,99.5,21,89.3,967,2.8,57.5,57.7,4,0.749354196
Andaman And Nicobar Islands,South Andaman,2020,85.9,22.3,43.4,21.1,17.4,91.9,97.9,17.1,99.6,99.5,21,89.3,967,2.8,57.5,57.7,4,0.749354196
Andaman And Nicobar Islands,South Andaman,2021,85.9,22.3,43.4,21.1,17.4,91.9,97.9,17.1,99.6,99.5,21,89.3,967,2.8,57.5,57.7,4,0.749354196
Andhra Pradesh,Anantapur,2015,77.5,16.3,53,40.3,39.3,65.9,99.4,29,99.5,89.9,24,47.5,0,5.2,30.8,52.7,63.6,0.579237904
Andhra Pradesh,Anantapur,2016,77.5,16.3,53,40.3,39.3,65.9,99.4,29,99.5,89.9,24,47.5,0,5.2,30.8,52.7,63.6,0.579237904
Andhra Pradesh,Anantapur,2019,66.6,3.9,55.8,36,40.6,86.4,98.8,37.3,99.6,94.7,24.3,71.3,1,13.6,31.3,50.5,4,0.531111501
Andhra Pradesh,Anantapur,2020,66.6,3.9,55.8,36,40.6,86.4,98.8,37.3,99.6,94.7,24.3,71.3,1,13.6,31.3,50.5,4,0.531111501
Andhra Pradesh,Anantapur,2021,66.6,3.9,55.8,36,40.6,86.4,98.8,37.3,99.6,94.7,24.3,71.3,1,13.6,31.3,50.5,4,0.531111501
Andhra Pradesh,Chittoor,2015,70.4,3.7,46.6,31.4,32.4,59.4,99.8,26.6,99.4,94,23.4,40.9,79,14.7,39,48.8,69.3,0.580659581
Andhra Pradesh,Chittoor,2016,70.4,3.7,46.6,31.4,32.4,59.4,99.8,26.6,99.4,94,23.4,40.9,79,14.7,39,48.8,69.3,0.580659581
Andhra Pradesh,Chittoor,2019,65.3,6.2,54.9,27.1,27.9,86.6,98.5,28.1,99.7,97.1,22.6,74.6,1,19.7,40.3,51.8,4,0.567283638
Andhra Pradesh,Chittoor,2020,65.3,6.2,54.9,27.1,27.9,86.6,98.5,28.1,99.7,97.1,22.6,74.6,1,19.7,40.3,51.8,4,0.567283638
Andhra Pradesh,Chittoor,2021,65.3,6.2,54.9,27.1,27.9,86.6,98.5,28.1,99.7,97.1,22.6,74.6,1,19.7,40.3,51.8,4,0.567283638
Andhra Pradesh,East Godavari,2015,77.2,6.3,63.1,27.7,27.1,50.3,97.7,31.6,99.4,96.9,21.8,58.4,927,12.8,35.5,64.6,77.9,0.635228798
Andhra Pradesh,East Godavari,2016,77.2,6.3,63.1,27.7,27.1,50.3,97.7,31.6,99.4,96.9,21.8,58.4,927,12.8,35.5,64.6,77.9,0.635228798
Andhra Pradesh,East Godavari,2019,51,3,66.8,23.1,22.4,80.3,97.9,26,98.8,96.6,20.5,77.7,995,6.2,43.2,63,4,0.639956368
Andhra Pradesh,East Godavari,2020,51,3,66.8,23.1,22.4,80.3,97.9,26,98.8,96.6,20.5,77.7,995,6.2,43.2,63,4,0.639956368
Andhra Pradesh,East Godavari,2021,51,3,66.8,23.1,22.4,80.3,97.9,26,98.8,96.6,20.5,77.7,995,6.2,43.2,63,4,0.639956368
Andhra Pradesh,Guntur,2015,68.3,11.8,68.1,22.1,29.1,79.8,98.9,38.9,99.6,97.5,23,65,15,13.6,30.1,57.9,68.5,0.591367727
Andhra Pradesh,Guntur,2016,68.3,11.8,68.1,22.1,29.1,79.8,98.9,38.9,99.6,97.5,23,65,15,13.6,30.1,57.9,68.5,0.591367727
Andhra Pradesh,Guntur,2019,62.5,8.6,59.3,23.8,26.9,91.7,99.3,35.4,99.2,98.6,22.4,83.4,1,20.7,32.6,59.5,4,0.559974284
Andhra Pradesh,Guntur,2020,62.5,8.6,59.3,23.8,26.9,91.7,99.3,35.4,99.2,98.6,22.4,83.4,1,20.7,32.6,59.5,4,0.559974284
Andhra Pradesh,Guntur,2021,62.5,8.6,59.3,23.8,26.9,91.7,99.3,35.4,99.2,98.6,22.4,83.4,1,20.7,32.6,59.5,4,0.559974284
Andhra Pradesh,Krishna,2015,88.2,7.4,58.1,22.6,27.7,73.3,92.6,31.4,99.4,96.4,22.1,64.4,37,8.9,38.8,59.4,76.9,0.627142217
Andhra Pradesh,Krishna,2016,88.2,7.4,58.1,22.6,27.7,73.3,92.6,31.4,99.4,96.4,22.1,64.4,37,8.9,38.8,59.4,76.9,0.627142217
Andhra Pradesh,Krishna,2019,73.3,26.1,65.7,29.8,21.1,89.8,94.4,25.3,99.6,98.9,20.4,79.1,1,9.6,46.2,60.3,4,0.618455068
Andhra Pradesh,Krishna,2020,73.3,26.1,65.7,29.8,21.1,89.8,94.4,25.3,99.6,98.9,20.4,79.1,1,9.6,46.2,60.3,4,0.618455068
Andhra Pradesh,Krishna,2021,73.3,26.1,65.7,29.8,21.1,89.8,94.4,25.3,99.6,98.9,20.4,79.1,1,9.6,46.2,60.3,4,0.618455068
Andhra Pradesh,Kurnool,2015,71.7,0,54.5,44.1,37.5,63.7,98.6,43.5,99.9,75.5,29.4,52.5,21,12.9,24.9,54.5,57,0.499419758
Andhra Pradesh,Kurnool,2016,71.7,0,54.5,44.1,37.5,63.7,98.6,43.5,99.9,75.5,29.4,52.5,21,12.9,24.9,54.5,57,0.499419758
Andhra Pradesh,Kurnool,2019,74.3,9.6,70.8,50.5,46.3,78.1,97.9,36.9,99.9,88.5,25.9,73.5,1,12.4,33.4,58.6,4,0.49506745
Andhra Pradesh,Kurnool,2020,74.3,9.6,70.8,50.5,46.3,78.1,97.9,36.9,99.9,88.5,25.9,73.5,1,12.4,33.4,58.6,4,0.49506745
Andhra Pradesh,Kurnool,2021,74.3,9.6,70.8,50.5,46.3,78.1,97.9,36.9,99.9,88.5,25.9,73.5,1,12.4,33.4,58.6,4,0.49506745
Andhra Pradesh,Prakasam,2015,73.7,7.4,56.3,28.2,30.3,65.9,94.1,46.1,98.8,91.4,25,53.7,16,17.1,28.5,57.7,62.8,0.544382575
Andhra Pradesh,Prakasam,2016,73.7,7.4,56.3,28.2,30.3,65.9,94.1,46.1,98.8,91.4,25,53.7,16,17.1,28.5,57.7,62.8,0.544382575
Andhra Pradesh,Prakasam,2019,73.4,12,62.6,22.6,24.7,90.8,98.6,37.3,99.3,97.4,23.1,78.4,1,16.4,34.5,60.4,4,0.573561837
Andhra Pradesh,Prakasam,2020,73.4,12,62.6,22.6,24.7,90.8,98.6,37.3,99.3,97.4,23.1,78.4,1,16.4,34.5,60.4,4,0.573561837
Andhra Pradesh,Prakasam,2021,73.4,12,62.6,22.6,24.7,90.8,98.6,37.3,99.3,97.4,23.1,78.4,1,16.4,34.5,60.4,4,0.573561837
Andhra Pradesh,Sri Potti Sriramulu Nellore,2015,85.8,4.1,50.4,29.4,28.7,57.1,95.2,38.7,98.2,96,22.9,54.3,39,11.8,32.7,59.1,70.5,0.579877298
Andhra Pradesh,Sri Potti Sriramulu Nellore,2016,85.8,4.1,50.4,29.4,28.7,57.1,95.2,38.7,98.2,96,22.9,54.3,39,11.8,32.7,59.1,70.5,0.579877298
Andhra Pradesh,Sri Potti Sriramulu Nellore,2019,73,7.4,67.5,29.2,27.8,84.6,95.6,23.8,99.1,97,20.8,81.8,1,14.9,38.7,59.4,4,0.573146385
Andhra Pradesh,Sri Potti Sriramulu Nellore,2020,73,7.4,67.5,29.2,27.8,84.6,95.6,23.8,99.1,97,20.8,81.8,1,14.9,38.7,59.4,4,0.573146385
Andhra Pradesh,Sri Potti Sriramulu Nellore,2021,73,7.4,67.5,29.2,27.8,84.6,95.6,23.8,99.1,97,20.8,81.8,1,14.9,38.7,59.4,4,0.573146385
Andhra Pradesh,Srikakulam,2015,72.7,4.9,70.6,28,28.7,38,82,23.5,98.3,91.2,22.2,33.3,28,11.7,34.7,71.8,64.3,0.529770057
Andhra Pradesh,Srikakulam,2016,72.7,4.9,70.6,28,28.7,38,82,23.5,98.3,91.2,22.2,33.3,28,11.7,34.7,71.8,64.3,0.529770057
Andhra Pradesh,Srikakulam,2019,78.4,14,59.6,19.7,21.4,74.7,87.7,25.4,99.9,97.9,20.7,71.6,1,5.5,42.5,62.6,4,0.609862832
Andhra Pradesh,Srikakulam,2020,78.4,14,59.6,19.7,21.4,74.7,87.7,25.4,99.9,97.9,20.7,71.6,1,5.5,42.5,62.6,4,0.609862832
Andhra Pradesh,Srikakulam,2021,78.4,14,59.6,19.7,21.4,74.7,87.7,25.4,99.9,97.9,20.7,71.6,1,5.5,42.5,62.6,4,0.609862832
Andhra Pradesh,Visakhapatnam,2015,81.8,6.1,64.5,30.1,33.1,56.1,89.3,29.2,99.1,84.9,23.3,54.7,47,9.5,39.7,66.4,69.5,0.566858983
Andhra Pradesh,Visakhapatnam,2016,81.8,6.1,64.5,30.1,33.1,56.1,89.3,29.2,99.1,84.9,23.3,54.7,47,9.5,39.7,66.4,69.5,0.566858983
Andhra Pradesh,Visakhapatnam,2019,58.6,6.9,72.6,31,33.5,72.9,91.8,25.4,99.6,95.3,21.4,77.8,1,9.5,46,58,4,0.554172997
Andhra Pradesh,Visakhapatnam,2020,58.6,6.9,72.6,31,33.5,72.9,91.8,25.4,99.6,95.3,21.4,77.8,1,9.5,46,58,4,0.554172997
Andhra Pradesh,Visakhapatnam,2021,58.6,6.9,72.6,31,33.5,72.9,91.8,25.4,99.6,95.3,21.4,77.8,1,9.5,46,58,4,0.554172997
Andhra Pradesh,Vizianagaram,2015,70.4,7.2,78.7,36.8,34.4,48.1,93.5,29.6,99,90.7,23.7,31.6,66,17.8,32.9,75.5,58.3,0.494227071
Andhra Pradesh,Vizianagaram,2016,70.4,7.2,78.7,36.8,34.4,48.1,93.5,29.6,99,90.7,23.7,31.6,66,17.8,32.9,75.5,58.3,0.494227071
Andhra Pradesh,Vizianagaram,2019,71.4,2.5,66.7,36.4,32.2,60.3,93.1,33.7,99.5,99,20.6,61.7,1,12.7,37.6,64,4,0.517665318
Andhra Pradesh,Vizianagaram,2020,71.4,2.5,66.7,36.4,32.2,60.3,93.1,33.7,99.5,99,20.6,61.7,1,12.7,37.6,64,4,0.517665318
Andhra Pradesh,Vizianagaram,2021,71.4,2.5,66.7,36.4,32.2,60.3,93.1,33.7,99.5,99,20.6,61.7,1,12.7,37.6,64,4,0.517665318
Andhra Pradesh,West Godavari,2015,71.5,3.6,55.1,28.5,30.1,62.3,97.5,30.1,99,97.2,23,63.1,20,7.9,35.8,59.9,77,0.598853537
Andhra Pradesh,West Godavari,2016,71.5,3.6,55.1,28.5,30.1,62.3,97.5,30.1,99,97.2,23,63.1,20,7.9,35.8,59.9,77,0.598853537
Andhra Pradesh,West Godavari,2019,62.7,4.9,62.3,31.4,22.5,86.8,99.1,22.1,99.3,98.7,21.5,80.8,1,13.4,46.5,63,4,0.581382497
Andhra Pradesh,West Godavari,2020,62.7,4.9,62.3,31.4,22.5,86.8,99.1,22.1,99.3,98.7,21.5,80.8,1,13.4,46.5,63,4,0.581382497
Andhra Pradesh,West Godavari,2021,62.7,4.9,62.3,31.4,22.5,86.8,99.1,22.1,99.3,98.7,21.5,80.8,1,13.4,46.5,63,4,0.581382497
Arunachal Pradesh,Anjaw,2015,20.2,16.7,61.6,21,10.4,24.7,86.5,26.4,90,51.4,31.5,43.8,910,13.1,26.1,34.6,66.4,0.568558155
Arunachal Pradesh,Anjaw,2016,20.2,16.7,61.6,21,10.4,24.7,86.5,26.4,90,51.4,31.5,43.8,910,13.1,26.1,34.6,66.4,0.568558155
Arunachal Pradesh,Anjaw,2019,32.3,28.7,57.1,23.6,16,29,86.6,21.8,96.4,78,23.2,86.8,939,5.1,28.8,35.9,4,0.630941456
Arunachal Pradesh,Anjaw,2020,32.3,28.7,57.1,23.6,16,29,86.6,21.8,96.4,78,23.2,86.8,939,5.1,28.8,35.9,4,0.630941456
Arunachal Pradesh,Anjaw,2021,32.3,28.7,57.1,23.6,16,29,86.6,21.8,96.4,78,23.2,86.8,939,5.1,28.8,35.9,4,0.630941456
Arunachal Pradesh,Changlang,2015,38.9,7.6,64.3,23.5,20.1,26.5,68.3,19.2,77.3,51.5,33.3,56.1,965,8.8,22.4,54.6,74,0.547212694
Arunachal Pradesh,Changlang,2016,38.9,7.6,64.3,23.5,20.1,26.5,68.3,19.2,77.3,51.5,33.3,56.1,965,8.8,22.4,54.6,74,0.547212694
Arunachal Pradesh,Changlang,2019,46.9,31.3,65.3,26.3,25,34.1,81.8,16.8,95.2,75.1,28.7,82.3,963,9,30.5,57.2,4,0.593853286
Arunachal Pradesh,Changlang,2020,46.9,31.3,65.3,26.3,25,34.1,81.8,16.8,95.2,75.1,28.7,82.3,963,9,30.5,57.2,4,0.593853286
Arunachal Pradesh,Changlang,2021,46.9,31.3,65.3,26.3,25,34.1,81.8,16.8,95.2,75.1,28.7,82.3,963,9,30.5,57.2,4,0.593853286
Arunachal Pradesh,Dibang Valley,2015,22.4,9.4,43.4,36.3,14.5,33.8,99.3,19.1,91.9,55.7,25.7,82.7,968,6.4,35.5,30.4,76.6,0.640619465
Arunachal Pradesh,Dibang Valley,2016,22.4,9.4,43.4,36.3,14.5,33.8,99.3,19.1,91.9,55.7,25.7,82.7,968,6.4,35.5,30.4,76.6,0.640619465
Arunachal Pradesh,Dibang Valley,2019,40.4,10.1,88.6,16.9,16,49.3,100,20.7,79.2,85.5,22.1,95,983,0.7,43.2,62.9,4,0.627442765
Arunachal Pradesh,Dibang Valley,2020,40.4,10.1,88.6,16.9,16,49.3,100,20.7,79.2,85.5,22.1,95,983,0.7,43.2,62.9,4,0.627442765
Arunachal Pradesh,Dibang Valley,2021,40.4,10.1,88.6,16.9,16,49.3,100,20.7,79.2,85.5,22.1,95,983,0.7,43.2,62.9,4,0.627442765
Arunachal Pradesh,East Kameng,2015,0.8,10.3,47.7,42,20.5,36.8,80.5,34.6,52.6,33.5,40.5,39.9,999,16.6,23.3,29.7,59.1,0.46039049
Arunachal Pradesh,East Kameng,2016,0.8,10.3,47.7,42,20.5,36.8,80.5,34.6,52.6,33.5,40.5,39.9,999,16.6,23.3,29.7,59.1,0.46039049
Arunachal Pradesh,East Kameng,2019,29.1,28.2,51.7,35.7,14.2,49.5,93.6,26.5,86.3,76,31.2,75.6,985,8.1,31.8,26.2,4,0.609284574
Arunachal Pradesh,East Kameng,2020,29.1,28.2,51.7,35.7,14.2,49.5,93.6,26.5,86.3,76,31.2,75.6,985,8.1,31.8,26.2,4,0.609284574
Arunachal Pradesh,East Kameng,2021,29.1,28.2,51.7,35.7,14.2,49.5,93.6,26.5,86.3,76,31.2,75.6,985,8.1,31.8,26.2,4,0.609284574
Arunachal Pradesh,East Siang,2015,34.3,21.8,51.5,24.6,10.3,52.4,97.3,14.9,97.3,90.8,23.1,83.9,59,4.6,55.6,35.2,81.9,0.685415576
Arunachal Pradesh,East Siang,2016,34.3,21.8,51.5,24.6,10.3,52.4,97.3,14.9,97.3,90.8,23.1,83.9,59,4.6,55.6,35.2,81.9,0.685415576
Arunachal Pradesh,East Siang,2019,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Arunachal Pradesh,East Siang,2020,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Arunachal Pradesh,East Siang,2021,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Arunachal Pradesh,Lower Dibang Valley,2015,23.5,12.5,59.1,22.3,15.4,41.7,95.7,28.1,72,58.8,32,69,955,6.9,27.8,40.7,80,0.602684634
Arunachal Pradesh,Lower Dibang Valley,2016,23.5,12.5,59.1,22.3,15.4,41.7,95.7,28.1,72,58.8,32,69,955,6.9,27.8,40.7,80,0.602684634
Arunachal Pradesh,Lower Dibang Valley,2019,48.6,29.5,51.5,14.3,9.7,57.4,99.5,13.8,84.4,90.1,24.5,89.9,10,1.6,51.9,34.6,4,0.667034002
Arunachal Pradesh,Lower Dibang Valley,2020,48.6,29.5,51.5,14.3,9.7,57.4,99.5,13.8,84.4,90.1,24.5,89.9,10,1.6,51.9,34.6,4,0.667034002
Arunachal Pradesh,Lower Dibang Valley,2021,48.6,29.5,51.5,14.3,9.7,57.4,99.5,13.8,84.4,90.1,24.5,89.9,10,1.6,51.9,34.6,4,0.667034002
Arunachal Pradesh,Lower Subansiri,2015,22.4,20.3,50.6,35.1,21.8,64.5,97.9,13.7,98.7,60,28.1,73.8,10,8.9,35.5,43.6,73.4,0.589126832
Arunachal Pradesh,Lower Subansiri,2016,22.4,20.3,50.6,35.1,21.8,64.5,97.9,13.7,98.7,60,28.1,73.8,10,8.9,35.5,43.6,73.4,0.589126832
Arunachal Pradesh,Lower Subansiri,2019,39.1,38,52.4,30.7,8.1,60.8,98.1,16,97.8,89.8,22,82.8,1,2,49.9,40.5,4,0.651128675
Arunachal Pradesh,Lower Subansiri,2020,39.1,38,52.4,30.7,8.1,60.8,98.1,16,97.8,89.8,22,82.8,1,2,49.9,40.5,4,0.651128675
Arunachal Pradesh,Lower Subansiri,2021,39.1,38,52.4,30.7,8.1,60.8,98.1,16,97.8,89.8,22,82.8,1,2,49.9,40.5,4,0.651128675
Arunachal Pradesh,Papum Pare,2015,26,10.3,54.4,25.3,11.6,84.3,90.2,23.3,98.6,80.6,30.2,70.5,978,12.5,47.8,45.5,77,0.66720501
Arunachal Pradesh,Papum Pare,2016,26,10.3,54.4,25.3,11.6,84.3,90.2,23.3,98.6,80.6,30.2,70.5,978,12.5,47.8,45.5,77,0.66720501
Arunachal Pradesh,Papum Pare,2019,39.3,24.4,53.4,29.7,15.6,81.3,92.9,25.4,98.7,88,30.5,75.7,39,6,50.5,38.4,4,0.606556753
Arunachal Pradesh,Papum Pare,2020,39.3,24.4,53.4,29.7,15.6,81.3,92.9,25.4,98.7,88,30.5,75.7,39,6,50.5,38.4,4,0.606556753
Arunachal Pradesh,Papum Pare,2021,39.3,24.4,53.4,29.7,15.6,81.3,92.9,25.4,98.7,88,30.5,75.7,39,6,50.5,38.4,4,0.606556753
Arunachal Pradesh,Tawang,2015,14,20.2,66.4,20.5,8.1,45.6,95.1,7.1,96.7,30.2,27.9,56.3,60,2.2,18.4,43.3,56.6,0.562543388
Arunachal Pradesh,Tawang,2016,14,20.2,66.4,20.5,8.1,45.6,95.1,7.1,96.7,30.2,27.9,56.3,60,2.2,18.4,43.3,56.6,0.562543388
Arunachal Pradesh,Tawang,2019,37.6,20.4,89.6,30.4,9,88.1,99.8,11.9,99.7,84.2,27.3,81.7,1,1.4,39.2,59.1,4,0.595020705
Arunachal Pradesh,Tawang,2020,37.6,20.4,89.6,30.4,9,88.1,99.8,11.9,99.7,84.2,27.3,81.7,1,1.4,39.2,59.1,4,0.595020705
Arunachal Pradesh,Tawang,2021,37.6,20.4,89.6,30.4,9,88.1,99.8,11.9,99.7,84.2,27.3,81.7,1,1.4,39.2,59.1,4,0.595020705
Arunachal Pradesh,Upper Siang,2015,29.2,21.9,48.1,24.6,21.5,22.4,89.2,18.8,93.1,66.4,25.1,56.9,898,2.3,38.7,27.7,70.9,0.647787638
Arunachal Pradesh,Upper Siang,2016,29.2,21.9,48.1,24.6,21.5,22.4,89.2,18.8,93.1,66.4,25.1,56.9,898,2.3,38.7,27.7,70.9,0.647787638
Arunachal Pradesh,Upper Siang,2019,34,17,51,30.4,12,36.3,99.8,17.1,99.5,76,25.8,91.8,894,7.1,34.8,29.2,4,0.638003297
Arunachal Pradesh,Upper Siang,2020,34,17,51,30.4,12,36.3,99.8,17.1,99.5,76,25.8,91.8,894,7.1,34.8,29.2,4,0.638003297
Arunachal Pradesh,Upper Siang,2021,34,17,51,30.4,12,36.3,99.8,17.1,99.5,76,25.8,91.8,894,7.1,34.8,29.2,4,0.638003297
Arunachal Pradesh,Upper Subansiri,2015,15.1,27.6,52.6,28.3,12.2,38.5,86.9,31.1,88.3,44.7,33.6,61.1,987,10.7,27.6,41.4,62.3,0.580719114
Arunachal Pradesh,Upper Subansiri,2016,15.1,27.6,52.6,28.3,12.2,38.5,86.9,31.1,88.3,44.7,33.6,61.1,987,10.7,27.6,41.4,62.3,0.580719114
Arunachal Pradesh,Upper Subansiri,2019,32.1,15.3,60.4,36.8,19.2,32.8,94.7,26.7,87,77,27.3,80.9,52,13.2,31.8,36.7,4,0.512644418
Arunachal Pradesh,Upper Subansiri,2020,32.1,15.3,60.4,36.8,19.2,32.8,94.7,26.7,87,77,27.3,80.9,52,13.2,31.8,36.7,4,0.512644418
Arunachal Pradesh,Upper Subansiri,2021,32.1,15.3,60.4,36.8,19.2,32.8,94.7,26.7,87,77,27.3,80.9,52,13.2,31.8,36.7,4,0.512644418
Arunachal Pradesh,West Kameng,2015,33.3,20.3,49.9,27.3,11.6,56.1,96.7,25.9,98.7,57,31.9,60,946,18.8,25.4,34,71.1,0.616380034
Arunachal Pradesh,West Kameng,2016,33.3,20.3,49.9,27.3,11.6,56.1,96.7,25.9,98.7,57,31.9,60,946,18.8,25.4,34,71.1,0.616380034
Arunachal Pradesh,West Kameng,2019,27.6,24.2,66.6,24.2,13.4,88.9,99.8,12.5,97.5,93.6,21.7,88.9,971,1.4,43.6,37.4,4,0.706047963
Arunachal Pradesh,West Kameng,2020,27.6,24.2,66.6,24.2,13.4,88.9,99.8,12.5,97.5,93.6,21.7,88.9,971,1.4,43.6,37.4,4,0.706047963
Arunachal Pradesh,West Kameng,2021,27.6,24.2,66.6,24.2,13.4,88.9,99.8,12.5,97.5,93.6,21.7,88.9,971,1.4,43.6,37.4,4,0.706047963
Assam,Baksa,2015,49.8,12.8,39,32.4,22.4,16.6,83.3,27.4,83.6,87.8,28.3,57.6,46,11.1,28.1,53.4,74.8,0.541240041
Assam,Baksa,2016,49.8,12.8,39,32.4,22.4,16.6,83.3,27.4,83.6,87.8,28.3,57.6,46,11.1,28.1,53.4,74.8,0.541240041
Assam,Baksa,2019,56,12.6,78.6,41.2,34,35.2,89.8,24.9,98.1,89.9,26.5,68.9,1,12.3,27.8,73.6,4,0.468938849
Assam,Baksa,2020,56,12.6,78.6,41.2,34,35.2,89.8,24.9,98.1,89.9,26.5,68.9,1,12.3,27.8,73.6,4,0.468938849
Assam,Baksa,2021,56,12.6,78.6,41.2,34,35.2,89.8,24.9,98.1,89.9,26.5,68.9,1,12.3,27.8,73.6,4,0.468938849
Assam,Barpeta,2015,47.5,10,30.2,41.7,33.1,22.6,98.5,43.2,72.7,51.9,33.3,36.3,982,16.2,23.9,35.5,74.8,0.520327198
Assam,Barpeta,2016,47.5,10,30.2,41.7,33.1,22.6,98.5,43.2,72.7,51.9,33.3,36.3,982,16.2,23.9,35.5,74.8,0.520327198
Assam,Barpeta,2019,43.6,5.9,63.5,29.8,26.2,38.7,98.1,40.1,88.9,87.6,30.1,63.7,27,14.2,31.7,64.8,4,0.470198894
Assam,Barpeta,2020,43.6,5.9,63.5,29.8,26.2,38.7,98.1,40.1,88.9,87.6,30.1,63.7,27,14.2,31.7,64.8,4,0.470198894
Assam,Barpeta,2021,43.6,5.9,63.5,29.8,26.2,38.7,98.1,40.1,88.9,87.6,30.1,63.7,27,14.2,31.7,64.8,4,0.470198894
Assam,Bongaigaon,2015,24.2,14.4,34.5,39.1,32.9,27.2,75.6,41.5,89,67,32.1,46.7,951,22.3,23.6,48,75.8,0.508213969
Assam,Bongaigaon,2016,24.2,14.4,34.5,39.1,32.9,27.2,75.6,41.5,89,67,32.1,46.7,951,22.3,23.6,48,75.8,0.508213969
Assam,Bongaigaon,2019,33.9,17,77.2,46.2,35.3,49.8,95.3,41.7,97,84.5,28.9,72.5,998,15.4,28.6,70.6,4,0.498868772
Assam,Bongaigaon,2020,33.9,17,77.2,46.2,35.3,49.8,95.3,41.7,97,84.5,28.9,72.5,998,15.4,28.6,70.6,4,0.498868772
Assam,Bongaigaon,2021,33.9,17,77.2,46.2,35.3,49.8,95.3,41.7,97,84.5,28.9,72.5,998,15.4,28.6,70.6,4,0.498868772
Assam,Cachar,2015,50.9,2.3,30.9,36.3,36.3,28.8,59.7,16.9,66.4,70.7,30.1,37.6,992,10.1,28.2,51,77.2,0.543455119
Assam,Cachar,2016,50.9,2.3,30.9,36.3,36.3,28.8,59.7,16.9,66.4,70.7,30.1,37.6,992,10.1,28.2,51,77.2,0.543455119
Assam,Cachar,2019,32.7,2.9,61.8,28.7,38.2,43,43.8,29.9,81.7,79.2,30.9,57.6,12,8.5,25.8,57.4,4,0.42661626
Assam,Cachar,2020,32.7,2.9,61.8,28.7,38.2,43,43.8,29.9,81.7,79.2,30.9,57.6,12,8.5,25.8,57.4,4,0.42661626
Assam,Cachar,2021,32.7,2.9,61.8,28.7,38.2,43,43.8,29.9,81.7,79.2,30.9,57.6,12,8.5,25.8,57.4,4,0.42661626
Assam,Chirang,2015,41.2,4.4,35.6,40.1,24.7,18.3,71.2,32.4,72.2,59.4,31.2,33.1,965,18.9,20.2,50.3,71.5,0.493713328
Assam,Chirang,2016,41.2,4.4,35.6,40.1,24.7,18.3,71.2,32.4,72.2,59.4,31.2,33.1,965,18.9,20.2,50.3,71.5,0.493713328
Assam,Chirang,2019,56.5,9.9,70.4,42.7,39.7,44.5,92.1,30.9,97.8,83.7,28,77.1,15,13.7,23,65.2,4,0.463769083
