district,state,year,rainfall_mm,anomaly,H1_percentile,H2_zscore_pct,H3,H4,H5,H6,H7,Tier1_Hazard
bongaigaon,assam,1995,3195.398698,7.05089766,0.476935404,0.498508383,6.857142856,0.073076923,1,1,0.884857806,0.333960964
bongaigaon,assam,1996,2617.678849,-4.020698195,0.490650701,0.492940655,4.714285714,0.049056604,1,0.714285714,0.708527048,0.314507067
bongaigaon,assam,1997,2678.972763,-2.88037032,0.512126068,0.502691486,5.571428571,0.046153846,1,1,0.642185477,0.3204953
bongaigaon,assam,1998,3184.986035,6.88875037,0.549835634,0.561102893,5.142857142,0.034615385,1,1,0.658847161,0.340373464
bongaigaon,assam,1999,2992.863841,3.155996564,0.519206114,0.497115385,6.428571428,0.069230769,1,1,0.720948272,0.338709673
bongaigaon,assam,2000,3294.6653,8.959870776,0.575439678,0.583559336,5.857142856,0.073076923,1,0.714285714,0.542454712,0.360482279
bongaigaon,assam,2001,2837.19116,0.121043519,0.514763748,0.487679407,5.285714285,0.052830189,1,1,0.656361845,0.325169578
bongaigaon,assam,2002,3157.775921,6.327382722,0.555666502,0.553874918,6.999999999,0.065384615,1,1,0.642803883,0.360062866
bongaigaon,assam,2003,2869.81477,0.78966828,0.520175871,0.54503616,4.857142856,0.057692308,1,1,0.632933715,0.337417081
bongaigaon,assam,2004,3077.130199,4.81459966,0.497209895,0.49174474,5.714285713,0.061538462,1,1,0.720079045,0.323836681
bongaigaon,assam,2005,2886.656346,1.113544753,0.529606345,0.526360125,5.857142856,0.046153846,1,0.857142857,0.581606439,0.336105145
bongaigaon,assam,2006,2496.839061,-6.382941505,0.493285667,0.475402696,4.714285714,0.046153846,1,1,0.555886435,0.314652182
bongaigaon,assam,2007,2975.451222,2.729723926,0.51903322,0.539159007,5.428571428,0.060377358,1,1,0.641624429,0.336986401
bongaigaon,assam,2008,2573.424192,-4.910150527,0.501577909,0.48855194,4.999999999,0.038461538,1,0.857142857,0.520625515,0.321754435
bongaigaon,assam,2009,2713.111784,-2.185754474,0.497694773,0.500817719,5.428571428,0.076923077,1,1,0.498879076,0.331696342
bongaigaon,assam,2010,3189.755654,6.942377599,0.552929816,0.559677022,5.714285713,0.042307692,1,1,0.556466751,0.340895354
bongaigaon,assam,2011,2338.410276,-9.429648905,0.466896778,0.459714004,5.714285713,0.019230769,1,0.857142857,0.429502853,0.296642723
bongaigaon,assam,2012,3162.503004,6.259002836,0.533192227,0.552616513,5.714285713,0.049056604,1,0.857142857,0.534790816,0.337699822
bongaigaon,assam,2013,2741.444559,-1.678989615,0.517398093,0.506295201,4.142857142,0.053846154,1,1,0.956353383,0.332719149
bongaigaon,assam,2014,2680.922297,-2.842879282,0.485387903,0.484335963,4.571428571,0.034615385,1,0.857142857,1,0.316362661
bongaigaon,assam,2015,2540.15058,-5.511931461,0.490766765,0.485700197,5.714285713,0.046153846,1,0.857142857,0.442863278,0.311761874
bongaigaon,assam,2016,2671.529821,-3.023503807,0.497801611,0.508789448,4.857142856,0.038461538,1,0.857142857,0.499392867,0.31770959
bongaigaon,assam,2017,3370.157918,10.4116519,0.541424227,0.569317061,6.857142856,0.073076923,1,1,0.710990593,0.35239698
bongaigaon,assam,2018,2492.779347,-6.377292581,0.462453637,0.470081438,4.142857142,0.033962264,1,0.857142857,0.56980516,0.306183716
bongaigaon,assam,2019,2873.781781,0.865956964,0.51364645,0.527444938,5.571428571,0.057692308,1,1,0.544712581,0.334200663
bongaigaon,assam,2020,3024.214148,3.796983305,0.528755753,0.52910503,6.142857142,0.053846154,1,1,0.584723244,0.339638271
bongaigaon,assam,2021,1907.521735,-17.715967,0.419641683,0.431730769,3.428571428,0.023076923,1,0.857142857,0.564319219,0.279478531
bongaigaon,assam,2022,2651.180482,-3.414837251,0.481069198,0.477436719,3.999999999,0.057692308,1,1,0.511465657,0.315772498
bongaigaon,assam,2023,1930.770671,-17.26887209,0.413009533,0.38530572,3,0.034615385,1,0.714285714,0.583595025,0.27795725
bongaigaon,assam,2024,2345.334679,-9.159267451,0.453479278,0.439634736,3.999999999,0.030188679,1,1,0.86435046,0.290600163
bongaigaon,assam,2025,2682.716371,-3.137751666,0.434620354,0.443217054,4.428571428,0.074418605,1,1,0.803477917,0.305656845
botad,gujarat,1980,0,0,0.701923077,0,0,0,0.571428571,0,0,0.169524633
botad,gujarat,1981,627.6519375,-0.009389753,0.494707429,0.384572697,5.285714285,0.012820513,1,0.714285714,0.474944881,0.298156822
botad,gujarat,1982,273.9077607,-6.812162384,0.462524655,0.348512337,2.285714285,0,1,0.857142857,0.298347446,0.268147942
botad,gujarat,1983,817.268503,3.63708266,0.539143655,0.420622385,7.285714285,0,1,0.714285714,0.321848296,0.315299412
botad,gujarat,1984,804.7831945,3.332886601,0.505708757,0.36537495,5.285714285,0.037735849,1,0.714285714,0.562526276,0.303737581
botad,gujarat,1985,389.1940155,-4.595119022,0.435597469,0.310429651,2.571428571,0.006410256,1,0.428571429,0.4111959,0.261236607
botad,gujarat,1986,381.5706377,-4.741722442,0.435137245,0.313588534,3.285714285,0.006410256,1,0.714285714,0.411907753,0.263066986
botad,gujarat,1987,191.8247172,-8.390682451,0.418191157,0.315616196,2.285714285,0,1,0.428571429,0.201026319,0.260682889
botad,gujarat,1988,844.9942644,4.17027038,0.53793146,0.413306796,6.714285713,0.025641026,1,0.857142857,0.563682164,0.315644486
botad,gujarat,1989,544.1379395,-1.615428176,0.473323471,0.356644327,5.142857142,0.006410256,1,0.571428571,0.522751103,0.28628729
botad,gujarat,1990,470.0556547,-2.982727359,0.461828737,0.342873746,3.714285714,0.006289308,1,0.571428571,0.430492799,0.279094356
botad,gujarat,1991,410.3572197,-4.188134326,0.425419132,0.299549646,2.714285714,0.012820513,1,0.714285714,0.529226792,0.262189225
botad,gujarat,1992,602.2307155,-0.498259407,0.477913379,0.361057159,4.285714285,0.019230769,1,0.571428571,0.524418318,0.290783567
botad,gujarat,1993,566.6003392,-1.183458951,0.466083169,0.347978742,4.857142856,0.019230769,1,0.857142857,0.543330427,0.287986928
botad,gujarat,1994,773.1148876,2.787974672,0.497916667,0.39111991,4.857142856,0.025641026,1,0.714285714,0.632472432,0.305193808
botad,gujarat,1995,517.9820122,-2.118426778,0.465401052,0.345716298,4.571428571,0.012820513,1,0.571428571,0.500621223,0.282728224
botad,gujarat,1996,766.083854,2.602710365,0.466731172,0.346255733,4.857142856,0.018867925,1,0.857142857,0.772839514,0.287610398
botad,gujarat,1997,543.8740379,-1.620503207,0.498754931,0.392848758,3.999999999,0.019230769,1,0.571428571,0.407745026,0.298260471
botad,gujarat,1998,856.0987722,4.383818606,0.539566897,0.424512294,6.285714285,0.032051282,1,0.714285714,0.602382506,0.322652678
botad,gujarat,1999,492.4730077,-2.608984557,0.497172913,0.381018953,4.285714285,0.012820513,1,0.857142857,0.470583285,0.296878203
botad,gujarat,2000,576.2728654,-0.997448832,0.500402696,0.355886622,3.714285714,0.019230769,1,0.571428571,0.692832123,0.292329035
botad,gujarat,2001,477.004084,-2.851624918,0.460018545,0.341098989,4.857142856,0.006289308,1,1,0.47178887,0.28232881
botad,gujarat,2002,311.9049895,-6.081446445,0.44546762,0.313193674,2.857142857,0,1,0.857142857,0.341072571,0.26266708
botad,gujarat,2003,750.6236849,2.355451543,0.504207758,0.395788867,4.999999999,0.012820513,1,0.571428571,0.633600359,0.30041479
botad,gujarat,2004,661.0600211,0.633073393,0.457766272,0.338096559,4.999999999,0.012820513,1,0.714285714,0.454703798,0.285701815
botad,gujarat,2005,785.2875318,3.022063983,0.494304734,0.374028857,5.714285713,0.012820513,1,1,0.633918286,0.300708831
botad,gujarat,2006,872.5368536,4.699935556,0.525217784,0.424597669,6.142857142,0.032051282,1,0.571428571,0.636003813,0.315668347
botad,gujarat,2007,1121.090774,9.300954138,0.588695372,0.447055682,7.714285713,0.025157233,1,0.857142857,0.979197978,0.341398193
botad,gujarat,2008,660.0604802,0.613851453,0.505230934,0.38904956,4.857142856,0.012820513,1,0.857142857,0.70221392,0.300385804
botad,gujarat,2009,716.3570857,1.696478481,0.47414119,0.3516979,3.571428571,0.025641026,1,0.714285714,0.620918741,0.284577098
botad,gujarat,2010,1037.804299,7.878155662,0.591128369,0.474798301,7.857142856,0.025641026,1,1,0.464165544,0.340697432
botad,gujarat,2011,775.2377599,2.828799139,0.549387738,0.409870443,5.714285713,0,1,0.714285714,0.366545101,0.309422567
botad,gujarat,2012,509.1354558,-2.24537262,0.434990324,0.342878981,4.999999999,0,1,0.714285714,0.344433633,0.272751542
botad,gujarat,2013,798.6655654,3.27933386,0.558505917,0.440215999,7.57142857,0.012820513,1,0.571428571,0.602886879,0.325202728
botad,gujarat,2014,705.806225,1.493577315,0.512516437,0.394988474,4.714285714,0.019230769,1,0.857142857,0.461071346,0.301056524
botad,gujarat,2015,685.2900802,1.099036069,0.485038626,0.370875309,4.285714285,0.019230769,1,0.571428571,0.675179451,0.294413307
botad,gujarat,2016,628.3973779,0.004945639,0.519588264,0.391023862,5.714285713,0,1,0.714285714,0.337006334,0.301201727
botad,gujarat,2017,810.3881818,3.50476879,0.546548323,0.41852002,6.428571428,0.025641026,1,1,0.644967717,0.319592277
botad,gujarat,2018,618.1176308,-0.189105167,0.480059668,0.386399807,4.428571428,0.012578616,1,0.571428571,0.460076755,0.287424301
botad,gujarat,2019,873.5905919,4.720199755,0.537841059,0.47296807,7.857142856,0.006410256,1,1,0.421508305,0.326244552
botad,gujarat,2020,958.7675307,6.358217809,0.566609139,0.447286135,8.285714285,0.012820513,1,1,0.399745422,0.332107775
botad,gujarat,2021,786.9544942,3.054120953,0.537968442,0.442478443,5.999999999,0.006410256,1,0.571428571,0.471780107,0.314903837
botad,gujarat,2022,838.5750431,4.046823816,0.495558021,0.386392256,6.428571428,0.032051282,1,0.714285714,0.399846258,0.307846276
botad,gujarat,2023,744.0271237,2.228594597,0.488079389,0.384812815,4.857142856,0.019230769,1,0.571428571,1,0.295351244
botad,gujarat,2024,825.2687003,3.719405577,0.550354781,0.453432245,7.428571428,0.018867925,1,1,0.733941686,0.323329221
botad,gujarat,2025,909.2998911,6.613620026,0.618564898,0.567554139,7.428571428,0.007751938,1,0.857142857,0.504413653,0.370205119
budaun,uttar pradesh,1980,5.3131742,-0.31609417,0.595726496,0.662049861,0,0,0.285714286,0.142857143,0.040550827,0.250281278
budaun,uttar pradesh,1981,902.7180583,1.062408731,0.510897436,0.441020314,4.999999999,0.025641026,1,0.714285714,0.796519673,0.314058456
budaun,uttar pradesh,1982,930.8769515,1.535811777,0.494493754,0.454631011,4.857142856,0.006410256,1,0.428571429,0.674794476,0.300242087
budaun,uttar pradesh,1983,1017.735764,3.206173556,0.527761341,0.486078557,4.999999999,0.025641026,1,0.714285714,0.780714375,0.321807839
budaun,uttar pradesh,1984,803.7111746,-0.998732696,0.507567328,0.458496664,4.857142856,0.018867925,1,1,0.567278623,0.314287177
budaun,uttar pradesh,1985,961.5302251,2.125297808,0.523142669,0.47333795,4.285714285,0.019230769,1,0.571428571,0.841495042,0.31439131
budaun,uttar pradesh,1986,733.0750458,-2.268071025,0.505637738,0.457196889,4.857142856,0,1,0.714285714,0.370361011,0.301643216
budaun,uttar pradesh,1987,475.6193706,-7.151027571,0.426799803,0.393449464,3,0.006410256,1,0.428571429,0.440118191,0.273118338
budaun,uttar pradesh,1988,1083.829548,4.477207871,0.517467949,0.502934335,5.714285713,0.019230769,1,0.571428571,0.741944582,0.323705269
budaun,uttar pradesh,1989,765.441199,-1.645645002,0.478858481,0.443839229,4.857142856,0.019230769,1,0.428571429,0.761822224,0.30102102
budaun,uttar pradesh,1990,1151.622461,5.565631191,0.521174004,0.496472064,6.285714285,0.018867925,1,1,0.660068361,0.322694808
budaun,uttar pradesh,1991,706.456613,-2.779963963,0.439784681,0.410505007,3.428571428,0.025641026,1,0.428571429,0.606470366,0.289924968
budaun,uttar pradesh,1992,514.4594862,-6.404102271,0.446244247,0.387784999,3.714285714,0,1,0.571428571,0.291301816,0.274036641
budaun,uttar pradesh,1993,999.208883,2.849887383,0.464320348,0.425949109,4.285714285,0.044871795,1,0.571428571,0.664067367,0.305566811
budaun,uttar pradesh,1994,769.9438993,-1.559054612,0.473105687,0.454537787,4.857142856,0.006410256,1,0.428571429,0.542001472,0.298491423
budaun,uttar pradesh,1995,844.9066215,-0.1174638,0.491822814,0.454266993,4.428571428,0.019230769,1,1,0.586151579,0.306949464
budaun,uttar pradesh,1996,1050.786588,3.663067553,0.51983551,0.46792627,6.999999999,0.012578616,1,0.857142857,0.452602415,0.322860301
budaun,uttar pradesh,1997,854.0401268,0.058180533,0.525373932,0.496754919,5.857142856,0.012820513,1,0.714285714,0.590206651,0.325298295
budaun,uttar pradesh,1998,975.8891926,2.469545929,0.503373603,0.46044197,6.428571428,0.012820513,1,1,0.387372338,0.312123431
budaun,uttar pradesh,1999,724.9502928,-2.424316275,0.478180473,0.455669792,5.571428571,0.006410256,1,1,0.396006214,0.30202473
budaun,uttar pradesh,2000,895.1446686,0.84865249,0.532051282,0.509491086,5.285714285,0.012820513,1,0.714285714,0.430540939,0.318942675
budaun,uttar pradesh,2001,637.8561295,-4.128073169,0.482381874,0.455434764,4.428571428,0.006289308,1,0.714285714,0.419325694,0.298598441
budaun,uttar pradesh,2002,612.7392089,-4.582221734,0.447444116,0.400605512,3.142857142,0.019230769,1,0.571428571,0.841181591,0.28237885
budaun,uttar pradesh,2003,1085.726287,4.513683608,0.543018573,0.513890369,7.428571428,0,1,1,0.326635815,0.333986834
budaun,uttar pradesh,2004,708.8593289,-2.665643758,0.484035996,0.419636515,3.285714285,0.019230769,1,0.571428571,0.532672416,0.290050903
budaun,uttar pradesh,2005,730.6226349,-2.315232773,0.501166995,0.45265999,5.285714285,0.012820513,1,0.857142857,0.438363237,0.299539557
budaun,uttar pradesh,2006,771.9963788,-1.519583852,0.50343524,0.438969387,4.142857142,0.006410256,1,0.714285714,0.563981086,0.299532138
budaun,uttar pradesh,2007,843.154552,-0.254518028,0.471569102,0.472821826,6.428571428,0.012578616,1,1,0.457432552,0.311238364
budaun,uttar pradesh,2008,1073.712828,4.282655546,0.569851249,0.500244158,6.857142856,0,1,0.857142857,0.378499432,0.329759095
budaun,uttar pradesh,2009,677.440461,-3.269852756,0.486739809,0.432314973,3.857142857,0.012820513,1,0.571428571,0.413794232,0.297492101
budaun,uttar pradesh,2010,1233.599023,7.357390065,0.567340565,0.490349101,7.714285713,0.012820513,1,1,0.915070897,0.338564137
budaun,uttar pradesh,2011,1099.144834,4.771732588,0.52566979,0.492653065,6.285714285,0.019230769,1,1,0.595289527,0.3277743
budaun,uttar pradesh,2012,848.3625085,-0.156254698,0.444666183,0.411832088,5.285714285,0.012578616,1,0.714285714,0.531088902,0.287503976
budaun,uttar pradesh,2013,1104.665263,4.877894681,0.571018245,0.529667412,7.428571428,0.006410256,1,0.571428571,0.660012219,0.332593331
budaun,uttar pradesh,2014,591.9891161,-4.981261981,0.483123767,0.437082712,3.714285714,0,1,0.571428571,0.320805251,0.28625372
budaun,uttar pradesh,2015,744.1156561,-1.987637465,0.505707594,0.48013442,4.571428571,0.006410256,1,0.571428571,0.429131452,0.306112113
budaun,uttar pradesh,2016,854.2355108,0.061937917,0.481381492,0.45422704,5.999999999,0.006410256,1,0.857142857,0.474137709,0.301712113
budaun,uttar pradesh,2017,951.550943,1.933388537,0.470763478,0.441655125,5.571428571,0.012820513,1,0.857142857,0.768576238,0.30343806
budaun,uttar pradesh,2018,1234.761408,7.134290568,0.528950976,0.505675186,6.285714285,0.012578616,1,1,0.59035009,0.326957183
budaun,uttar pradesh,2019,800.5392571,-0.970682347,0.539632643,0.505930819,5.142857142,0.006410256,1,0.571428571,0.519504782,0.313553598
budaun,uttar pradesh,2020,650.8582626,-3.781048879,0.497205786,0.503218446,5.142857142,0,1,0.571428571,0.288453712,0.298020827
budaun,uttar pradesh,2021,940.968023,1.729870844,0.492389875,0.472512252,4.714285714,0.025641026,1,0.571428571,0.818663454,0.307326401
budaun,uttar pradesh,2022,662.2183832,-3.630699152,0.40381739,0.364554478,3.571428571,0.019230769,1,0.714285714,0.61859362,0.266644497
budaun,uttar pradesh,2023,859.1478403,0.156405792,0.546782544,0.474461077,5.285714285,0.012820513,1,0.857142857,0.514887535,0.321443924
budaun,uttar pradesh,2024,1101.974113,4.628869916,0.491590066,0.488039861,6.999999999,0.006289308,1,1,1,0.318222701
budaun,uttar pradesh,2025,1094.595069,5.88661132,0.597734049,0.583134703,5.857142856,0.023255814,1,0.428571429,0.577692052,0.339850752
bulandshahr,uttar pradesh,1980,0,-5.83609505,0.239102564,0.319566221,0,0,0.571428571,0,0,0.144017382
bulandshahr,uttar pradesh,1981,676.4195403,-2.070812878,0.469986851,0.417361826,4.428571428,0.012820513,1,0.857142857,0.74901933,0.289830843
bulandshahr,uttar pradesh,1982,744.834701,-0.809386985,0.446355194,0.439694189,5.285714285,0,1,0.571428571,0.342483618,0.287495775
bulandshahr,uttar pradesh,1983,916.061195,2.483430208,0.521153846,0.48602286,5.285714285,0.019230769,1,0.428571429,0.503365626,0.312823036
bulandshahr,uttar pradesh,1984,773.4340567,-0.364620048,0.495964361,0.456334729,5.571428571,0,1,1,0.291456723,0.305305035
bulandshahr,uttar pradesh,1985,809.2179936,0.428753257,0.497316732,0.475475666,5.857142856,0.006410256,1,1,0.668734265,0.312906212
bulandshahr,uttar pradesh,1986,657.7798255,-2.483519206,0.474539776,0.398086685,3.428571428,0.019230769,1,0.571428571,0.753747876,0.28836765
bulandshahr,uttar pradesh,1987,412.6011326,-7.144243797,0.439509369,0.386962657,2,0.019230769,1,0.285714286,0.447066463,0.273871544
bulandshahr,uttar pradesh,1988,1008.41356,4.259437233,0.508883958,0.44524511,5.142857142,0.025641026,1,1,0.633347826,0.31975781
bulandshahr,uttar pradesh,1989,676.2259738,-2.128785585,0.450760191,0.41620372,4.142857142,0.006410256,1,0.428571429,0.541833157,0.287548726
bulandshahr,uttar pradesh,1990,1111.75157,6.018729261,0.525177391,0.474410323,5.571428571,0.031446541,1,0.571428571,0.733190438,0.323169687
bulandshahr,uttar pradesh,1991,655.847119,-2.520686639,0.440606509,0.413536971,3.142857142,0.019230769,1,0.428571429,0.759991113,0.280002002
bulandshahr,uttar pradesh,1992,633.5726567,-2.894791409,0.431455457,0.385817862,3.571428571,0.006410256,1,1,0.43504672,0.276956544
bulandshahr,uttar pradesh,1993,1043.147569,4.92739894,0.469432117,0.415804373,4.428571428,0.038461538,1,0.714285714,1,0.298767832
bulandshahr,uttar pradesh,1994,960.7945506,3.343687046,0.5195143,0.473789535,5.428571428,0.012820513,1,0.571428571,0.485494728,0.314644769
bulandshahr,uttar pradesh,1995,949.8241079,3.132716994,0.49637574,0.466366121,4.999999999,0.032051282,1,1,0.597432518,0.318995704
bulandshahr,uttar pradesh,1996,915.9605724,2.324559493,0.527975327,0.486225631,6.285714285,0.006289308,1,0.857142857,0.364654087,0.317811184
bulandshahr,uttar pradesh,1997,928.9324072,2.730953519,0.513819034,0.480897909,4.999999999,0.025641026,1,0.571428571,0.501715764,0.316792172
bulandshahr,uttar pradesh,1998,910.2100002,2.425157504,0.51035503,0.438163359,6.142857142,0.012820513,1,0.857142857,0.615935939,0.310970802
bulandshahr,uttar pradesh,1999,611.6790216,-3.370073127,0.439624425,0.392837492,4.571428571,0.006410256,1,0.714285714,0.411442032,0.279060317
bulandshahr,uttar pradesh,2000,685.7033864,-1.946527651,0.500945102,0.4897146,4.857142856,0,1,0.428571429,0.259556557,0.307354152
bulandshahr,uttar pradesh,2001,499.2135425,-5.538592014,0.471206257,0.443052303,3.571428571,0,1,0.714285714,0.229055563,0.285528348
bulandshahr,uttar pradesh,2002,573.7899331,-4.098709444,0.451746384,0.429320045,3.428571428,0.012820513,1,0.428571429,0.894611207,0.28644532
bulandshahr,uttar pradesh,2003,794.3936857,0.143670413,0.495056706,0.446119236,6.57142857,0,1,0.714285714,0.323428978,0.304186516
bulandshahr,uttar pradesh,2004,669.5363998,-2.203180965,0.473060487,0.418258138,3.714285714,0.019230769,1,0.571428571,0.422862205,0.294401537
bulandshahr,uttar pradesh,2005,790.0278153,0.059711367,0.501881986,0.471007419,5.571428571,0.012820513,1,0.857142857,0.47266888,0.305160199
bulandshahr,uttar pradesh,2006,723.6642673,-1.21651071,0.506911571,0.451386177,4.999999999,0.006410256,1,0.571428571,0.556465347,0.301550024
bulandshahr,uttar pradesh,2007,828.1746396,0.668221139,0.507990647,0.483940061,6.142857142,0.012578616,1,1,0.40844336,0.311365999
bulandshahr,uttar pradesh,2008,894.8179645,2.074906544,0.518343195,0.484336729,6.428571428,0.006410256,1,0.714285714,0.45968989,0.315803606
bulandshahr,uttar pradesh,2009,590.1302944,-3.730221453,0.470175871,0.421435164,3.285714285,0.019230769,1,0.571428571,0.473206284,0.293101594
bulandshahr,uttar pradesh,2010,1179.615729,7.55178663,0.556521203,0.50082088,6.714285713,0.019230769,1,1,0.811470527,0.329510033
bulandshahr,uttar pradesh,2011,1066.048696,5.367805227,0.56340812,0.529689219,6.714285713,0.019230769,1,0.714285714,0.597398517,0.337014452
bulandshahr,uttar pradesh,2012,935.0102428,2.683987237,0.50035075,0.469908838,5.428571428,0,1,0.714285714,0.317213052,0.299780848
bulandshahr,uttar pradesh,2013,1108.870972,6.19131054,0.574893162,0.532915054,7.857142856,0.012820513,1,0.857142857,0.607703865,0.334255682
bulandshahr,uttar pradesh,2014,612.4995902,-3.354292962,0.487857495,0.453396223,4.857142856,0,1,0.571428571,0.235770606,0.293103681
bulandshahr,uttar pradesh,2015,699.7395521,-1.622351113,0.497678337,0.453751198,4.571428571,0,1,0.571428571,0.318385651,0.297122034
bulandshahr,uttar pradesh,2016,1023.651158,4.55246795,0.50562952,0.473128394,5.999999999,0.025641026,1,1,0.458528331,0.319463604
bulandshahr,uttar pradesh,2017,899.473321,2.164432631,0.491941979,0.465012779,4.999999999,0.012820513,1,0.857142857,0.660209337,0.305719596
bulandshahr,uttar pradesh,2018,1179.393636,7.294994647,0.592218997,0.543817642,7.57142857,0.025157233,1,1,0.457165094,0.351040425
bulandshahr,uttar pradesh,2019,745.0471846,-0.805300761,0.541395464,0.545303681,5.285714285,0.006410256,1,0.428571429,0.376408389,0.318391102
bulandshahr,uttar pradesh,2020,675.6223789,-2.086142905,0.50376808,0.479895105,5.142857142,0.006410256,1,0.714285714,0.382072162,0.304675298
bulandshahr,uttar pradesh,2021,1033.071262,4.733623798,0.541485865,0.535741543,5.857142856,0.025641026,1,0.714285714,0.587148603,0.327665194
bulandshahr,uttar pradesh,2022,761.70578,-0.484943158,0.453517423,0.414264669,4.571428571,0.012820513,1,0.571428571,0.940517707,0.284492444
bulandshahr,uttar pradesh,2023,924.0126851,2.636343479,0.554918639,0.535204643,6.57142857,0,1,0.714285714,0.276236245,0.329412783
bulandshahr,uttar pradesh,2024,1070.019507,5.231331841,0.518291405,0.460122245,6.57142857,0.018867925,1,1,0.579299939,0.320590597
bulandshahr,uttar pradesh,2025,1115.445593,7.825397671,0.562830451,0.587491012,6.428571428,0.023255814,1,0.714285714,0.414059167,0.341208473
buldana,maharashtra,1980,0,-3.884284943,0.279487179,0.112393162,0,0,0.571428571,0,0,0.114319741
buldana,maharashtra,1981,963.4054276,2.490460126,0.513708087,0.521342867,5.999999999,0.019230769,1,0.857142857,0.404488997,0.328187171
buldana,maharashtra,1982,614.322045,-4.280966796,0.448290598,0.440162722,3.714285714,0,1,0.714285714,0.366894114,0.290512205
buldana,maharashtra,1983,915.9353911,1.51928986,0.505313116,0.512857495,5.999999999,0.019230769,1,0.857142857,0.436186949,0.320382261
buldana,maharashtra,1984,817.6275269,-0.437529744,0.467993066,0.493569586,3.285714285,0.028301887,1,0.714285714,0.768158161,0.307392121
buldana,maharashtra,1985,712.9101013,-2.385042636,0.480826759,0.47127712,4.571428571,0.009615385,1,0.571428571,0.393645906,0.302981959
buldana,maharashtra,1986,736.5756285,-1.929936344,0.465762656,0.459607166,3.999999999,0.009615385,1,0.714285714,0.511077641,0.300123765
buldana,maharashtra,1987,581.0313445,-4.862887626,0.44198307,0.432942965,3.142857142,0.009615385,1,0.428571429,0.866455226,0.286709167
buldana,maharashtra,1988,1091.482502,4.895195846,0.530843195,0.550805391,6.428571428,0.009615385,1,1,0.461344925,0.331331983
buldana,maharashtra,1989,823.5757705,-0.25685669,0.468667817,0.482696417,4.999999999,0,1,0.857142857,0.368876696,0.303552895
buldana,maharashtra,1990,1017.070831,3.325551462,0.535869215,0.549246089,4.999999999,0.037735849,1,0.571428571,0.682770177,0.337975483
buldana,maharashtra,1991,730.9690201,-2.037755736,0.444156805,0.451232742,3.571428571,0.009615385,1,0.571428571,0.502219144,0.290794278
buldana,maharashtra,1992,765.8336449,-1.308997234,0.426881986,0.442956936,4.571428571,0.019230769,1,0.857142857,0.747565668,0.293549308
buldana,maharashtra,1993,848.9231398,0.230592719,0.498660421,0.486250822,5.428571428,0.009615385,1,0.857142857,0.523614537,0.312655813
buldana,maharashtra,1994,887.6067422,0.97450815,0.502749014,0.507466305,4.571428571,0.019230769,1,0.714285714,0.432639271,0.318931241
buldana,maharashtra,1995,791.3563691,-0.876460563,0.466144806,0.464912064,4.571428571,0.009615385,1,0.714285714,0.673394189,0.29504729
buldana,maharashtra,1996,689.4875634,-2.855264905,0.489021932,0.48525641,4.857142856,0,1,0.714285714,0.344620019,0.299111097
buldana,maharashtra,1997,695.8795652,-2.712552946,0.47495069,0.484878369,3.285714285,0.019230769,1,0.714285714,0.569446839,0.304462872
buldana,maharashtra,1998,902.417538,1.317616095,0.509290763,0.514665516,5.285714285,0.019230769,1,0.857142857,0.443492622,0.318701506
buldana,maharashtra,1999,922.805145,1.651400512,0.524317883,0.538379356,5.857142856,0,1,1,0.325672671,0.322205249
buldana,maharashtra,2000,764.8623703,-1.38596054,0.461341223,0.444863577,4.285714285,0,1,1,0.297028537,0.295142476
buldana,maharashtra,2001,679.0653029,-3.051911329,0.442602,0.457583454,4.142857142,0.009433962,1,1,0.454802358,0.295650854
buldana,maharashtra,2002,854.1239588,0.33060847,0.471745562,0.456139053,4.285714285,0.038461538,1,0.857142857,0.484442905,0.311316608
buldana,maharashtra,2003,739.505597,-1.873590796,0.449938363,0.454573471,4.571428571,0.009615385,1,0.857142857,0.419627113,0.295655287
buldana,maharashtra,2004,687.1777931,-2.821609769,0.459672913,0.467685733,4.571428571,0,1,0.857142857,0.215736973,0.297804119
buldana,maharashtra,2005,985.3659184,2.854492307,0.505432281,0.519000657,5.142857142,0.019230769,1,0.571428571,0.575067822,0.317960111
buldana,maharashtra,2006,1162.519352,6.261289102,0.551635437,0.503542078,5.571428571,0.028846154,1,0.571428571,1,0.328597391
buldana,maharashtra,2007,998.8142468,2.981087612,0.520492662,0.470791001,5.714285713,0.009433962,1,1,0.418033093,0.31799173
buldana,maharashtra,2008,779.8739624,-1.097276077,0.463749178,0.471449704,4.428571428,0.009615385,1,1,0.409719422,0.300658247
buldana,maharashtra,2009,785.9744917,-0.921673257,0.483386752,0.455913051,4.571428571,0.019230769,1,0.714285714,0.444664567,0.302848626
buldana,maharashtra,2010,1166.592068,6.339610573,0.594764957,0.586842538,7.428571428,0.009615385,1,1,0.437458378,0.352876235
buldana,maharashtra,2011,786.3828892,-0.972104408,0.472037311,0.487561637,5.142857142,0,1,0.857142857,0.289034768,0.301465519
buldana,maharashtra,2012,915.0247845,1.400154362,0.49019513,0.484913724,5.285714285,0,1,0.857142857,0.368671131,0.308661153
buldana,maharashtra,2013,1103.111393,5.118828362,0.527999671,0.522386588,6.999999999,0.019230769,1,1,0.442645294,0.330275551
