State,District,Year,Crimes Against Children (Cases),Crimes Against Women (Cases),Crimes Against SC Communities (Cases),Crimes Against ST Communities (Cases),Cybercrime Cases,Vulnerability Score
Assam,Tinsukia,2023,340,367,0,0,45,0.358322912
Assam,Udalguri,2020,39,303,1,0,0,0.243800344
Assam,Udalguri,2021,52,488,0,0,46,0.319108026
Assam,Udalguri,2022,55,257,0,0,9,0.274167084
Assam,Udalguri,2023,315,275,0,0,14,0.326920964
Bihar,Anti Terrorist Squad,2020,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2021,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2022,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2023,0,0,0,0,0,0
Bihar,Araria,2020,356,388,142,17,43,0.59620543
Bihar,Araria,2021,502,420,75,29,21,0.587700761
Bihar,Araria,2022,232,468,77,37,30,0.585752385
Bihar,Araria,2023,279,590,125,0,73,0.522759347
Bihar,Arwal,2020,35,83,59,0,32,0.38784516
Bihar,Arwal,2021,56,91,34,0,28,0.38210585
Bihar,Arwal,2022,76,127,63,0,36,0.420677307
Bihar,Arwal,2023,84,206,51,0,67,0.440205518
Bihar,Aurangabad,2020,109,233,218,0,10,0.456369502
Bihar,Aurangabad,2021,131,333,171,0,29,0.482136939
Bihar,Aurangabad,2022,150,436,181,0,49,0.50381809
Bihar,Aurangabad,2023,213,411,192,0,72,0.520662009
Bihar,Bagaha,2020,111,184,94,35,10,0.529574128
Bihar,Bagaha,2021,113,217,90,0,14,0.434966436
Bihar,Bagaha,2022,137,302,102,0,16,0.453618584
Bihar,Bagaha,2023,155,278,121,0,45,0.480336792
Bihar,Banka,2020,51,240,114,5,49,0.501538384
Bihar,Banka,2021,81,241,69,3,19,0.467170059
Bihar,Banka,2022,97,259,71,6,17,0.488160163
Bihar,Banka,2023,153,291,78,4,36,0.509872812
Bihar,Begusarai,2020,123,268,180,0,27,0.475784672
Bihar,Begusarai,2021,47,279,130,0,33,0.447193311
Bihar,Begusarai,2022,142,414,115,0,31,0.47830258
Bihar,Begusarai,2023,148,538,194,0,101,0.524999667
Bihar,Bettiah,2020,276,418,206,0,39,0.517295994
Bihar,Bettiah,2021,209,568,146,0,38,0.506394878
Bihar,Bettiah,2022,241,628,163,0,56,0.523337702
Bihar,Bettiah,2023,226,612,207,0,27,0.513929711
Bihar,Bhabhua,2020,107,219,145,0,28,0.461859609
Bihar,Bhabhua,2021,,,,,,
Bihar,Bhabhua,2022,,,,,,
Bihar,Bhabhua,2023,,,,,,
Bihar,Bhagalpur,2020,187,526,134,0,37,0.498742874
Bihar,Bhagalpur,2021,209,606,122,0,39,0.502911852
Bihar,Bhagalpur,2022,297,658,160,0,47,0.525484619
Bihar,Bhagalpur,2023,349,798,180,0,104,0.553500275
Bihar,Bhojpur,2020,175,538,290,0,29,0.516409713
Bihar,Bhojpur,2021,200,577,205,0,23,0.506115405
Bihar,Bhojpur,2022,261,596,198,0,27,0.515519536
Bihar,Bhojpur,2023,277,643,186,0,105,0.544043777
Bihar,Buxar,2020,101,291,150,0,22,0.463223487
Bihar,Buxar,2021,130,274,110,0,9,0.441552338
Bihar,Buxar,2022,110,310,125,0,24,0.462903798
Bihar,Buxar,2023,196,413,146,0,37,0.496991959
Bihar,Darbhanga,2020,137,537,217,0,24,0.497722276
Bihar,Darbhanga,2021,227,546,159,0,30,0.505441242
Bihar,Darbhanga,2022,152,405,144,0,51,0.496270717
Bihar,Darbhanga,2023,98,535,130,0,139,0.508975358
Bihar,Economic Offences Unit,2020,0,0,0,0,0,0
Bihar,Economic Offences Unit,2021,0,0,0,0,11,0.050829232
Bihar,Economic Offences Unit,2022,0,0,0,0,17,0.059123097
Bihar,Economic Offences Unit,2023,0,0,0,0,14,0.055393676
Bihar,Gaya,2020,182,652,491,0,32,0.539874438
Bihar,Gaya,2021,98,748,443,0,49,0.533122818
Bihar,Gaya,2022,413,1021,495,0,88,0.590928101
Bihar,Gaya,2023,556,1069,576,0,264,0.626308945
Bihar,Gopalganj,2020,104,300,188,0,16,0.465358466
Bihar,Gopalganj,2021,245,455,218,0,17,0.501691038
Bihar,Gopalganj,2022,230,502,263,0,6,0.48880693
Bihar,Gopalganj,2023,283,547,198,0,63,0.532466738
Bihar,Jamalpur Railway,2020,0,1,0,0,0,0.015882229
Bihar,Jamalpur Railway,2021,2,3,0,0,3,0.087367611
Bihar,Jamalpur Railway,2022,0,3,0,0,0,0.031764459
Bihar,Jamalpur Railway,2023,1,5,0,0,0,0.058245431
Bihar,Jamui,2020,56,208,165,0,48,0.459512491
Bihar,Jamui,2021,47,225,94,0,70,0.44746306
Bihar,Jamui,2022,114,227,115,0,55,0.470621789
Bihar,Jamui,2023,119,309,127,0,56,0.482106517
Bihar,Jehanabad,2020,49,128,75,0,46,0.420326079
Bihar,Jehanabad,2021,62,159,57,0,20,0.406200138
Bihar,Jehanabad,2022,33,191,80,0,17,0.402200864
Bihar,Jehanabad,2023,134,229,95,0,75,0.475224805
Bihar,Kaimur ( Bhabua),2020,,,,,,
Bihar,Kaimur ( Bhabua),2021,82,192,78,0,15,0.421275718
Bihar,Kaimur ( Bhabua),2022,112,249,85,0,16,0.4387084
Bihar,Kaimur ( Bhabua),2023,205,395,158,0,57,0.508144421
Bihar,Katihar,2020,106,457,96,7,10,0.506274268
Bihar,Katihar,2021,76,433,83,16,15,0.521959583
Bihar,Katihar,2022,227,502,121,57,10,0.591633969
Bihar,Katihar,2023,150,458,76,34,61,0.585899906
Bihar,Katihar Railway,2020,5,2,0,0,0,0.069609443
Bihar,Katihar Railway,2021,8,5,0,0,1,0.109725905
Bihar,Katihar Railway,2022,7,2,1,0,2,0.120534905
Bihar,Katihar Railway,2023,2,8,1,0,4,0.131831526
Bihar,Khagaria,2020,85,195,101,0,9,0.42075465
Bihar,Khagaria,2021,105,270,95,0,4,0.417321199
Bihar,Khagaria,2022,91,360,97,0,33,0.460223935
Bihar,Khagaria,2023,156,453,143,0,94,0.511585312
Bihar,Kishanganj,2020,50,259,27,5,12,0.43179103
Bihar,Kishanganj,2021,71,261,30,10,12,0.461211465
Bihar,Kishanganj,2022,108,280,24,8,18,0.468432307
Bihar,Kishanganj,2023,78,297,47,12,65,0.517983398
Bihar,Lakhisarai,2020,63,146,70,0,21,0.411820591
Bihar,Lakhisarai,2021,89,198,66,0,14,0.417597914
Bihar,Lakhisarai,2022,116,226,89,0,14,0.436197748
Bihar,Lakhisarai,2023,215,331,99,0,38,0.482900001
Bihar,Madhepura,2020,214,216,107,0,19,0.461747797
Bihar,Madhepura,2021,317,246,96,0,10,0.458889448
Bihar,Madhepura,2022,145,289,110,0,14,0.453751735
Bihar,Madhepura,2023,193,313,118,0,37,0.483777466
Bihar,Madhubani,2020,139,503,181,0,17,0.48431258
Bihar,Madhubani,2021,143,461,179,0,12,0.476021099
Bihar,Madhubani,2022,210,383,155,0,17,0.483514236
Bihar,Madhubani,2023,319,578,196,0,77,0.540423352
Bihar,Motihari,2020,621,664,331,0,30,0.557257517
Bihar,Motihari,2021,624,785,283,0,50,0.566587737
Bihar,Motihari,2022,773,981,293,0,47,0.576816119
Bihar,Motihari,2023,478,1077,325,0,80,0.580932952
Bihar,Munger,2020,132,249,98,6,42,0.522442467
Bihar,Munger,2021,159,324,35,45,10,0.528588591
Bihar,Munger,2022,195,336,78,17,14,0.537783342
Bihar,Munger,2023,181,393,79,15,91,0.573600609
Bihar,Muzaffarpur,2020,432,776,309,0,10,0.528539029
Bihar,Muzaffarpur,2021,381,1101,304,0,27,0.552049282
Bihar,Muzaffarpur,2022,546,1210,268,0,55,0.573430051
Bihar,Muzaffarpur,2023,503,1253,323,0,179,0.601804243
Bihar,Muzaffarpur Railway,2020,2,1,0,0,1,0.057306926
Bihar,Muzaffarpur Railway,2021,27,9,0,0,0,0.135400285
Bihar,Muzaffarpur Railway,2022,28,12,1,0,1,0.17777909
Bihar,Muzaffarpur Railway,2023,20,11,0,0,2,0.154915492
Bihar,Nalanda,2020,293,669,326,0,27,0.536295868
Bihar,Nalanda,2021,184,707,226,0,37,0.521092053
Bihar,Nalanda,2022,164,801,280,0,89,0.545311496
Bihar,Nalanda,2023,519,830,281,0,387,0.604591882
Bihar,Naugachia,2020,59,169,46,0,6,0.377439045
Bihar,Naugachia,2021,11,178,39,0,24,0.359784841
Bihar,Naugachia,2022,24,169,54,0,27,0.388918214
Bihar,Naugachia,2023,84,198,51,0,63,0.438062329
Bihar,Nawada,2020,100,318,256,0,42,0.4941604
Bihar,Nawada,2021,233,356,170,0,19,0.489388456
Bihar,Nawada,2022,231,415,217,0,37,0.513277913
Bihar,Nawada,2023,370,474,211,0,129,0.552260347
Bihar,Patna,2020,584,1575,408,0,466,0.637403959
Bihar,Patna,2021,339,1631,300,0,430,0.613674668
Bihar,Patna,2022,393,1987,410,0,345,0.62693831
Bihar,Patna,2023,418,2236,452,0,917,0.654119807
Bihar,Patna Railway,2020,5,9,0,0,0,0.097196328
Bihar,Patna Railway,2021,4,3,1,0,0,0.092997935
Bihar,Patna Railway,2022,19,14,1,0,0,0.157664536
Bihar,Patna Railway,2023,28,16,1,0,25,0.236392401
Bihar,Purnia,2020,228,388,157,19,5,0.550558731
Bihar,Purnia,2021,233,592,160,0,9,0.484984175
Bihar,Purnia,2022,257,683,143,21,14,0.585098438
Bihar,Purnia,2023,464,778,126,49,66,0.653225276
Bihar,Rohtas,2020,161,348,274,0,43,0.510489825
Bihar,Rohtas,2021,158,421,188,0,28,0.494316341
Bihar,Rohtas,2022,164,430,165,0,14,0.478242647
Bihar,Rohtas,2023,150,638,243,0,156,0.544946229
Bihar,Saharsa,2020,16,159,104,0,15,0.386405087
Bihar,Saharsa,2021,11,208,88,0,14,0.37748352
Bihar,Saharsa,2022,43,217,87,0,24,0.420774058
Bihar,Saharsa,2023,54,199,102,0,58,0.446738387
Bihar,Samastipur,2020,186,424,257,0,31,0.510086694
Bihar,Samastipur,2021,255,591,242,0,23,0.517742808
Bihar,Samastipur,2022,240,576,293,0,81,0.546649451
Bihar,Samastipur,2023,277,691,310,0,126,0.565033288
Bihar,Saran,2020,276,736,418,0,90,0.568736911
Bihar,Saran,2021,188,927,331,0,51,0.545931503
Bihar,Saran,2022,191,906,347,0,37,0.54082929
Bihar,Saran,2023,143,934,304,0,174,0.561573983
Bihar,Sheikhpura,2020,71,111,111,0,4,0.392223489
Bihar,Sheikhpura,2021,66,131,83,0,2,0.374906222
Bihar,Sheikhpura,2022,49,155,109,0,5,0.393947823
Bihar,Sheikhpura,2023,62,159,92,0,42,0.435381573
Bihar,Sheohar,2020,61,92,43,0,12,0.375064984
Bihar,Sheohar,2021,40,115,25,0,7,0.343760311
Bihar,Sheohar,2022,46,129,34,0,6,0.356169162
Bihar,Sheohar,2023,74,154,23,0,11,0.371210908
Bihar,Sitamarhi,2020,93,496,176,0,6,0.453936942
Bihar,Sitamarhi,2021,175,640,142,0,31,0.499849537
Bihar,Sitamarhi,2022,302,886,168,0,44,0.532876637
Bihar,Sitamarhi,2023,518,899,190,0,57,0.555511872
Bihar,Siwan,2020,148,328,220,0,3,0.451290126
Bihar,Siwan,2021,180,431,156,0,20,0.485759283
Bihar,Siwan,2022,281,443,147,0,16,0.491245911
Bihar,Siwan,2023,207,470,214,0,49,0.518602374
Bihar,Supaul,2020,33,249,140,0,15,0.422888286
Bihar,Supaul,2021,136,292,126,0,12,0.453623952
Bihar,Supaul,2022,116,303,166,0,8,0.451454041
Bihar,Supaul,2023,123,334,94,0,49,0.472846611
Bihar,Vaishali,2020,269,606,244,0,84,0.545756319
Bihar,Vaishali,2021,240,700,193,0,83,0.53881684
Bihar,Vaishali,2022,359,731,214,0,66,0.548296698
Bihar,Vaishali,2023,644,901,199,0,78,0.568689936
Chandigarh,Chandigarh,2020,209,301,3,0,17,0.3652157
Chandigarh,Chandigarh,2021,234,343,0,0,15,0.325942673
Chandigarh,Chandigarh,2022,224,325,4,0,27,0.384579728
Chandigarh,Chandigarh,2023,294,371,3,0,23,0.384305861
Chhattisgarh,Balod,2020,151,172,12,25,35,0.489262974
Chhattisgarh,Balod,2021,156,168,14,21,10,0.464838482
Chhattisgarh,Balod,2022,137,189,7,1,14,0.381857296
Chhattisgarh,Balod,2023,118,140,9,12,9,0.42415211
Chhattisgarh,Baloda Bazar,2020,227,358,23,11,5,0.475849589
Chhattisgarh,Baloda Bazar,2021,294,387,28,10,14,0.506061091
Chhattisgarh,Baloda Bazar,2022,277,371,26,19,12,0.515820935
Chhattisgarh,Baloda Bazar,2023,370,405,17,7,26,0.500913235
Chhattisgarh,Balrampur,2020,136,316,4,90,0,0.434170929
Chhattisgarh,Balrampur,2021,178,333,7,53,3,0.46969124
Chhattisgarh,Balrampur,2022,198,324,6,66,0,0.445478333
Chhattisgarh,Balrampur,2023,159,281,4,30,5,0.440788569
Chhattisgarh,Bemetara,2020,151,178,7,1,12,0.37996004
Chhattisgarh,Bemetara,2021,165,225,13,3,20,0.434591907
Chhattisgarh,Bemetara,2022,153,156,7,4,12,0.403827995
Chhattisgarh,Bemetara,2023,147,168,6,5,13,0.407221616
Chhattisgarh,Bilaspur,2020,368,720,13,18,18,0.524082998
Chhattisgarh,Bilaspur,2021,414,407,8,7,24,0.480912686
Chhattisgarh,Bilaspur,2022,376,729,5,5,23,0.470220575
Chhattisgarh,Bilaspur,2023,233,748,6,7,24,0.472892698
Chhattisgarh,Bijapur,2020,30,36,1,0,0,0.189221121
Chhattisgarh,Bijapur,2021,30,44,0,8,1,0.250228622
Chhattisgarh,Bijapur,2022,29,51,1,4,2,0.265310031
Chhattisgarh,Bijapur,2023,29,49,0,2,7,0.248355293
Chhattisgarh,Dantewada,2020,42,42,0,3,12,0.27209419
Chhattisgarh,Dantewada,2021,35,51,0,7,13,0.293641232
Chhattisgarh,Dantewada,2022,56,80,0,13,18,0.337654111
Chhattisgarh,Dantewada,2023,61,74,0,3,11,0.292278635
Chhattisgarh,Dhamtari,2020,140,211,22,22,23,0.497759623
Chhattisgarh,Dhamtari,2021,146,190,12,16,23,0.470097011
Chhattisgarh,Dhamtari,2022,128,171,9,22,15,0.456851865
Chhattisgarh,Dhamtari,2023,147,192,13,17,16,0.46738543
Chhattisgarh,Durg,2020,420,611,11,7,21,0.496792293
Chhattisgarh,Durg,2021,489,659,14,2,16,0.475456993
Chhattisgarh,Durg,2022,515,717,26,5,31,0.529768783
Chhattisgarh,Durg,2023,464,621,14,5,30,0.50517167
Chhattisgarh,G R P Raipur,2020,9,8,0,0,1,0.121629417
Chhattisgarh,G R P Raipur,2021,13,11,0,0,0,0.122387394
Chhattisgarh,G R P Raipur,2022,9,10,0,0,0,0.112048971
Chhattisgarh,G R P Raipur,2023,3,7,0,0,0,0.082027616
Chhattisgarh,Gariaband,2020,125,145,6,20,5,0.41884433
Chhattisgarh,Gariaband,2021,120,133,13,32,24,0.479481127
Chhattisgarh,Gariaband,2022,103,136,19,18,11,0.456194448
Chhattisgarh,Gariaband,2023,144,182,19,24,32,0.499714261
Chhattisgarh,Gaurela- Pendra- Marwari,2020,63,67,0,2,1,0.245834902
Chhattisgarh,Gaurela- Pendra- Marwari,2021,83,91,3,3,1,0.310477454
Chhattisgarh,Gaurela- Pendra- Marwari,2022,105,124,2,11,8,0.377019511
Chhattisgarh,Gaurela- Pendra- Marwari,2023,89,112,0,0,8,0.264862254
Chhattisgarh,Jagdalpur,2020,166,192,2,23,21,0.436612152
Chhattisgarh,Jagdalpur,2021,164,197,1,4,24,0.381594691
Chhattisgarh,Jagdalpur,2022,134,175,0,18,38,0.400377135
Chhattisgarh,Jagdalpur,2023,129,169,0,6,29,0.36434832
Chhattisgarh,Janjgir - Champa,2020,384,451,52,17,1,0.507762567
Chhattisgarh,Janjgir - Champa,2021,458,523,61,17,5,0.542805645
Chhattisgarh,Janjgir - Champa,2022,376,443,69,31,17,0.577004291
Chhattisgarh,Janjgir - Champa,2023,350,464,46,9,19,0.532493408
Chhattisgarh,Jashpur,2020,176,261,5,39,2,0.440421554
Chhattisgarh,Jashpur,2021,212,275,4,44,0,0.421538813
Chhattisgarh,Jashpur,2022,206,290,8,35,6,0.473459381
Chhattisgarh,Jashpur,2023,172,206,2,19,15,0.427295525
Chhattisgarh,Kabeerdham,2020,138,217,7,11,3,0.410063922
Chhattisgarh,Kabeerdham,2021,169,268,16,2,9,0.421633068
Chhattisgarh,Kabeerdham,2022,144,247,13,19,4,0.450642935
Chhattisgarh,Kabeerdham,2023,183,215,11,13,9,0.452488115
Chhattisgarh,Kanker,2020,111,179,2,16,15,0.408601189
Chhattisgarh,Kanker,2021,148,151,7,22,9,0.441117057
Chhattisgarh,Kanker,2022,153,142,2,37,6,0.417622445
Chhattisgarh,Kanker,2023,160,171,4,23,14,0.440941997
Chhattisgarh,Khairagarh - Chhuikhadan- Gandai,2020,,,,,,
Chhattisgarh,Khairagarh - Chhuikhadan- Gandai,2021,,,,,,
Chhattisgarh,Khairagarh - Chhuikhadan- Gandai,2022,77,109,1,3,6,0.317040982
Chhattisgarh,Khairagarh - Chhuikhadan- Gandai,2023,78,94,0,1,6,0.272596066
Chhattisgarh,Kondagaon,2020,71,74,2,20,1,0.341170771
Chhattisgarh,Kondagaon,2021,114,164,7,19,15,0.442138274
Chhattisgarh,Kondagaon,2022,139,168,2,16,13,0.409959008
Chhattisgarh,Kondagaon,2023,96,120,2,9,4,0.356767921
Chhattisgarh,Korba,2020,194,295,27,23,5,0.492375014
Chhattisgarh,Korba,2021,237,339,23,15,12,0.499819251
Chhattisgarh,Korba,2022,256,334,7,14,11,0.464088431
Chhattisgarh,Korba,2023,287,328,4,9,6,0.429270065
Chhattisgarh,Koriya,2020,140,286,14,30,5,0.471845083
Chhattisgarh,Koriya,2021,181,340,13,26,7,0.481885478
Chhattisgarh,Koriya,2022,64,110,3,8,2,0.340209361
Chhattisgarh,Koriya,2023,66,108,2,7,3,0.334168325
Chhattisgarh,Mahasamund,2020,104,203,24,14,3,0.443095984
Chhattisgarh,Mahasamund,2021,150,110,18,21,0,0.412461091
Chhattisgarh,Mahasamund,2022,190,233,17,18,2,0.451939279
Chhattisgarh,Mahasamund,2023,140,212,12,15,1,0.418975703
Chhattisgarh,Manendragarh- Chirmiri- Bharatpur,2020,,,,,,
Chhattisgarh,Manendragarh- Chirmiri- Bharatpur,2021,,,,,,
Chhattisgarh,Manendragarh- Chirmiri- Bharatpur,2022,162,237,5,26,7,0.444851671
Chhattisgarh,Manendragarh- Chirmiri- Bharatpur,2023,140,200,6,14,2,0.405031767
Chhattisgarh,Mohla- Manpur- Ambagarh Chouki,2020,,,,,,
Chhattisgarh,Mohla- Manpur- Ambagarh Chouki,2021,,,,,,
Chhattisgarh,Mohla- Manpur- Ambagarh Chouki,2022,57,70,1,3,8,0.304802681
Chhattisgarh,Mohla- Manpur- Ambagarh Chouki,2023,48,57,0,1,1,0.22381896
Chhattisgarh,Mungeli,2020,93,158,12,7,0,0.367958683
Chhattisgarh,Mungeli,2021,118,190,7,7,0,0.363076662
Chhattisgarh,Mungeli,2022,122,156,9,2,7,0.380384808
Chhattisgarh,Mungeli,2023,147,182,11,3,2,0.382364578
Chhattisgarh,Narayanpur,2020,37,54,2,8,5,0.316137281
Chhattisgarh,Narayanpur,2021,35,36,0,4,2,0.240715301
Chhattisgarh,Narayanpur,2022,36,43,2,6,3,0.29478751
Chhattisgarh,Narayanpur,2023,36,43,0,8,1,0.254101684
Chhattisgarh,Raigarh,2020,333,482,25,21,4,0.508411108
Chhattisgarh,Raigarh,2021,323,326,16,24,5,0.493085329
Chhattisgarh,Raigarh,2022,267,370,15,18,2,0.467277303
Chhattisgarh,Raigarh,2023,253,323,1,2,23,0.387941931
Chhattisgarh,Raipur,2020,594,807,33,13,67,0.583065758
Chhattisgarh,Raipur,2021,787,677,0,31,68,0.50180779
Chhattisgarh,Raipur,2022,783,1109,22,13,103,0.593852678
Chhattisgarh,Raipur,2023,736,1004,31,7,107,0.584757141
Chhattisgarh,Rajnandgaon,2020,245,279,2,1,2,0.341991158
Chhattisgarh,Rajnandgaon,2021,267,295,27,25,6,0.50573363
Chhattisgarh,Rajnandgaon,2022,156,215,0,0,5,0.285213593
Chhattisgarh,Rajnandgaon,2023,169,206,0,8,9,0.360322766
Chhattisgarh,Sakti,2020,,,,,,
Chhattisgarh,Sakti,2021,,,,,,
Chhattisgarh,Sakti,2022,200,274,0,0,11,0.311052636
Chhattisgarh,Sakti,2023,161,190,15,7,9,0.439145238
Chhattisgarh,Sarangarh- Bilaigarh,2020,,,,,,
Chhattisgarh,Sarangarh- Bilaigarh,2021,,,,,,
Chhattisgarh,Sarangarh- Bilaigarh,2022,121,212,11,0,0,0.318412884
Chhattisgarh,Sarangarh- Bilaigarh,2023,167,189,1,0,6,0.308425961
Chhattisgarh,Sarguja,2020,162,287,2,19,14,0.432065613
Chhattisgarh,Sarguja,2021,262,427,3,22,16,0.46846533
Chhattisgarh,Sarguja,2022,216,366,7,27,17,0.488361206
Chhattisgarh,Sarguja,2023,172,313,5,21,9,0.451308828
Chhattisgarh,Sukma,2020,31,43,1,5,6,0.285697098
Chhattisgarh,Sukma,2021,31,23,1,7,1,0.254518375
Chhattisgarh,Sukma,2022,28,40,3,0,2,0.233710047
Chhattisgarh,Sukma,2023,41,46,0,3,2,0.243554492
Chhattisgarh,Surajpur,2020,215,253,5,36,10,0.468967741
Chhattisgarh,Surajpur,2021,222,304,14,54,24,0.530411826
Chhattisgarh,Surajpur,2022,204,292,18,54,23,0.533840205
Chhattisgarh,Surajpur,2023,209,216,9,39,15,0.49029595
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2020,40,36,0,0,0,0.174836538
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2021,63,56,0,3,0,0.23594856
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2022,75,71,0,5,4,0.290232713
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2023,77,72,0,2,5,0.274839152
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,26,19,0,0,3,0.178737487
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,38,40,0,0,5,0.212599162
Dadra And Nagar Haveli And Daman And Diu,Daman,2022,29,53,0,0,1,0.189930625
Dadra And Nagar Haveli And Daman And Diu,Daman,2023,41,44,0,0,1,0.194097764
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,1,6,1,0,0,0.083095973
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,3,3,0,0,0,0.066145387
Dadra And Nagar Haveli And Daman And Diu,Diu,2022,3,2,0,0,0,0.059553666
Dadra And Nagar Haveli And Daman And Diu,Diu,2023,5,8,1,0,0,0.116100635
Delhi,Central,2020,207,480,2,0,10,0.356721446
Delhi,Central,2021,284,645,3,0,14,0.386482502
Delhi,Central,2022,282,625,2,0,6,0.361149573
Delhi,Central,2023,277,587,3,0,4,0.361237934
Delhi,Crime Branch,2020,0,3,0,0,12,0.08423098
Delhi,Crime Branch,2021,1,3,0,0,8,0.093899564
Delhi,Crime Branch,2022,1,0,1,0,12,0.09097544
Delhi,Crime Branch,2023,3,2,0,0,9,0.106653476
Delhi,Dwarka,2020,471,1048,24,0,10,0.46012097
Delhi,Dwarka,2021,639,1785,34,1,40,0.537209753
Delhi,Dwarka,2022,638,1411,21,0,154,0.524625981
Delhi,Dwarka,2023,682,1329,23,1,19,0.505780029
Delhi,E O W,2020,0,0,0,0,0,0
Delhi,E O W,2021,0,0,0,0,1,0.014178456
Delhi,E O W,2022,0,0,0,0,1,0.014178456
Delhi,E O W,2023,0,0,0,0,0,0
Delhi,East Delhi,2020,301,640,1,0,4,0.343950583
Delhi,East Delhi,2021,439,801,6,0,16,0.421981175
Delhi,East Delhi,2022,429,840,3,0,21,0.410561394
Delhi,East Delhi,2023,421,709,4,0,22,0.413988102
Delhi,I G I Airport,2020,0,10,0,0,0,0.054943486
Delhi,I G I Airport,2021,0,11,0,0,0,0.056937197
Delhi,I G I Airport,2022,4,16,0,0,1,0.119011499
Delhi,I G I Airport,2023,1,31,0,0,0,0.096601611
Delhi,Metro Delhi,2020,1,12,0,0,0,0.075961696
Delhi,Metro Delhi,2021,0,10,0,0,0,0.054943486
Delhi,Metro Delhi,2022,5,27,0,0,0,0.120788218
Delhi,Metro Delhi,2023,10,25,0,0,0,0.134122696
Delhi,New Delhi,2020,35,88,0,0,0,0.191722493
Delhi,New Delhi,2021,46,89,1,0,10,0.268958912
Delhi,New Delhi,2022,37,103,5,0,11,0.302568868
Delhi,New Delhi,2023,33,93,4,0,27,0.309218118
Delhi,North Delhi,2020,216,459,7,0,1,0.352044589
Delhi,North Delhi,2021,280,742,12,0,38,0.445133351
Delhi,North Delhi,2022,365,734,14,0,0,0.380901944
Delhi,North Delhi,2023,339,638,9,0,20,0.425673154
Delhi,North- East Delhi,2020,549,988,2,0,1,0.362482578
Delhi,North- East Delhi,2021,674,1195,6,0,26,0.451214135
Delhi,North- East Delhi,2022,675,1156,5,0,6,0.418137159
Delhi,North- East Delhi,2023,702,1176,1,0,4,0.378829586
Delhi,North- West Delhi,2020,409,718,7,0,5,0.400530372
Delhi,North- West Delhi,2021,472,895,2,0,14,0.39769453
Delhi,North- West Delhi,2022,451,786,6,0,14,0.419655651
Delhi,North- West Delhi,2023,438,803,3,0,9,0.393916155
Delhi,Outer Delhi,2020,504,774,6,0,1,0.380838162
Delhi,Outer Delhi,2021,663,984,9,1,13,0.463977874
Delhi,Outer Delhi,2022,616,1054,7,0,26,0.450218577
Delhi,Outer Delhi,2023,712,1063,7,0,11,0.43741196
Delhi,Outer North Delhi,2020,548,622,3,0,1,0.360696111
Delhi,Outer North Delhi,2021,815,1038,4,0,16,0.432882811
Delhi,Outer North Delhi,2022,886,1167,8,0,9,0.444857453
Delhi,Outer North Delhi,2023,1007,1215,3,0,69,0.463814684
Delhi,Railway Delhi,2020,4,7,0,0,0,0.087561709
Delhi,Railway Delhi,2021,16,9,0,0,0,0.123025006
Delhi,Railway Delhi,2022,21,26,0,0,0,0.152177912
Delhi,Railway Delhi,2023,36,26,0,0,0,0.165071134
Delhi,Rohini,2020,363,736,3,0,21,0.403404207
Delhi,Rohini,2021,532,1042,8,1,16,0.460569679
Delhi,Rohini,2022,559,1109,12,0,27,0.464655232
Delhi,Rohini,2023,503,882,21,1,9,0.472002627
Delhi,S P U W A C,2020,0,26,0,0,0,0.075518214
Delhi,S P U W A C,2021,0,62,0,0,0,0.09493253
Delhi,S P U W A C,2022,0,48,0,0,0,0.089174109
Delhi,S P U W A C,2023,0,111,0,0,0,0.108115972
Delhi,Shahdara,2020,279,626,2,0,18,0.381346934
Delhi,Shahdara,2021,326,857,5,0,23,0.41847925
Delhi,Shahdara,2022,381,850,5,0,45,0.435454948
Delhi,Shahdara,2023,457,903,5,0,41,0.439478489
Delhi,South Delhi,2020,343,639,6,1,9,0.41993592
Delhi,South Delhi,2021,436,982,7,1,19,0.453988842
Delhi,South Delhi,2022,551,1253,12,0,123,0.497532196
Delhi,South Delhi,2023,566,1073,10,0,47,0.470095223
Delhi,South- East Delhi,2020,446,898,3,0,16,0.407777168
Delhi,South- East Delhi,2021,656,1238,22,0,37,0.494930576
Delhi,South- East Delhi,2022,672,1284,19,0,53,0.499251979
Delhi,South- East Delhi,2023,586,1166,22,0,21,0.479585132
Delhi,South- West Delhi,2020,306,549,1,0,12,0.360394724
Delhi,South- West Delhi,2021,413,766,7,1,26,0.453101359
Delhi,South- West Delhi,2022,445,790,5,0,16,0.417259571
Delhi,South- West Delhi,2023,486,702,8,0,0,0.37125484
Delhi,Spl Cell,2020,0,9,0,0,43,0.130165934
Delhi,Spl Cell,2021,2,10,0,0,25,0.148834704
