Country,state,district,year,pop_density
India,Maharashtra,Hingoli,2015,272.29
India,Maharashtra,Jalgaon,2015,384.62
India,Maharashtra,Jalna,2015,273.63
India,Maharashtra,Kolhapur,2015,507.82
India,Maharashtra,Latur,2015,361.35
India,Maharashtra,MumbaiCity,2015,46172.39
India,Maharashtra,MumbaiSuburban,2015,25409.71
India,Maharashtra,Nagpur,2015,507.32
India,Maharashtra,Nanded,2015,342.97
India,Maharashtra,Nandurbar,2015,302.17
India,Maharashtra,Nashik,2015,427.23
India,Maharashtra,Osmanabad,2015,241.26
India,Maharashtra,Palghar,2015,612.08
India,Maharashtra,Parbhani,2015,308.46
India,Maharashtra,Pune,2015,666.11
India,Maharashtra,Raigarh,2015,216.99
India,Maharashtra,Raigarh,2015,392.77
India,Maharashtra,Ratnagiri,2015,194.34
India,Maharashtra,Sangli,2015,368.06
India,Maharashtra,Satara,2015,298.21
India,Maharashtra,Sindhudurg,2015,166.65
India,Maharashtra,Solapur,2015,310.17
India,Maharashtra,Thane,2015,1917.19
India,Maharashtra,Wardha,2015,217.67
India,Maharashtra,Washim,2015,247.43
India,Maharashtra,Yavatmal,2015,218.51
India,Manipur,Bishnupur,2015,609.71
India,Manipur,Chandel,2015,48.35
India,Manipur,Churachandpur,2015,60.87
India,Manipur,ImphalEast,2015,639.94
India,Manipur,ImphalWest,2015,1210.26
India,Manipur,Senapati,2015,138.14
India,Manipur,Tamenglong,2015,37.76
India,Manipur,Thoubal,2015,749.43
India,Manipur,Ukhrul,2015,44.93
India,Meghalaya,EastGaroHills,2015,103.79
India,Meghalaya,EastKhasiHills,2015,320.98
India,Meghalaya,JaintiaHills,2015,119.8
India,Meghalaya,NorthGaroHills,2015,137.45
India,Meghalaya,RiBhoi,2015,118.57
India,Meghalaya,SouthGaroHills,2015,85.47
India,Meghalaya,SouthWestGaroHills,2015,326.69
India,Meghalaya,SouthWestKhasiHills,2015,85.37
India,Meghalaya,WestGaroHills,2015,217.86
India,Meghalaya,WestKhasiHills,2015,76.07
India,Mizoram,Aizawl,2015,126.37
India,Mizoram,Champhai,2015,37.72
India,Mizoram,Kolasib,2015,86.12
India,Mizoram,Lawangtlai,2015,55.86
India,Mizoram,Lunglei,2015,38.34
India,Mizoram,Mamit,2015,32.84
India,Mizoram,Saiha,2015,39.03
India,Mizoram,Serchhip,2015,48.31
India,Nagaland,Dimapur,2015,638.93
India,Nagaland,Kiphire,2015,60.56
India,Nagaland,Kohima,2015,204.62
India,Nagaland,Longleng,2015,70.06
India,Nagaland,Mokokchung,2015,117.44
India,Nagaland,Mon,2015,106.35
India,Nagaland,Peren,2015,55.72
India,Nagaland,Phek,2015,81.39
India,Nagaland,Tuensang,2015,89.53
India,Nagaland,Wokha,2015,85.15
India,Nagaland,Zunheboto,2015,86
India,NCTofDelhi,West,2015,12126.56
India,Odisha,Anugul,2015,206.32
India,Odisha,Balangir,2015,281.6
India,Odisha,Baleshwar,2015,641.17
India,Odisha,Bargarh,2015,252.88
India,Odisha,Bauda,2015,158.26
India,Odisha,Bhadrak,2015,618.27
India,Odisha,Cuttack,2015,797.52
India,Odisha,Debagarh,2015,120.23
India,Odisha,Dhenkanal,2015,298.85
India,Odisha,Gajapati,2015,159.66
India,Odisha,Ganjam,2015,447.86
India,Odisha,Jagatsinghapur,2015,729.24
India,Odisha,Jajapur,2015,690.38
India,Odisha,Jharsuguda,2015,287.53
India,Odisha,Kalahandi,2015,218.89
India,Odisha,Kandhamal,2015,97.82
India,Odisha,Kendrapara,2015,655.62
India,Odisha,Kendujhar,2015,237.29
India,Odisha,Khordha,2015,734.38
India,Odisha,Koraput,2015,174.6
India,Odisha,Malkangiri,2015,118.12
India,Odisha,Mayurbhanj,2015,262.99
India,Odisha,Nabarangapur,2015,244.68
India,Odisha,Nayagarh,2015,258.49
India,Odisha,Nuapada,2015,174.49
India,Odisha,Puri,2015,502.18
India,Odisha,Rayagada,2015,145.46
India,Odisha,Sambalpur,2015,185.04
India,Odisha,Subarnapur,2015,269.5
India,Odisha,Sundargarh,2015,229.8
India,Puducherry,Karaikal,2015,1322.44
India,Puducherry,Mahe,2015,1020.31
India,Puducherry,Puducherry,2015,3943.35
India,Puducherry,Yanam,2015,1353.03
India,Punjab,Amritsar,2015,987.86
India,Punjab,Barnala,2015,454.13
India,Punjab,Bathinda,2015,471.28
India,Punjab,Faridkot,2015,439.32
India,Punjab,FatehgarhSahib,2015,531.64
India,Punjab,Fazilka,2015,382.87
India,Punjab,Firozpur,2015,413.97
India,Punjab,Gurdaspur,2015,684.72
India,Punjab,Hoshiarpur,2015,508.09
India,Punjab,Jalandhar,2015,910.32
India,Punjab,Kapurthala,2015,486.96
India,Punjab,Ludhiana,2015,1029.48
India,Punjab,Mansa,2015,329.66
India,Punjab,Moga,2015,448.34
India,Punjab,Muktsar,2015,397.75
India,Punjab,Pathankot,2015,710.07
India,Punjab,Patiala,2015,630.98
India,Punjab,Rupnagar,2015,507.56
India,Punjab,SahibzadaAjitSinghNagar,2015,1298.28
India,Punjab,Sangrur,2015,487.87
India,Punjab,ShahidBhagatSinghNagar,2015,522.06
India,Punjab,TarnTaran,2015,496.65
India,Rajasthan,Ajmer,2015,326.97
India,Rajasthan,Alwar,2015,494.56
India,Rajasthan,Banswara,2015,446.33
India,Rajasthan,Baran,2015,193.39
India,Rajasthan,Barmer,2015,100.96
India,Rajasthan,Bharatpur,2015,531.08
India,Rajasthan,Bhilwara,2015,253.23
India,Rajasthan,Bikaner,2015,85.37
India,Rajasthan,Bundi,2015,217.38
India,Rajasthan,Chittaurgarh,2015,222.77
India,Rajasthan,Churu,2015,144.41
India,Rajasthan,Dausa,2015,556.82
India,Rajasthan,Dhaulpur,2015,448.98
India,Rajasthan,Dungarpur,2015,403.27
India,Rajasthan,Ganganagar,2015,189.88
India,Rajasthan,Hanumangarh,2015,200.87
India,Rajasthan,Jaipur,2015,659.3
India,Rajasthan,Jaisalmer,2015,18.92
India,Rajasthan,Jalor,2015,188.04
India,Rajasthan,Jhalawar,2015,250.45
India,Rajasthan,Jhunjhunun,2015,401.56
India,Rajasthan,Jodhpur,2015,180.59
India,Rajasthan,Karauli,2015,314.76
India,Rajasthan,Kota,2015,392.01
India,Rajasthan,Nagaur,2015,199.65
India,Rajasthan,Pali,2015,175.88
India,Rajasthan,Pratapgarh,2015,221.92
India,Rajasthan,Pratapgarh,2015,832.65
India,Rajasthan,Rajsamand,2015,266.44
India,Rajasthan,SawaiMadhopur,2015,296.9
India,Rajasthan,Sikar,2015,370.43
India,Rajasthan,Sirohi,2015,220.38
India,Rajasthan,Tonk,2015,209.74
India,Rajasthan,Udaipur,2015,275.18
India,Sikkim,EastSikkim,2015,329.61
India,Sikkim,NorthSikkim,2015,10.27
India,Sikkim,SouthSikkim,2015,203.2
India,Sikkim,WestSikkim,2015,110.41
India,TamilNadu,Ariyalur,2015,379.96
India,TamilNadu,Chennai,2015,24432.59
India,TamilNadu,Coimbatore,2015,861.4
India,TamilNadu,Cuddalore,2015,776.09
India,TamilNadu,Dharmapuri,2015,364.47
India,TamilNadu,Dindigul,2015,384.27
India,TamilNadu,Erode,2015,370.07
India,TamilNadu,Kancheepuram,2015,1167.76
India,TamilNadu,Kanniyakumari,2015,1271.41
India,TamilNadu,Karur,2015,368.24
India,TamilNadu,Krishnagiri,2015,393.56
India,TamilNadu,Madurai,2015,879.99
India,TamilNadu,Nagappattinam,2015,704.86
India,TamilNadu,Namakkal,2015,581.88
India,TamilNadu,Perambalur,2015,303.94
India,TamilNadu,Pudukkottai,2015,374.52
India,TamilNadu,Ramanathapuram,2015,318.15
India,TamilNadu,Salem,2015,740.86
India,TamilNadu,Sivaganga,2015,375.71
India,TamilNadu,Thanjavur,2015,733.69
India,TamilNadu,TheNilgiris,2015,297.1
India,TamilNadu,Theni,2015,483.36
India,TamilNadu,Thiruvallur,2015,1092.06
India,TamilNadu,Thiruvarur,2015,587.58
India,TamilNadu,Thoothukkudi,2015,395.1
India,TamilNadu,Tiruchirappalli,2015,673.18
India,TamilNadu,Tirunelveli,2015,480.89
India,TamilNadu,Tiruppur,2015,554.75
India,TamilNadu,Tiruvannamalai,2015,444.49
India,TamilNadu,Vellore,2015,676.34
India,TamilNadu,Viluppuram,2015,549.46
India,TamilNadu,Virudunagar,2015,483.82
India,Telangana,Adilabad,2015,174.09
India,Telangana,Hyderabad,2015,18354.61
India,Telangana,Karimnagar,2015,340.56
India,Telangana,Khammam,2015,183.07
India,Telangana,Mahbubnagar,2015,237.38
India,Telangana,Medak,2015,330.79
India,Telangana,Nalgonda,2015,259.98
India,Telangana,Nizamabad,2015,340.01
India,Telangana,RangaReddy,2015,950.86
India,Telangana,Warangal,2015,293.7
India,Tripura,Dhalai,2015,164.05
India,Tripura,Gomati,2015,370.99
India,Tripura,Khowai,2015,303.59
India,Tripura,NorthTripura,2015,281.88
India,Tripura,Sipahijala,2015,464.33
India,Tripura,SouthTripura,2015,278.74
India,Tripura,Unokoti,2015,465.02
India,Tripura,WestTripura,2015,1047.58
India,UttarPradesh,Agra,2015,1235.54
India,UttarPradesh,Aligarh,2015,1053.89
India,UttarPradesh,Allahabad,2015,915.72
India,UttarPradesh,AmbedkarNagar,2015,1170.15
India,UttarPradesh,Amethi,2015,864.1
India,UttarPradesh,Amroha,2015,924.63
India,UttarPradesh,Auraiya,2015,706.58
India,UttarPradesh,Azamgarh,2015,1145.97
India,UttarPradesh,Baghpat,2015,1023.25
India,UttarPradesh,Bahraich,2015,665.82
India,UttarPradesh,Ballia,2015,1148.96
India,UttarPradesh,Balrampur,2015,227.62
India,UttarPradesh,Balrampur,2015,697.71
India,UttarPradesh,Banda,2015,442.46
India,UttarPradesh,Barabanki,2015,906.69
India,UttarPradesh,Bareilly,2015,1228.94
India,UttarPradesh,Basti,2015,897.31
India,UttarPradesh,Bijnor,2015,903.31
India,UttarPradesh,Budaun,2015,834.59
India,UttarPradesh,Bulandshahr,2015,1075.75
India,UttarPradesh,Chandauli,2015,765.58
India,UttarPradesh,Chitrakoot,2015,359.99
India,UttarPradesh,Deoria,2015,1270.6
India,UttarPradesh,Etah,2015,797.78
India,UttarPradesh,Etawah,2015,787.91
India,UttarPradesh,Faizabad,2015,1290.06
India,UttarPradesh,Farrukhabad,2015,942.61
India,UttarPradesh,Fatehpur,2015,678.59
India,UttarPradesh,Firozabad,2015,1128.18
India,UttarPradesh,GautamBuddhaNagar,2015,2412.55
India,UttarPradesh,Ghaziabad,2015,3340.86
India,UttarPradesh,Ghazipur,2015,1151.37
India,UttarPradesh,Gonda,2015,833.54
India,UttarPradesh,Gorakhpur,2015,1480.32
India,UttarPradesh,Hamirpur,2015,114.88
India,UttarPradesh,Hamirpur,2015,339.77
India,UttarPradesh,Hapur,2015,1447.33
India,UttarPradesh,Hardoi,2015,743.18
India,UttarPradesh,Hathras,2015,1011.25
India,UttarPradesh,Jalaun,2015,410.33
India,UttarPradesh,Jaunpur,2015,1163.67
India,UttarPradesh,Jhansi,2015,425.3
India,UttarPradesh,Kannauj,2015,874
India,UttarPradesh,KanpurDehat,2015,605.97
India,UttarPradesh,KanpurNagar,2015,1611.79
India,UttarPradesh,Kasganj,2015,765.24
India,UttarPradesh,Kaushambi,2015,1740.17
India,UttarPradesh,Kushinagar,2015,1362.36
India,UttarPradesh,LakhimpurKheri,2015,567.38
India,UttarPradesh,Lalitpur,2015,268.65
India,UttarPradesh,Lucknow,2015,2105.17
India,UttarPradesh,Maharajganj,2015,1070.6
India,UttarPradesh,Mahoba,2015,323.91
India,UttarPradesh,Mainpuri,2015,736.35
India,UttarPradesh,Mathura,2015,835.46
India,UttarPradesh,Mau,2015,1304.54
India,UttarPradesh,Meerut,2015,1435.1
India,UttarPradesh,Mirzapur,2015,653.3
India,UttarPradesh,Moradabad,2015,1554.09
India,UttarPradesh,Muzaffarnagar,2015,1155.84
India,UttarPradesh,Pilibhit,2015,616.77
India,UttarPradesh,Pratapgarh,2015,259.3
India,UttarPradesh,Pratapgarh,2015,972.89
India,UttarPradesh,RaeBareli,2015,810.95
India,UttarPradesh,Rampur,2015,1063.77
India,UttarPradesh,Saharanpur,2015,1003.56
India,UttarPradesh,Sambhal,2015,1063.32
India,UttarPradesh,SantKabirNagar,2015,1123.15
India,UttarPradesh,SantRaviDasNagar,2015,1752.54
India,UttarPradesh,Shahjahanpur,2015,736.19
India,UttarPradesh,Shamli,2015,998.34
India,UttarPradesh,Shravasti,2015,792.88
India,UttarPradesh,SiddharthNagar,2015,1027.15
India,UttarPradesh,Sitapur,2015,854.19
India,UttarPradesh,Sonbhadra,2015,304
India,UttarPradesh,Sultanpur,2015,978.67
India,UttarPradesh,Unnao,2015,718.99
India,UttarPradesh,Varanasi,2015,2723.45
India,Uttarakhand,Almora,2015,212.11
India,Uttarakhand,Bageshwar,2015,115.06
India,Uttarakhand,Chamoli,2015,58.23
India,Uttarakhand,Chamoli,2015,0
India,Uttarakhand,Chamoli,2015,8415.73
India,Uttarakhand,Chamoli,2015,0
India,Uttarakhand,Champawat,2015,125.57
India,Uttarakhand,Dehradun,2015,594.79
India,Uttarakhand,Garhwal,2015,175.26
India,Uttarakhand,Hardwar,2015,919.33
India,Uttarakhand,Nainital,2015,254.25
India,Uttarakhand,Pithoragarh,2015,73.92
India,Uttarakhand,Pithoragarh,2015,0
India,Uttarakhand,Pithoragarh,2015,2583.56
India,Uttarakhand,Pithoragarh,2015,0.04
India,Uttarakhand,Rudraprayag,2015,110.06
India,Uttarakhand,TehriGarhwal,2015,131.57
India,Uttarakhand,UdhamSinghNagar,2015,681.53
India,Uttarakhand,Uttarkashi,2015,56.59
India,Uttarakhand,Uttarkashi,2015,0.04
India,Uttarakhand,Uttarkashi,2015,406.76
India,Uttarakhand,Uttarkashi,2015,0.29
India,WestBengal,Alipurduar,2015,480.37
India,WestBengal,Bankura,2015,539.86
India,WestBengal,Barddhaman,2015,1206.93
India,WestBengal,Birbhum,2015,845.19
India,WestBengal,DakshinDinajpur,2015,788.32
India,WestBengal,Darjiling,2015,618.77
India,WestBengal,Haora,2015,2882.48
India,WestBengal,Hugli,2015,1781.74
India,WestBengal,Jalpaiguri,2015,789.5
India,WestBengal,KochBihar,2015,915.21
India,WestBengal,Kolkata,2015,36426.68
India,WestBengal,Maldah,2015,1068.41
India,WestBengal,Murshidabad,2015,1428.12
India,WestBengal,Nadia,2015,1297.85
India,WestBengal,North24Parganas,2015,1784.28
India,WestBengal,PashchimMedinipur,2015,679.11
India,WestBengal,PurbaMedinipur,2015,1363.48
India,WestBengal,Puruliya,2015,504.09
India,WestBengal,South24Parganas,2015,2071.75
India,WestBengal,UttarDinajpur,2015,954.9
India,AndamanandNicobar,NicobarIslands,2020,19.91
India,AndamanandNicobar,NorthandMiddleAndaman,2020,30.71
India,AndamanandNicobar,SouthAndaman,2020,98.17
India,AndhraPradesh,Anantapur,2020,232.2
India,AndhraPradesh,Chittoor,2020,299.48
India,AndhraPradesh,EastGodavari,2020,517.35
India,AndhraPradesh,Guntur,2020,464.96
India,AndhraPradesh,Krishna,2020,542.33
India,AndhraPradesh,Kurnool,2020,251.21
India,AndhraPradesh,Nellore,2020,245.83
India,AndhraPradesh,Prakasam,2020,205.44
India,AndhraPradesh,Srikakulam,2020,472.03
India,AndhraPradesh,Visakhapatnam,2020,418.67
India,AndhraPradesh,Vizianagaram,2020,398.9
India,AndhraPradesh,WestGodavari,2020,539.67
India,AndhraPradesh,Y.S.R.,2020,205.85
India,ArunachalPradesh,Anjaw,2020,6.87
India,ArunachalPradesh,Anjaw,2020,6.54
India,ArunachalPradesh,Anjaw,2020,2.51
India,ArunachalPradesh,Anjaw,2020,2.39
India,ArunachalPradesh,Changlang,2020,34.47
India,ArunachalPradesh,DibangValley,2020,0.86
India,ArunachalPradesh,EastKameng,2020,19.73
India,ArunachalPradesh,EastSiang,2020,75.64
India,ArunachalPradesh,EastSiang,2020,43.04
India,ArunachalPradesh,EastSiang,2020,26.8
India,ArunachalPradesh,EastSiang,2020,15.25
India,ArunachalPradesh,KurungKumey,2020,14.88
India,ArunachalPradesh,Lohit,2020,24.27
India,ArunachalPradesh,Lohit,2020,0
India,ArunachalPradesh,Lohit,2020,666.74
India,ArunachalPradesh,Lohit,2020,0
India,ArunachalPradesh,Longding,2020,62.98
India,ArunachalPradesh,LowerDibangValley,2020,37.07
India,ArunachalPradesh,LowerDibangValley,2020,7.11
India,ArunachalPradesh,LowerDibangValley,2020,12.07
India,ArunachalPradesh,LowerDibangValley,2020,2.32
India,ArunachalPradesh,LowerSubansiri,2020,37.04
India,ArunachalPradesh,Namsai,2020,190.94
India,ArunachalPradesh,PapumPare,2020,57.87
India,ArunachalPradesh,Tawang,2020,26.18
India,ArunachalPradesh,Tirap,2020,64.24
India,ArunachalPradesh,UpperSiang,2020,5.16
India,ArunachalPradesh,UpperSubansiri,2020,16.06
India,ArunachalPradesh,WestKameng,2020,14.92
India,ArunachalPradesh,WestSiang,2020,14.81
India,Assam,Baksa,2020,476.43
India,Assam,Barpeta,2020,782.89
India,Assam,Bongaigaon,2020,563.59
India,Assam,Cachar,2020,517.34
India,Assam,Chirang,2020,493.36
India,Assam,Darrang,2020,658.32
India,Assam,Dhemaji,2020,279.96
India,Assam,Dhubri,2020,767.09
India,Assam,Dibrugarh,2020,419.04
India,Assam,DimaHasao,2020,52.62
India,Assam,Goalpara,2020,555.47
India,Assam,Golaghat,2020,334.78
India,Assam,Hailakandi,2020,529.65
India,Assam,Jorhat,2020,413.92
India,Assam,Kamrup,2020,483.14
India,Assam,KamrupMetropolitan,2020,1753.4
India,Assam,KarbiAnglong,2020,83.11
India,Assam,Karimganj,2020,732.66
India,Assam,Kokrajhar,2020,313.18
India,Assam,Lakhimpur,2020,374.15
India,Assam,Morigaon,2020,696.16
India,Assam,Nagaon,2020,797.87
India,Assam,Nalbari,2020,914.58
India,Assam,Sivasagar,2020,490.69
India,Assam,Sonitpur,2020,401.25
India,Assam,Tinsukia,2020,340.57
India,Assam,Udalguri,2020,447.11
India,Bihar,Araria,2020,1243.57
India,Bihar,Arwal,2020,983.75
India,Bihar,Aurangabad,2020,944.85
India,Bihar,Aurangabad,2020,1280.53
India,Bihar,Banka,2020,897.48
India,Bihar,Begusarai,2020,1891.62
India,Bihar,Bhagalpur,2020,1315.14
India,Bihar,Bhojpur,2020,1369.75
India,Bihar,Buxar,2020,1209.57
India,Bihar,Darbhanga,2020,1919.97
India,Bihar,Gaya,2020,1057.99
India,Bihar,Gopalganj,2020,1436.8
India,Bihar,Jamui,2020,696.69
India,Bihar,Jehanabad,2020,1459.75
India,Bihar,Kaimur,2020,560.02
India,Bihar,Katihar,2020,1154.61
India,Bihar,Khagaria,2020,1364.54
India,Bihar,Kishanganj,2020,1045.61
India,Bihar,Lakhisarai,2020,941.9
India,Bihar,Madhepura,2020,1324.82
India,Bihar,Madhubani,2020,1451.05
India,Bihar,Munger,2020,1177.16
India,Bihar,Muzaffarpur,2020,1843.89
India,Bihar,Nalanda,2020,1503.39
India,Bihar,Nawada,2020,1090.7
India,Bihar,PashchimChamparan,2020,886.07
India,Bihar,Patna,2020,2210.82
India,Bihar,PurbaChamparan,2020,1534.47
India,Bihar,Purnia,2020,1219.01
India,Bihar,Rohtas,2020,923.96
India,Bihar,Saharsa,2020,1381.98
India,Bihar,Samastipur,2020,1903.72
India,Bihar,Saran,2020,1752.23
India,Bihar,Sheikhpura,2020,1221.38
India,Bihar,Sheohar,2020,1733.23
India,Bihar,Sitamarhi,2020,1856.01
India,Bihar,Siwan,2020,1736.56
India,Bihar,Supaul,2020,1137.02
India,Bihar,Vaishali,2020,2141.39
India,Chandigarh,Chandigarh,2020,7952.5
India,Chhattisgarh,Balod,2020,262.29
India,Chhattisgarh,BalodaBazar,2020,330.2
India,Chhattisgarh,Balrampur,2020,129.62
India,Chhattisgarh,Balrampur,2020,397.01
India,Chhattisgarh,Bastar,2020,163.92
India,Chhattisgarh,Bemetara,2020,314.24
India,Chhattisgarh,Bijapur,2020,32.36
India,Chhattisgarh,Bijapur,2020,285.49
India,Chhattisgarh,Bilaspur,2020,402.49
India,Chhattisgarh,Bilaspur,2020,86.38
India,Chhattisgarh,Dantewada,2020,106.64
India,Chhattisgarh,Dhamtari,2020,223.74
India,Chhattisgarh,Durg,2020,750.8
India,Chhattisgarh,Gariaband,2020,118.65
India,Chhattisgarh,Janjgir-Champa,2020,503.71
India,Chhattisgarh,Jashpur,2020,165.13
India,Chhattisgarh,Kabeerdham,2020,235.82
India,Chhattisgarh,Kondagaon,2020,127.88
India,Chhattisgarh,Korba,2020,213.03
India,Chhattisgarh,Koriya,2020,115.83
India,Chhattisgarh,Mahasamund,2020,241.19
India,Chhattisgarh,Mungeli,2020,289.33
India,Chhattisgarh,Narayanpur,2020,32.51
India,Chhattisgarh,Raigarh,2020,230.1
India,Chhattisgarh,Raigarh,2020,409.92
India,Chhattisgarh,Raipur,2020,851.76
India,Chhattisgarh,Rajnandgaon,2020,216.89
India,Chhattisgarh,Sukma,2020,50.14
India,Chhattisgarh,Surajpur,2020,163.62
India,Chhattisgarh,Surguja,2020,242.24
India,Chhattisgarh,UttarBastarKanker,2020,124.23
India,DadraandNagarHaveli,DadraandNagarHaveli,2020,1152.33
India,DamanandDiu,Daman,2020,2331.65
India,DamanandDiu,Diu,2020,2872.8
India,Goa,NorthGoa,2020,493.27
India,Goa,SouthGoa,2020,346.26
India,Gujarat,Ahmadabad,2020,1142.55
India,Gujarat,Amreli,2020,228.73
India,Gujarat,Anand,2020,961.83
India,Gujarat,Aravalli,2020,374.71
India,Gujarat,BanasKantha,2020,333.1
India,Gujarat,Bharuch,2020,320.29
India,Gujarat,Bhavnagar,2020,393.6
India,Gujarat,Botad,2020,314.07
India,Gujarat,ChhotaUdaipur,2020,346.66
India,Gujarat,Dahod,2020,639.82
India,Gujarat,DevbhumiDwarka,2020,195.09
India,Gujarat,Gandhinagar,2020,628.85
India,Gujarat,GirSomnath,2020,528.09
India,Gujarat,Jamnagar,2020,225.81
India,Gujarat,Junagadh,2020,294.61
India,Gujarat,Kachchh,2020,56.97
India,Gujarat,Kheda,2020,566.53
India,Gujarat,Mahesana,2020,514.35
India,Gujarat,Mahisagar,2020,458.27
India,Gujarat,Morbi,2020,218.56
India,Gujarat,Narmada,2020,234.06
India,Gujarat,Navsari,2020,678.88
India,Gujarat,PanchMahals,2020,616.26
India,Gujarat,Patan,2020,273.08
India,Gujarat,Porbandar,2020,284.15
India,Gujarat,Rajkot,2020,452.12
India,Gujarat,SabarKantha,2020,371.89
India,Gujarat,Surat,2020,1820.62
India,Gujarat,Surendranagar,2020,191.53
India,Gujarat,Tapi,2020,302.24
India,Gujarat,TheDangs,2020,155.53
India,Gujarat,Vadodara,2020,853.51
India,Gujarat,Valsad,2020,676.82
India,Haryana,Ambala,2020,798.46
India,Haryana,Bhiwani,2020,393.78
India,Haryana,Faridabad,2020,2145.08
India,Haryana,Fatehabad,2020,421.58
India,Haryana,Gurgaon,2020,1616.51
India,Haryana,Hisar,2020,480.01
India,Haryana,Jhajjar,2020,540.17
India,Haryana,Jind,2020,543.5
India,Haryana,Kaithal,2020,546.6
India,Haryana,Karnal,2020,666.69
India,Haryana,Kurukshetra,2020,627.82
India,Haryana,Mahendragarh,2020,514.23
India,Haryana,Mewat,2020,771.54
India,Haryana,Palwal,2020,1022.77
India,Haryana,Panchkula,2020,759.08
India,Haryana,Panipat,2020,1112.83
India,Haryana,Rewari,2020,650.38
India,Haryana,Rohtak,2020,727.16
India,Haryana,Sirsa,2020,347.86
India,Haryana,Sonipat,2020,778.21
India,Haryana,Yamunanagar,2020,924.09
India,HimachalPradesh,Bilaspur,2020,1910.46
India,HimachalPradesh,Bilaspur,2020,410
India,HimachalPradesh,Chamba,2020,86.81
India,HimachalPradesh,Hamirpur,2020,446.5
India,HimachalPradesh,Hamirpur,2020,1277.46
India,HimachalPradesh,Kangra,2020,289.61
India,HimachalPradesh,Kinnaur,2020,14.44
India,HimachalPradesh,Kinnaur,2020,0.01
India,HimachalPradesh,Kinnaur,2020,0
India,HimachalPradesh,Kinnaur,2020,789.68
India,HimachalPradesh,Kinnaur,2020,0.43
India,HimachalPradesh,Kinnaur,2020,0.11
India,HimachalPradesh,Kinnaur,2020,898.03
India,HimachalPradesh,Kinnaur,2020,0.49
India,HimachalPradesh,Kinnaur,2020,0.13
India,HimachalPradesh,Kullu,2020,84.64
India,HimachalPradesh,Lahul&Spiti,2020,2.43
India,HimachalPradesh,Lahul&Spiti,2020,0
India,HimachalPradesh,Lahul&Spiti,2020,172.09
India,HimachalPradesh,Lahul&Spiti,2020,0.09
India,HimachalPradesh,Mandi,2020,287.45
India,HimachalPradesh,Shimla,2020,176.93
India,HimachalPradesh,Sirmaur,2020,197.3
India,HimachalPradesh,Solan,2020,359.97
India,HimachalPradesh,Una,2020,348.81
India,JammuandKashmir,Anantnag,2020,423.42
India,JammuandKashmir,Badgam,2020,718.01
India,JammuandKashmir,Bandipore,2020,89.21
India,JammuandKashmir,Baramulla,2020,557.21
India,JammuandKashmir,Doda,2020,233.96
India,JammuandKashmir,Ganderbal,2020,312.45
India,JammuandKashmir,Jammu,2020,796.27
India,JammuandKashmir,Kargil,2020,11.09
India,JammuandKashmir,Kathua,2020,259.01
India,JammuandKashmir,Kishtwar,2020,28.16
India,JammuandKashmir,Kulgam,2020,481.88
India,JammuandKashmir,Kupwara,2020,363.49
India,JammuandKashmir,Leh(Ladakh),2020,3.22
India,JammuandKashmir,Poonch,2020,381.81
India,JammuandKashmir,Pulwama,2020,917.13
India,JammuandKashmir,Rajouri,2020,238.06
India,JammuandKashmir,Ramban,2020,288.52
India,JammuandKashmir,Reasi,2020,183.13
India,JammuandKashmir,Samba,2020,520.81
India,JammuandKashmir,Shupiyan,2020,775.38
India,JammuandKashmir,Srinagar,2020,2174.59
India,JammuandKashmir,Udhampur,2020,288.8
India,Jharkhand,Bokaro,2020,824.58
India,Jharkhand,Chatra,2020,338.19
India,Jharkhand,Deoghar,2020,716.7
India,Jharkhand,Dhanbad,2020,1508.3
India,Jharkhand,Dumka,2020,395.69
India,Jharkhand,Garhwa,2020,402.09
India,Jharkhand,Giridih,2020,578.89
India,Jharkhand,Godda,2020,655.58
India,Jharkhand,Gumla,2020,228.84
India,Jharkhand,Hazaribagh,2020,462.01
India,Jharkhand,Jamtara,2020,478.22
India,Jharkhand,Khunti,2020,230.51
India,Jharkhand,Kodarma,2020,494.39
India,Jharkhand,Latehar,2020,210.85
India,Jharkhand,Lohardaga,2020,362.7
India,Jharkhand,Pakur,2020,528.63
India,Jharkhand,Palamu,2020,499.39
India,Jharkhand,PashchimiSinghbhum,2020,241.21
India,Jharkhand,PurbiSinghbhum,2020,811.7
India,Jharkhand,Ramgarh,2020,776.87
India,Jharkhand,Ranchi,2020,719.84
India,Jharkhand,Sahibganj,2020,830.32
India,Jharkhand,Saraikela-kharsawan,2020,379.1
India,Jharkhand,Simdega,2020,180.48
India,Karnataka,Bagalkot,2020,306.5
India,Karnataka,Bangalore,2020,6296.4
India,Karnataka,BangaloreRural,2020,522.69
India,Karnataka,Belgaum,2020,396.57
India,Karnataka,Bellary,2020,330.34
India,Karnataka,Bidar,2020,341.51
India,Karnataka,Bijapur,2020,26.95
India,Karnataka,Bijapur,2020,237.78
India,Karnataka,Chamrajnagar,2020,195.32
India,Karnataka,Chikballapura,2020,309.53
India,Karnataka,Chikmagalur,2020,171.22
India,Karnataka,Chitradurga,2020,214.02
India,Karnataka,DakshinaKannada,2020,508.25
India,Karnataka,Davanagere,2020,377.59
India,Karnataka,Dharwad,2020,478.83
India,Karnataka,Gadag,2020,266.72
India,Karnataka,Gulbarga,2020,251.99
