district,state,year,pop_density
Uttarakhand,Nainital,2005,212.31
Uttarakhand,Pithoragarh,2005,71.72
Uttarakhand,Pithoragarh,2005,0
Uttarakhand,Pithoragarh,2005,2506.62
Uttarakhand,Pithoragarh,2005,0.05
Uttarakhand,Rudraprayag,2005,105.46
Uttarakhand,TehriGarhwal,2005,126.77
Uttarakhand,UdhamSinghNagar,2005,538.03
Uttarakhand,Uttarkashi,2005,52.42
Uttarakhand,Uttarkashi,2005,0.04
Uttarakhand,Uttarkashi,2005,376.84
Uttarakhand,Uttarkashi,2005,0.32
WestBengal,Alipurduar,2005,438.65
WestBengal,Bankura,2005,494.72
WestBengal,Barddhaman,2005,1102.57
WestBengal,Birbhum,2005,753.92
WestBengal,DakshinDinajpur,2005,727.53
WestBengal,Darjiling,2005,558.22
WestBengal,Haora,2005,2611.32
WestBengal,Hugli,2005,1666.78
WestBengal,Jalpaiguri,2005,715.44
WestBengal,KochBihar,2005,829.13
WestBengal,Kolkata,2005,36659.07
WestBengal,Maldah,2005,917.86
WestBengal,Murshidabad,2005,1223.51
WestBengal,Nadia,2005,1190.97
WestBengal,North24Parganas,2005,1634.43
WestBengal,PashchimMedinipur,2005,615.02
WestBengal,PurbaMedinipur,2005,1226.1
WestBengal,Puruliya,2005,451.83
WestBengal,South24Parganas,2005,1866.54
WestBengal,UttarDinajpur,2005,813.89
AndamanandNicobar,NicobarIslands,2010,21.43
AndamanandNicobar,NorthandMiddleAndaman,2010,31.14
AndamanandNicobar,SouthAndaman,2010,94.72
AndhraPradesh,Anantapur,2010,220.17
AndhraPradesh,Chittoor,2010,285.21
AndhraPradesh,EastGodavari,2010,504.2
AndhraPradesh,Guntur,2010,445.75
AndhraPradesh,Krishna,2010,530.77
AndhraPradesh,Kurnool,2010,235.58
AndhraPradesh,Nellore,2010,234.53
AndhraPradesh,Prakasam,2010,196.85
AndhraPradesh,Srikakulam,2010,459.73
AndhraPradesh,Visakhapatnam,2010,392.73
AndhraPradesh,Vizianagaram,2010,390.16
AndhraPradesh,WestGodavari,2010,529.93
AndhraPradesh,Y.S.R.,2010,195.77
ArunachalPradesh,Anjaw,2010,5.8
ArunachalPradesh,Anjaw,2010,6.02
ArunachalPradesh,Anjaw,2010,2.12
ArunachalPradesh,Anjaw,2010,2.2
ArunachalPradesh,Changlang,2010,29.84
ArunachalPradesh,DibangValley,2010,0.76
ArunachalPradesh,EastKameng,2010,16.11
ArunachalPradesh,EastSiang,2010,66.67
ArunachalPradesh,EastSiang,2010,37.67
ArunachalPradesh,EastSiang,2010,23.62
ArunachalPradesh,EastSiang,2010,13.35
ArunachalPradesh,KurungKumey,2010,10.28
ArunachalPradesh,Lohit,2010,21.19
ArunachalPradesh,Lohit,2010,0
ArunachalPradesh,Lohit,2010,582.02
ArunachalPradesh,Lohit,2010,0
ArunachalPradesh,Longding,2010,54.28
ArunachalPradesh,LowerDibangValley,2010,33.65
ArunachalPradesh,LowerDibangValley,2010,6.35
ArunachalPradesh,LowerDibangValley,2010,10.95
ArunachalPradesh,LowerDibangValley,2010,2.07
ArunachalPradesh,LowerSubansiri,2010,27.65
ArunachalPradesh,Namsai,2010,166.82
ArunachalPradesh,PapumPare,2010,46.26
ArunachalPradesh,Tawang,2010,21.95
ArunachalPradesh,Tirap,2010,55.92
ArunachalPradesh,UpperSiang,2010,4.67
ArunachalPradesh,UpperSubansiri,2010,12.61
ArunachalPradesh,WestKameng,2010,13.1
ArunachalPradesh,WestSiang,2010,13.34
Assam,Baksa,2010,439.81
Assam,Barpeta,2010,700.92
Assam,Bongaigaon,2010,494.96
Assam,Cachar,2010,463.24
Assam,Chirang,2010,467.17
Assam,Darrang,2010,589.38
Assam,Dhemaji,2010,252.03
Assam,Dhubri,2010,675.76
Assam,Dibrugarh,2010,386.87
Assam,DimaHasao,2010,48.56
Assam,Goalpara,2010,504.45
Assam,Golaghat,2010,309.48
Assam,Hailakandi,2010,471.47
Assam,Jorhat,2010,387.44
Assam,Kamrup,2010,439.9
Assam,KamrupMetropolitan,2010,1511.17
Assam,KarbiAnglong,2010,73.73
Assam,Karimganj,2010,655.76
Assam,Kokrajhar,2010,294.27
Assam,Lakhimpur,2010,338.44
Assam,Morigaon,2010,619.1
Assam,Nagaon,2010,712.54
Assam,Nalbari,2010,842.22
Assam,Sivasagar,2010,458.52
Assam,Sonitpur,2010,365.82
Assam,Tinsukia,2010,310.98
Assam,Udalguri,2010,415.37
Bihar,Araria,2010,1042.03
Bihar,Arwal,2010,850.85
Bihar,Aurangabad,2010,799.35
Bihar,Aurangabad,2010,1130.23
Bihar,Banka,2010,757.47
Bihar,Begusarai,2010,1600.57
Bihar,Bhagalpur,2010,1116.76
Bihar,Bhojpur,2010,1176.54
Bihar,Buxar,2010,1042.36
Bihar,Darbhanga,2010,1660.93
Bihar,Gaya,2010,896.68
Bihar,Gopalganj,2010,1241.63
Bihar,Jamui,2010,592.31
Bihar,Jehanabad,2010,1249.4
Bihar,Kaimur,2010,475.53
Bihar,Katihar,2010,971.62
Bihar,Khagaria,2010,1142.85
Bihar,Kishanganj,2010,872.43
Bihar,Lakhisarai,2010,801
Bihar,Madhepura,2010,1104.46
Bihar,Madhubani,2010,1233.2
Bihar,Munger,2010,1022.11
Bihar,Muzaffarpur,2010,1547.2
Bihar,Nalanda,2010,1288.41
Bihar,Nawada,2010,934.65
Bihar,PashchimChamparan,2010,742.04
Bihar,Patna,2010,1869.63
Bihar,PurbaChamparan,2010,1283.42
Bihar,Purnia,2010,1026.24
Bihar,Rohtas,2010,797.76
Bihar,Saharsa,2010,1160.38
Bihar,Samastipur,2010,1616.06
Bihar,Saran,2010,1506.77
Bihar,Sheikhpura,2010,1052.26
Bihar,Sheohar,2010,1474.64
Bihar,Sitamarhi,2010,1567.64
Bihar,Siwan,2010,1494.32
Bihar,Supaul,2010,954.76
Bihar,Vaishali,2010,1801.41
Chandigarh,Chandigarh,2010,6923.47
Chhattisgarh,Balod,2010,232.68
Chhattisgarh,BalodaBazar,2010,278.53
Chhattisgarh,Balrampur,2010,111.76
Chhattisgarh,Balrampur,2010,337.38
Chhattisgarh,Bastar,2010,144.94
Chhattisgarh,Bemetara,2010,280.35
Chhattisgarh,Bijapur,2010,29.8
Chhattisgarh,Bijapur,2010,257.68
Chhattisgarh,Bilaspur,2010,366.32
Chhattisgarh,Bilaspur,2010,77.85
Chhattisgarh,Dantewada,2010,97.01
Chhattisgarh,Dhamtari,2010,203.03
Chhattisgarh,Durg,2010,658.27
Chhattisgarh,Gariaband,2010,99.87
Chhattisgarh,Janjgir-Champa,2010,441.46
Chhattisgarh,Jashpur,2010,148.47
Chhattisgarh,Kabeerdham,2010,195.44
Chhattisgarh,Kondagaon,2010,113.42
Chhattisgarh,Korba,2010,187.12
Chhattisgarh,Koriya,2010,105.44
Chhattisgarh,Mahasamund,2010,212.65
Chhattisgarh,Mungeli,2010,261.79
Chhattisgarh,Narayanpur,2010,28.63
Chhattisgarh,Raigarh,2010,204.59
Chhattisgarh,Raigarh,2010,370.83
Chhattisgarh,Raipur,2010,675.51
Chhattisgarh,Rajnandgaon,2010,191.91
Chhattisgarh,Sukma,2010,46.47
Chhattisgarh,Surajpur,2010,144.78
Chhattisgarh,Surguja,2010,214.27
Chhattisgarh,UttarBastarKanker,2010,111.6
DadraandNagarHaveli,DadraandNagarHaveli,2010,820.36
DamanandDiu,Daman,2010,1594.08
DamanandDiu,Diu,2010,2346.13
Goa,NorthGoa,2010,483.35
Goa,SouthGoa,2010,338.06
Gujarat,Ahmadabad,2010,967.04
Gujarat,Amreli,2010,212.32
Gujarat,Anand,2010,870.58
Gujarat,Aravalli,2010,335.51
Gujarat,BanasKantha,2010,290.74
Gujarat,Bharuch,2010,291.6
Gujarat,Bhavnagar,2010,353.79
Gujarat,Botad,2010,281.82
Gujarat,ChhotaUdaipur,2010,316.75
Gujarat,Dahod,2010,556.45
Gujarat,DevbhumiDwarka,2010,176.24
Gujarat,Gandhinagar,2010,547.31
Gujarat,GirSomnath,2010,483.63
Gujarat,Jamnagar,2010,205.27
Gujarat,Junagadh,2010,268.79
Gujarat,Kachchh,2010,48.64
Gujarat,Kheda,2010,514.97
Gujarat,Mahesana,2010,474.95
Gujarat,Mahisagar,2010,406.99
Gujarat,Morbi,2010,193.43
Gujarat,Narmada,2010,210.77
Gujarat,Navsari,2010,630.02
Gujarat,PanchMahals,2010,539.77
Gujarat,Patan,2010,250.53
Gujarat,Porbandar,2010,264.77
Gujarat,Rajkot,2010,394.6
Gujarat,SabarKantha,2010,331.92
Gujarat,Surat,2010,1359.21
Gujarat,Surendranagar,2010,173.16
Gujarat,Tapi,2010,275.73
Gujarat,TheDangs,2010,141.35
Gujarat,Vadodara,2010,761.98
Gujarat,Valsad,2010,587.76
Haryana,Ambala,2010,726.11
Haryana,Bhiwani,2010,356.23
Haryana,Faridabad,2010,1821.67
Haryana,Fatehabad,2010,377.63
Haryana,Gurgaon,2010,1184.67
Haryana,Hisar,2010,436
Haryana,Jhajjar,2010,498.06
Haryana,Jind,2010,494.8
Haryana,Kaithal,2010,495.97
Haryana,Karnal,2010,595.45
Haryana,Kurukshetra,2010,561.21
Haryana,Mahendragarh,2010,475.91
Haryana,Mewat,2010,643.03
Haryana,Palwal,2010,894.49
Haryana,Panchkula,2010,683.59
Haryana,Panipat,2010,973.31
Haryana,Rewari,2010,582.76
Haryana,Rohtak,2010,661.8
Haryana,Sirsa,2010,312.58
Haryana,Sonipat,2010,704.98
Haryana,Yamunanagar,2010,832.89
HimachalPradesh,Bilaspur,2010,1738.8
HimachalPradesh,Bilaspur,2010,369.53
HimachalPradesh,Chamba,2010,80.88
HimachalPradesh,Hamirpur,2010,421.59
HimachalPradesh,Hamirpur,2010,1262.61
HimachalPradesh,Kangra,2010,269
HimachalPradesh,Kinnaur,2010,13.78
HimachalPradesh,Kinnaur,2010,0.01
HimachalPradesh,Kinnaur,2010,0
HimachalPradesh,Kinnaur,2010,753.4
HimachalPradesh,Kinnaur,2010,0.42
HimachalPradesh,Kinnaur,2010,0.12
HimachalPradesh,Kinnaur,2010,856.78
HimachalPradesh,Kinnaur,2010,0.48
HimachalPradesh,Kinnaur,2010,0.14
HimachalPradesh,Kullu,2010,78.52
HimachalPradesh,Lahul&Spiti,2010,2.43
HimachalPradesh,Lahul&Spiti,2010,0
HimachalPradesh,Lahul&Spiti,2010,172.03
HimachalPradesh,Lahul&Spiti,2010,0.29
HimachalPradesh,Mandi,2010,267.37
HimachalPradesh,Shimla,2010,164.56
HimachalPradesh,Sirmaur,2010,179.32
HimachalPradesh,Solan,2010,330.99
HimachalPradesh,Una,2010,321.13
JammuandKashmir,Anantnag,2010,348.34
JammuandKashmir,Badgam,2010,617.44
JammuandKashmir,Bandipore,2010,75.59
JammuandKashmir,Baramulla,2010,483.79
JammuandKashmir,Doda,2010,196.66
JammuandKashmir,Ganderbal,2010,257.71
JammuandKashmir,Jammu,2010,712.13
JammuandKashmir,Kargil,2010,9.72
JammuandKashmir,Kathua,2010,224.58
JammuandKashmir,Kishtwar,2010,24.33
JammuandKashmir,Kulgam,2010,427.95
JammuandKashmir,Kupwara,2010,302.52
JammuandKashmir,Leh(Ladakh),2010,2.87
JammuandKashmir,Poonch,2010,324.69
JammuandKashmir,Pulwama,2010,779.56
JammuandKashmir,Rajouri,2010,200.94
JammuandKashmir,Ramban,2010,255.18
JammuandKashmir,Reasi,2010,146.3
JammuandKashmir,Samba,2010,456.29
JammuandKashmir,Shupiyan,2010,663.72
JammuandKashmir,Srinagar,2010,1823.62
JammuandKashmir,Udhampur,2010,251.37
Jharkhand,Bokaro,2010,734.06
Jharkhand,Chatra,2010,284.41
Jharkhand,Deoghar,2010,610.97
Jharkhand,Dhanbad,2010,1357.84
Jharkhand,Dumka,2010,346.13
Jharkhand,Garhwa,2010,347.45
Jharkhand,Giridih,2010,492.19
Jharkhand,Godda,2010,564.17
Jharkhand,Gumla,2010,198.52
Jharkhand,Hazaribagh,2010,393.96
Jharkhand,Jamtara,2010,410.82
Jharkhand,Khunti,2010,198.16
Jharkhand,Kodarma,2010,427.67
Jharkhand,Latehar,2010,179.31
Jharkhand,Lohardaga,2010,310.6
Jharkhand,Pakur,2010,446.62
Jharkhand,Palamu,2010,428.88
Jharkhand,PashchimiSinghbhum,2010,210.66
Jharkhand,PurbiSinghbhum,2010,715.82
Jharkhand,Ramgarh,2010,703.73
Jharkhand,Ranchi,2010,606.19
Jharkhand,Sahibganj,2010,725.59
Jharkhand,Saraikela-kharsawan,2010,324.17
Jharkhand,Simdega,2010,159.37
Karnataka,Bagalkot,2010,284.76
Karnataka,Bangalore,2010,4398.88
Karnataka,BangaloreRural,2010,467.23
Karnataka,Belgaum,2010,365.88
Karnataka,Bellary,2010,298.24
Karnataka,Bidar,2010,316.55
Karnataka,Bijapur,2010,24.82
Karnataka,Bijapur,2010,214.61
Karnataka,Chamrajnagar,2010,186.19
Karnataka,Chikballapura,2010,290.71
Karnataka,Chikmagalur,2010,166.43
Karnataka,Chitradurga,2010,201.16
Karnataka,DakshinaKannada,2010,475.96
Karnataka,Davanagere,2010,356.4
Karnataka,Dharwad,2010,441.2
Karnataka,Gadag,2010,250.44
Karnataka,Gulbarga,2010,229.4
Karnataka,Hassan,2010,270.08
Karnataka,Haveri,2010,316.41
Karnataka,Kodagu,2010,153.56
Karnataka,Kolar,2010,389.25
Karnataka,Koppal,2010,248.91
Karnataka,Mandya,2010,349.74
Karnataka,Mysore,2010,503.2
Karnataka,Raichur,2010,230.99
Karnataka,Ramanagara,2010,323.38
Karnataka,Shimoga,2010,193.29
Karnataka,Tumkur,2010,260.64
Karnataka,Udupi,2010,306.07
Karnataka,UttaraKannada,2010,147.33
Karnataka,Yadgir,2010,221.99
Kerala,Alappuzha,2010,1768.91
Kerala,Ernakulam,2010,1502.55
Kerala,Idukki,2010,230.99
Kerala,Kannur,2010,927.28
Kerala,Kasaragod,2010,639.04
Kerala,Kollam,2010,1059.85
Kerala,Kottayam,2010,959.3
Kerala,Kozhikode,2010,1425.09
Kerala,Malappuram,2010,1189.04
Kerala,Palakkad,2010,652.1
Kerala,Pathanamthitta,2010,549.25
Kerala,Thiruvananthapuram,2010,1634.87
Kerala,Thrissur,2010,1103.73
Kerala,Wayanad,2010,398.74
Lakshadweep,Lakshadweep,2010,1883.36
MadhyaPradesh,AgarMalwa,2010,210.45
MadhyaPradesh,Alirajpur,2010,231.05
MadhyaPradesh,Anuppur,2010,316.22
MadhyaPradesh,Ashoknagar,2010,189.59
MadhyaPradesh,Balaghat,2010,184.55
MadhyaPradesh,Barwani,2010,265.95
MadhyaPradesh,Betul,2010,161.72
MadhyaPradesh,Bhind,2010,383.39
MadhyaPradesh,Bhopal,2010,877.05
MadhyaPradesh,Burhanpur,2010,242.22
MadhyaPradesh,Chhatarpur,2010,206.28
MadhyaPradesh,Chhindwara,2010,183.29
MadhyaPradesh,Damoh,2010,175.26
MadhyaPradesh,Datia,2010,313.76
MadhyaPradesh,Dewas,2010,225.52
MadhyaPradesh,Dhar,2010,276.44
MadhyaPradesh,Dindori,2010,131.3
MadhyaPradesh,EastNimar,2010,173.57
MadhyaPradesh,Guna,2010,191.1
MadhyaPradesh,Gwalior,2010,453.98
MadhyaPradesh,Harda,2010,183.01
MadhyaPradesh,Hoshangabad,2010,193.32
MadhyaPradesh,Indore,2010,836.81
MadhyaPradesh,Jabalpur,2010,548.85
MadhyaPradesh,Jhabua,2010,291.11
MadhyaPradesh,Katni,2010,273.7
MadhyaPradesh,Mandla,2010,136.37
MadhyaPradesh,Mandsaur,2010,233.99
MadhyaPradesh,Morena,2010,400.8
MadhyaPradesh,Narsimhapur,2010,226.17
MadhyaPradesh,Neemuch,2010,187.48
MadhyaPradesh,Panna,2010,150.32
MadhyaPradesh,Raisen,2010,159.49
MadhyaPradesh,Rajgarh,2010,244.9
MadhyaPradesh,Ratlam,2010,299.02
MadhyaPradesh,Rewa,2010,385.48
MadhyaPradesh,Sagar,2010,240.3
MadhyaPradesh,Satna,2010,305.97
MadhyaPradesh,Sehore,2010,202.25
MadhyaPradesh,Seoni,2010,160.8
MadhyaPradesh,Shahdol,2010,161.64
MadhyaPradesh,Shajapur,2010,280.38
MadhyaPradesh,Sheopur,2010,114.13
MadhyaPradesh,Shivpuri,2010,167.36
MadhyaPradesh,Sidhi,2010,236.82
MadhyaPradesh,Singrauli,2010,210.45
MadhyaPradesh,Tikamgarh,2010,287.93
MadhyaPradesh,Ujjain,2010,332.62
MadhyaPradesh,Umaria,2010,142.04
MadhyaPradesh,Vidisha,2010,202.72
MadhyaPradesh,WestNimar,2010,230.19
Maharashtra,Ahmadnagar,2010,279.01
Maharashtra,Akola,2010,343.9
Maharashtra,Amravati,2010,244.75
Maharashtra,Aurangabad,2010,258.31
Maharashtra,Aurangabad,2010,365.23
Maharashtra,Bhandara,2010,296.96
Maharashtra,Bid,2010,241.56
Maharashtra,Buldana,2010,273.42
Maharashtra,Chandrapur,2010,202.7
Maharashtra,Dhule,2010,290.4
Maharashtra,Garhchiroli,2010,77.61
Maharashtra,Gondiya,2010,272.68
Maharashtra,Hingoli,2010,256.26
Maharashtra,Jalgaon,2010,366.67
Maharashtra,Jalna,2010,255.3
Maharashtra,Kolhapur,2010,492.32
Maharashtra,Latur,2010,341.15
Maharashtra,MumbaiCity,2010,47329.69
Maharashtra,MumbaiSuburban,2010,24783.72
Maharashtra,Nagpur,2010,479.76
Maharashtra,Nanded,2010,324.6
Maharashtra,Nandurbar,2010,279
Maharashtra,Nashik,2010,395.79
Maharashtra,Osmanabad,2010,232.35
Maharashtra,Palghar,2010,551.95
Maharashtra,Parbhani,2010,289.56
Maharashtra,Pune,2010,607.77
Maharashtra,Raigarh,2010,203.66
Maharashtra,Raigarh,2010,369.13
Maharashtra,Ratnagiri,2010,197.6
Maharashtra,Sangli,2010,356.23
Maharashtra,Satara,2010,291.26
Maharashtra,Sindhudurg,2010,167.95
Maharashtra,Solapur,2010,297.57
Maharashtra,Thane,2010,1722.29
Maharashtra,Wardha,2010,213.85
Maharashtra,Washim,2010,234.08
Maharashtra,Yavatmal,2010,209.77
Manipur,Bishnupur,2010,576.24
Manipur,Chandel,2010,44.57
Manipur,Churachandpur,2010,56.38
Manipur,ImphalEast,2010,595.56
Manipur,ImphalWest,2010,1131.04
Manipur,Senapati,2010,114.61
Manipur,Tamenglong,2010,34.44
Manipur,Thoubal,2010,707.03
Manipur,Ukhrul,2010,40.46
Meghalaya,EastGaroHills,2010,93.09
Meghalaya,EastKhasiHills,2010,293.02
Meghalaya,JaintiaHills,2010,107.25
Meghalaya,NorthGaroHills,2010,119.89
Meghalaya,RiBhoi,2010,105.55
Meghalaya,SouthGaroHills,2010,76.25
Meghalaya,SouthWestGaroHills,2010,317.09
Meghalaya,SouthWestKhasiHills,2010,77.86
Meghalaya,WestGaroHills,2010,197.7
Meghalaya,WestKhasiHills,2010,68.26
Mizoram,Aizawl,2010,115.22
Mizoram,Champhai,2010,35.4
Mizoram,Kolasib,2010,80.17
Mizoram,Lawangtlai,2010,50.19
Mizoram,Lunglei,2010,35.83
Mizoram,Mamit,2010,29.31
Mizoram,Saiha,2010,36
Mizoram,Serchhip,2010,45.33
Nagaland,Dimapur,2010,613.2
Nagaland,Kiphire,2010,69.63
Nagaland,Kohima,2010,195.64
Nagaland,Longleng,2010,94.91
Nagaland,Mokokchung,2010,127.57
Nagaland,Mon,2010,109.75
Nagaland,Peren,2010,55.6
Nagaland,Phek,2010,80.62
Nagaland,Tuensang,2010,90.05
Nagaland,Wokha,2010,85.95
Nagaland,Zunheboto,2010,90.83
NCTofDelhi,West,2010,11027.29
Odisha,Anugul,2010,199.39
Odisha,Balangir,2010,263.04
Odisha,Baleshwar,2010,611.1
Odisha,Bargarh,2010,244.98
Odisha,Bauda,2010,150.02
Odisha,Bhadrak,2010,594.41
Odisha,Cuttack,2010,756.48
Odisha,Debagarh,2010,115.37
Odisha,Dhenkanal,2010,287.77
Odisha,Gajapati,2010,154.1
Odisha,Ganjam,2010,431.55
Odisha,Jagatsinghapur,2010,711.5
Odisha,Jajapur,2010,664.87
Odisha,Jharsuguda,2010,277.31
Odisha,Kalahandi,2010,206.86
Odisha,Kandhamal,2010,93.92
Odisha,Kendrapara,2010,635.1
Odisha,Kendujhar,2010,226.48
Odisha,Khordha,2010,696.01
Odisha,Koraput,2010,166.15
Odisha,Malkangiri,2010,110.27
Odisha,Mayurbhanj,2010,252.08
Odisha,Nabarangapur,2010,231.14
Odisha,Nayagarh,2010,248.92
Odisha,Nuapada,2010,166.27
Odisha,Puri,2010,481.33
Odisha,Rayagada,2010,138.64
Odisha,Sambalpur,2010,178.04
Odisha,Subarnapur,2010,259.14
Odisha,Sundargarh,2010,218.71
Puducherry,Karaikal,2010,1235.22
Puducherry,Mahe,2010,1045.96
Puducherry,Puducherry,2010,3457.18
Puducherry,Yanam,2010,1104.69
Punjab,Amritsar,2010,932.33
Punjab,Barnala,2010,436.68
Punjab,Bathinda,2010,447.49
Punjab,Faridkot,2010,423
Punjab,FatehgarhSahib,2010,511.97
Punjab,Fazilka,2010,364.02
Punjab,Firozpur,2010,393.74
Punjab,Gurdaspur,2010,664.88
Punjab,Hoshiarpur,2010,497.58
Punjab,Jalandhar,2010,879.24
Punjab,Kapurthala,2010,474.53
Punjab,Ludhiana,2010,971.31
Punjab,Mansa,2010,317.79
Punjab,Moga,2010,433.23
Punjab,Muktsar,2010,379.49
Punjab,Pathankot,2010,690.02
Punjab,Patiala,2010,595.83
Punjab,Rupnagar,2010,493.52
Punjab,SahibzadaAjitSinghNagar,2010,1176.37
Punjab,Sangrur,2010,469.42
Punjab,ShahidBhagatSinghNagar,2010,516.33
Punjab,TarnTaran,2010,468.26
Rajasthan,Ajmer,2010,306.11
Rajasthan,Alwar,2010,457.21
Rajasthan,Banswara,2010,409.52
Rajasthan,Baran,2010,180.25
Rajasthan,Barmer,2010,91.02
Rajasthan,Bharatpur,2010,493.9
Rajasthan,Bhilwara,2010,236.9
Rajasthan,Bikaner,2010,75.57
Rajasthan,Bundi,2010,205.34
Rajasthan,Chittaurgarh,2010,210.4
Rajasthan,Churu,2010,138.37
Rajasthan,Dausa,2010,510.83
Rajasthan,Dhaulpur,2010,414.85
Rajasthan,Dungarpur,2010,368.26
Rajasthan,Ganganagar,2010,182.26
Rajasthan,Hanumangarh,2010,189.24
Rajasthan,Jaipur,2010,596.49
Rajasthan,Jaisalmer,2010,17.09
Rajasthan,Jalor,2010,171.92
Rajasthan,Jhalawar,2010,233.8
Rajasthan,Jhunjhunun,2010,383.57
Rajasthan,Jodhpur,2010,163.18
Rajasthan,Karauli,2010,294.23
Rajasthan,Kota,2010,358.12
Rajasthan,Nagaur,2010,186.76
Rajasthan,Pali,2010,167.96
Rajasthan,Pratapgarh,2010,205.44
Rajasthan,Pratapgarh,2010,782.53
Rajasthan,Rajsamand,2010,249.84
Rajasthan,SawaiMadhopur,2010,277.99
Rajasthan,Sikar,2010,348.93
Rajasthan,Sirohi,2010,204.37
Rajasthan,Tonk,2010,197.18
Rajasthan,Udaipur,2010,254.64
Sikkim,EastSikkim,2010,314.75
Sikkim,NorthSikkim,2010,9.97
Sikkim,SouthSikkim,2010,198.77
Sikkim,WestSikkim,2010,106.46
TamilNadu,Ariyalur,2010,369.13
TamilNadu,Chennai,2010,23493.78
TamilNadu,Coimbatore,2010,804.52
TamilNadu,Cuddalore,2010,742.03
TamilNadu,Dharmapuri,2010,345.81
TamilNadu,Dindigul,2010,369.08
TamilNadu,Erode,2010,352.88
TamilNadu,Kancheepuram,2010,1035.18
TamilNadu,Kanniyakumari,2010,1227.23
TamilNadu,Karur,2010,348.36
TamilNadu,Krishnagiri,2010,369.48
TamilNadu,Madurai,2010,825.2
TamilNadu,Nagappattinam,2010,686.71
TamilNadu,Namakkal,2010,557.34
TamilNadu,Perambalur,2010,290.27
TamilNadu,Pudukkottai,2010,360.3
TamilNadu,Ramanathapuram,2010,303.24
TamilNadu,Salem,2010,706.89
TamilNadu,Sivaganga,2010,358.46
TamilNadu,Thanjavur,2010,713.67
TamilNadu,TheNilgiris,2010,302.12
TamilNadu,Theni,2010,465.55
TamilNadu,Thiruvallur,2010,980.61
TamilNadu,Thiruvarur,2010,571.48
TamilNadu,Thoothukkudi,2010,384.01
TamilNadu,Tiruchirappalli,2010,644.27
TamilNadu,Tirunelveli,2010,459.8
TamilNadu,Tiruppur,2010,507.1
TamilNadu,Tiruvannamalai,2010,426.19
TamilNadu,Vellore,2010,648.51
TamilNadu,Viluppuram,2010,519.96
TamilNadu,Virudunagar,2010,466.44
Telangana,Adilabad,2010,169.47
Telangana,Hyderabad,2010,17906.83
Telangana,Karimnagar,2010,333.91
Telangana,Khammam,2010,179.01
Telangana,Mahbubnagar,2010,227.27
Telangana,Medak,2010,318.73
Telangana,Nalgonda,2010,255.21
Telangana,Nizamabad,2010,332.21
Telangana,RangaReddy,2010,838.85
Telangana,Warangal,2010,287.7
Tripura,Dhalai,2010,153.42
Tripura,Gomati,2010,353.17
Tripura,Khowai,2010,291.68
Tripura,NorthTripura,2010,266.48
Tripura,Sipahijala,2010,443.04
Tripura,SouthTripura,2010,267.97
Tripura,Unokoti,2010,440.81
Tripura,WestTripura,2010,1004.27
UttarPradesh,Agra,2010,1145.87
UttarPradesh,Aligarh,2010,974.12
UttarPradesh,Allahabad,2010,846.6
UttarPradesh,AmbedkarNagar,2010,1095.04
UttarPradesh,Amethi,2010,810.64
UttarPradesh,Amroha,2010,856.17
UttarPradesh,Auraiya,2010,664.3
UttarPradesh,Azamgarh,2010,1080.23
UttarPradesh,Baghpat,2010,979.46
UttarPradesh,Bahraich,2010,606.91
UttarPradesh,Ballia,2010,1080.48
UttarPradesh,Balrampur,2010,210.34
UttarPradesh,Balrampur,2010,635.01
UttarPradesh,Banda,2010,415.23
UttarPradesh,Barabanki,2010,844.07
UttarPradesh,Bareilly,2010,1138.51
UttarPradesh,Basti,2010,846.17
UttarPradesh,Bijnor,2010,849.49
UttarPradesh,Budaun,2010,780.31
UttarPradesh,Bulandshahr,2010,1014.59
UttarPradesh,Chandauli,2010,713.27
UttarPradesh,Chitrakoot,2010,332.09
UttarPradesh,Deoria,2010,1209.84
UttarPradesh,Etah,2010,751.26
UttarPradesh,Etawah,2010,738.33
UttarPradesh,Faizabad,2010,1223.89
UttarPradesh,Farrukhabad,2010,884.73
UttarPradesh,Fatehpur,2010,645.93
UttarPradesh,Firozabad,2010,1054.45
UttarPradesh,GautamBuddhaNagar,2010,2088.07
UttarPradesh,Ghaziabad,2010,2885.95
UttarPradesh,Ghazipur,2010,1077.94
UttarPradesh,Gonda,2010,761.25
UttarPradesh,Gorakhpur,2010,1394.47
UttarPradesh,Hamirpur,2010,111.34
UttarPradesh,Hamirpur,2010,333.45
UttarPradesh,Hapur,2010,1262.34
UttarPradesh,Hardoi,2010,694.07
UttarPradesh,Hathras,2010,963.67
UttarPradesh,Jalaun,2010,388.6
UttarPradesh,Jaunpur,2010,1100.58
UttarPradesh,Jhansi,2010,404.28
UttarPradesh,Kannauj,2010,818.61
UttarPradesh,KanpurDehat,2010,575.39
UttarPradesh,KanpurNagar,2010,1540.2
UttarPradesh,Kasganj,2010,719.8
UttarPradesh,Kaushambi,2010,1626.08
UttarPradesh,Kushinagar,2010,1260.44
UttarPradesh,LakhimpurKheri,2010,522.59
UttarPradesh,Lalitpur,2010,247.31
UttarPradesh,Lucknow,2010,1895.68
UttarPradesh,Maharajganj,2010,993.11
UttarPradesh,Mahoba,2010,305.89
UttarPradesh,Mainpuri,2010,693.24
UttarPradesh,Mathura,2010,772.05
UttarPradesh,Mau,2010,1214.9
UttarPradesh,Meerut,2010,1357.04
