district,state,year,Total Population,Children (0–6 years)(%),SC/ST Population (%),Agricultural Workforce (%),Marginal Workers (%),Non-Workers (%),Population Density,Exposure Score
adilabad,telangana,1981,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.381241345
adilabad,telangana,1982,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.381310051
adilabad,telangana,1983,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.380722621
adilabad,telangana,1984,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.379773231
adilabad,telangana,1985,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.378712565
adilabad,telangana,1986,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.377332386
adilabad,telangana,1987,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.375508512
adilabad,telangana,1988,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.373474945
adilabad,telangana,1989,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.371195855
adilabad,telangana,1990,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.3686274
adilabad,telangana,1991,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.365629119
adilabad,telangana,1992,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.360965287
adilabad,telangana,1993,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.35568595
adilabad,telangana,1994,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.349668276
adilabad,telangana,1995,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.341857889
adilabad,telangana,1996,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.331538104
adilabad,telangana,1997,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.322258913
adilabad,telangana,1998,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.31395315
adilabad,telangana,1999,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.311255383
adilabad,telangana,2000,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.307087434
adilabad,telangana,2001,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.301507847
adilabad,telangana,2002,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.301776634
adilabad,telangana,2003,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.302188712
adilabad,telangana,2004,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.303037089
adilabad,telangana,2005,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.303907885
adilabad,telangana,2006,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.304902221
adilabad,telangana,2007,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.306056853
adilabad,telangana,2008,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.308267478
adilabad,telangana,2009,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.309539465
adilabad,telangana,2010,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.31026643
adilabad,telangana,2011,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.311055718
adilabad,telangana,2012,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.30874731
adilabad,telangana,2013,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.307603876
adilabad,telangana,2014,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.308552124
adilabad,telangana,2015,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.308608166
adilabad,telangana,2016,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.305916239
adilabad,telangana,2017,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.299148194
adilabad,telangana,2018,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.292268145
adilabad,telangana,2019,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.287515708
adilabad,telangana,2020,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.286342394
adilabad,telangana,2021,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.286321339
adilabad,telangana,2022,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.287444758
adilabad,telangana,2023,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.288969182
adilabad,telangana,2024,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.290707298
adilabad,telangana,2025,2741239,0.113084631,0.35910404,0.309585921,0.093828739,0.517128204,170.8649413,0.292434241
agra,uttar pradesh,1981,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.396034738
agra,uttar pradesh,1982,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397414491
agra,uttar pradesh,1983,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397852626
agra,uttar pradesh,1984,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397840815
agra,uttar pradesh,1985,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397803939
agra,uttar pradesh,1986,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397561368
agra,uttar pradesh,1987,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.397015811
agra,uttar pradesh,1988,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.396403819
agra,uttar pradesh,1989,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.395716951
agra,uttar pradesh,1990,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.394946591
agra,uttar pradesh,1991,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.393941763
agra,uttar pradesh,1992,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.390685684
agra,uttar pradesh,1993,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.386941709
agra,uttar pradesh,1994,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.382609507
agra,uttar pradesh,1995,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.377138235
agra,uttar pradesh,1996,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.370077832
agra,uttar pradesh,1997,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.362678826
agra,uttar pradesh,1998,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.355162629
agra,uttar pradesh,1999,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.353230029
agra,uttar pradesh,2000,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.348963585
agra,uttar pradesh,2001,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.341761782
agra,uttar pradesh,2002,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.34223723
agra,uttar pradesh,2003,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.342786709
agra,uttar pradesh,2004,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.343628139
agra,uttar pradesh,2005,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.344500083
agra,uttar pradesh,2006,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.345511726
agra,uttar pradesh,2007,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.346567141
agra,uttar pradesh,2008,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.347902962
agra,uttar pradesh,2009,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.348509358
agra,uttar pradesh,2010,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.348695212
agra,uttar pradesh,2011,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.348937256
agra,uttar pradesh,2012,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.346624431
agra,uttar pradesh,2013,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.345828711
agra,uttar pradesh,2014,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.347553666
agra,uttar pradesh,2015,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.347252881
agra,uttar pradesh,2016,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.341988773
agra,uttar pradesh,2017,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.329464146
agra,uttar pradesh,2018,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.317295253
agra,uttar pradesh,2019,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.307868353
agra,uttar pradesh,2020,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.302459983
agra,uttar pradesh,2021,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.2985679
agra,uttar pradesh,2022,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.296014918
agra,uttar pradesh,2023,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.294781797
agra,uttar pradesh,2024,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.294406442
agra,uttar pradesh,2025,4418797,0.152520018,0.225984584,0.117662341,0.076781531,0.68547005,1253.37116,0.294384863
ahmadabad,gujarat,1981,3781029.684,0.163401173,0.114843062,0.074253791,0.035650664,0.683023667,488.9337591,0.374104895
ahmadabad,gujarat,1982,3863338.305,0.161847322,0.114936014,0.073680573,0.035675389,0.681599567,499.5772787,0.374233076
ahmadabad,gujarat,1983,3947438.689,0.160293471,0.115028966,0.073107356,0.035700114,0.680175466,510.4524954,0.373512821
ahmadabad,gujarat,1984,4033369.841,0.158739621,0.115121918,0.072534139,0.035724838,0.678751366,521.5644528,0.372331841
ahmadabad,gujarat,1985,4121171.614,0.15718577,0.11521487,0.071960921,0.035749563,0.677327266,532.9183047,0.371050829
ahmadabad,gujarat,1986,4210884.729,0.15563192,0.115307822,0.071387704,0.035774288,0.675903165,544.5193167,0.369488724
ahmadabad,gujarat,1987,4302550.795,0.154078069,0.115400774,0.070814487,0.035799013,0.674479065,556.3728692,0.3675416
ahmadabad,gujarat,1988,4396212.324,0.152524219,0.115493726,0.07024127,0.035823737,0.673054965,568.4844598,0.365411905
ahmadabad,gujarat,1989,4491912.756,0.150970368,0.115586678,0.069668052,0.035848462,0.671630864,580.8597057,0.363068249
ahmadabad,gujarat,1990,4589696.475,0.149416518,0.115679631,0.069094835,0.035873187,0.670206764,593.5043462,0.360472917
ahmadabad,gujarat,1991,4689608.832,0.147862667,0.115772583,0.068521618,0.035897911,0.668782663,606.4242459,0.357443316
ahmadabad,gujarat,1992,4791696.165,0.146308817,0.115865535,0.067948401,0.035922636,0.667358563,619.6253968,0.352006608
ahmadabad,gujarat,1993,4896005.82,0.144754966,0.115958487,0.067375183,0.035947361,0.665934463,633.1139215,0.34581281
ahmadabad,gujarat,1994,5002586.176,0.143201115,0.116051439,0.066801966,0.035972085,0.664510362,646.8960756,0.338696332
ahmadabad,gujarat,1995,5111486.662,0.141647265,0.116144391,0.066228749,0.03599681,0.663086262,660.9782511,0.330147479
ahmadabad,gujarat,1996,5222757.784,0.140093414,0.116237343,0.065655531,0.036021535,0.661662162,675.3669793,0.320017816
ahmadabad,gujarat,1997,5336451.15,0.138539564,0.116330295,0.065082314,0.03604626,0.660238061,690.0689334,0.309334306
ahmadabad,gujarat,1998,5452619.488,0.136985713,0.116423247,0.064509097,0.036070984,0.658813961,705.0909319,0.298525428
ahmadabad,gujarat,1999,5571316.676,0.135431863,0.116516199,0.06393588,0.036095709,0.65738986,720.4399419,0.293644674
ahmadabad,gujarat,2000,5692597.764,0.133878012,0.116609151,0.063362662,0.036120434,0.65596576,736.1230819,0.286253069
ahmadabad,gujarat,2001,5816519,0.132324162,0.116702103,0.062789445,0.036145158,0.65454166,752.1476257,0.276413765
ahmadabad,gujarat,2002,5943137.857,0.130770311,0.116795055,0.062216228,0.036169883,0.653117559,768.5210052,0.276237034
ahmadabad,gujarat,2003,6072513.06,0.12921646,0.116888007,0.06164301,0.036194608,0.651693459,785.2508141,0.276324904
ahmadabad,gujarat,2004,6204704.61,0.12766261,0.116980959,0.061069793,0.036219332,0.650269359,802.3448115,0.276838548
ahmadabad,gujarat,2005,6339773.817,0.126108759,0.117073911,0.060496576,0.036244057,0.648845258,819.8109254,0.277440094
ahmadabad,gujarat,2006,6477783.323,0.124554909,0.117166863,0.059923359,0.036268782,0.647421158,837.6572562,0.278258388
ahmadabad,gujarat,2007,6618797.136,0.123001058,0.117259815,0.059350141,0.036293506,0.645997057,855.892081,0.279201494
ahmadabad,gujarat,2008,6762880.656,0.121447208,0.117352767,0.058776924,0.036318231,0.644572957,874.5238566,0.280669723
ahmadabad,gujarat,2009,6910100.706,0.119893357,0.11744572,0.058203707,0.036342956,0.643148857,893.5612244,0.281932137
ahmadabad,gujarat,2010,7060525.566,0.118339507,0.117538672,0.05763049,0.036367681,0.641724756,913.0130136,0.283097366
ahmadabad,gujarat,2011,7214225,0.116785656,0.117631624,0.057057272,0.036392405,0.640300656,932.8882455,0.284333673
ahmadabad,gujarat,2012,7371270.292,0.115231806,0.117724576,0.056484055,0.03641713,0.638876556,953.1961382,0.283963735
ahmadabad,gujarat,2013,7531734.278,0.113677955,0.117817528,0.055910838,0.036441855,0.637452455,973.9461101,0.286287252
ahmadabad,gujarat,2014,7695691.378,0.112124104,0.11791048,0.05533762,0.036466579,0.636028355,995.1477848,0.29122695
ahmadabad,gujarat,2015,7863217.633,0.110570254,0.118003432,0.054764403,0.036491304,0.634604255,1016.810995,0.294924312
ahmadabad,gujarat,2016,8034390.74,0.109016403,0.118096384,0.054191186,0.036516029,0.633180154,1038.945789,0.289304916
ahmadabad,gujarat,2017,8209290.087,0.107462553,0.118189336,0.053617969,0.036540753,0.631756054,1061.562431,0.273129746
ahmadabad,gujarat,2018,8387996.79,0.105908702,0.118282288,0.053044751,0.036565478,0.630331953,1084.671411,0.258331152
ahmadabad,gujarat,2019,8570593.729,0.104354852,0.11837524,0.052471534,0.036590203,0.628907853,1108.283447,0.247139095
ahmadabad,gujarat,2020,8757165.592,0.102801001,0.118468192,0.051898317,0.036614928,0.627483753,1132.409489,0.240958987
ahmadabad,gujarat,2021,8947798.907,0.101247151,0.118561144,0.0513251,0.036639652,0.626059652,1157.060727,0.236649313
ahmadabad,gujarat,2022,9142582.088,0.0996933,0.118654096,0.050751882,0.036664377,0.624635552,1182.248594,0.234021316
ahmadabad,gujarat,2023,9341605.472,0.09813945,0.118747048,0.050178665,0.036689102,0.623211452,1207.984772,0.232964926
ahmadabad,gujarat,2024,9544961.364,0.096585599,0.11884,0.049605448,0.036713826,0.621787351,1234.281196,0.23294649
ahmadabad,gujarat,2025,9752744.078,0.095031748,0.118932952,0.04903223,0.036738551,0.620363251,1261.150063,0.233378035
ahmadnagar,maharashtra,1981,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.379355149
ahmadnagar,maharashtra,1982,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.380110079
ahmadnagar,maharashtra,1983,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.379831199
ahmadnagar,maharashtra,1984,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.379013948
ahmadnagar,maharashtra,1985,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.378082955
ahmadnagar,maharashtra,1986,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.376844259
ahmadnagar,maharashtra,1987,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.375183227
ahmadnagar,maharashtra,1988,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.373310936
ahmadnagar,maharashtra,1989,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.371189755
ahmadnagar,maharashtra,1990,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.368773716
ahmadnagar,maharashtra,1991,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.365920671
ahmadnagar,maharashtra,1992,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.36140395
ahmadnagar,maharashtra,1993,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.35626144
ahmadnagar,maharashtra,1994,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.350368059
ahmadnagar,maharashtra,1995,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.342577599
ahmadnagar,maharashtra,1996,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.331980151
ahmadnagar,maharashtra,1997,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.322349668
ahmadnagar,maharashtra,1998,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.313655472
ahmadnagar,maharashtra,1999,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.309176587
ahmadnagar,maharashtra,2000,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.302663521
ahmadnagar,maharashtra,2001,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.294201366
ahmadnagar,maharashtra,2002,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.294291335
ahmadnagar,maharashtra,2003,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.294630262
ahmadnagar,maharashtra,2004,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.295370769
ahmadnagar,maharashtra,2005,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.296142704
ahmadnagar,maharashtra,2006,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.297074489
ahmadnagar,maharashtra,2007,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.29816904
ahmadnagar,maharashtra,2008,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.30033137
ahmadnagar,maharashtra,2009,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.302206146
ahmadnagar,maharashtra,2010,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.30390283
ahmadnagar,maharashtra,2011,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.30558985
ahmadnagar,maharashtra,2012,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.305233577
ahmadnagar,maharashtra,2013,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.307204514
ahmadnagar,maharashtra,2014,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.310971456
ahmadnagar,maharashtra,2015,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.313224542
ahmadnagar,maharashtra,2016,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.310234626
ahmadnagar,maharashtra,2017,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.300959535
ahmadnagar,maharashtra,2018,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.292079877
ahmadnagar,maharashtra,2019,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.285717258
ahmadnagar,maharashtra,2020,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.283336164
ahmadnagar,maharashtra,2021,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.282432456
ahmadnagar,maharashtra,2022,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.282920857
ahmadnagar,maharashtra,2023,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.283940276
ahmadnagar,maharashtra,2024,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.28529449
ahmadnagar,maharashtra,2025,4543159,0.122384887,0.209529977,0.346027731,0.036348056,0.514745137,281.6752348,0.28676269
aizawl,mizoram,1981,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.378619754
aizawl,mizoram,1982,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.377785982
aizawl,mizoram,1983,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.376800057
aizawl,mizoram,1984,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.375698018
aizawl,mizoram,1985,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.374508749
aizawl,mizoram,1986,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.372969393
aizawl,mizoram,1987,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.370919671
aizawl,mizoram,1988,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.368683001
aizawl,mizoram,1989,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.366232576
aizawl,mizoram,1990,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.363536253
aizawl,mizoram,1991,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.360453232
aizawl,mizoram,1992,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.355534858
aizawl,mizoram,1993,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.350033015
aizawl,mizoram,1994,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.343836627
aizawl,mizoram,1995,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.336358324
aizawl,mizoram,1996,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.327692541
aizawl,mizoram,1997,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.320036424
aizawl,mizoram,1998,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.313575918
aizawl,mizoram,1999,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.31631002
aizawl,mizoram,2000,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.318373558
aizawl,mizoram,2001,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.318793051
aizawl,mizoram,2002,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.319023928
aizawl,mizoram,2003,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.319431156
aizawl,mizoram,2004,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.320209421
aizawl,mizoram,2005,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.321017385
aizawl,mizoram,2006,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.321973164
aizawl,mizoram,2007,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.323057533
aizawl,mizoram,2008,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.324983663
aizawl,mizoram,2009,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.32638146
aizawl,mizoram,2010,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.327467389
aizawl,mizoram,2011,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.328575236
aizawl,mizoram,2012,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.322145143
aizawl,mizoram,2013,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.314908342
aizawl,mizoram,2014,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.311282499
aizawl,mizoram,2015,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.307060292
aizawl,mizoram,2016,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.303435065
aizawl,mizoram,2017,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.298042532
aizawl,mizoram,2018,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.292100442
aizawl,mizoram,2019,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.287848801
aizawl,mizoram,2020,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.28629632
aizawl,mizoram,2021,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.285693052
aizawl,mizoram,2022,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.286093583
aizawl,mizoram,2023,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.287209106
aizawl,mizoram,2024,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.288699109
aizawl,mizoram,2025,400309,0.130791464,0.934700444,0.126652161,0.058020179,0.563747005,115.879568,0.290160378
ajmer,rajasthan,1981,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.376519011
ajmer,rajasthan,1982,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.376445286
ajmer,rajasthan,1983,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.375752006
ajmer,rajasthan,1984,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.374717442
ajmer,rajasthan,1985,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.373579325
ajmer,rajasthan,1986,2583052,0.147564586,0.209639217,0.172036413,0.087702841,0.592063187,298.689705,0.372148867
